MonthYear,Actor1CountryCode,Events
201601   ,RWA              ,3365
201601   ,BWA              ,2063
201601   ,SRB              ,5190
201701   ,CAS              ,27
201506   ,CHN              ,109231
201507   ,JPN              ,49697
201504   ,ARE              ,15160
201502   ,DEU              ,33652
201504   ,ARG              ,19802
201506   ,NPL              ,8739
201503   ,ABW              ,343
201605   ,UZB              ,2967
201506   ,ARM              ,13710
201505   ,SLB              ,499
201603   ,CMR              ,4401
201506   ,TZA              ,4936
201504   ,COG              ,1385
201510   ,DJI              ,1657
201505   ,PSE              ,29461
201505   ,SDN              ,10142
201505   ,GIN              ,2801
201506   ,MLT              ,3029
201507   ,LAO              ,1760
201605   ,SEN              ,6013
201507   ,WSM              ,913
201605   ,LBR              ,3635
201512   ,PLW              ,306
201510   ,SYC              ,884
201501   ,GTM              ,53
201804   ,CIV              ,2178
201501   ,BHS              ,47
201501   ,NAM              ,60
201501   ,MDA              ,18
201512   ,SMR              ,67
201501   ,GMB              ,28
201604   ,SCN              ,7
201502   ,MAC              ,29
201807   ,NZL              ,16970
201807   ,ZAF              ,17267
201807   ,PRT              ,9954
201807   ,LTU              ,4949
201807   ,TON              ,605
202006   ,BLR              ,1020
202006   ,SSD              ,205
202006   ,LCA              ,29
201906   ,PHL              ,25710
201906   ,YEM              ,8457
201809   ,MDV              ,12683
201809   ,KHM              ,5605
201809   ,BEN              ,955
201808   ,FIN              ,10104
201808   ,HND              ,3174
201808   ,IDN              ,32602
201808   ,GRD              ,760
201808   ,TUN              ,5771
201808   ,SLV              ,4322
201808   ,KWT              ,4389
201808   ,AIA              ,143
201808   ,MRT              ,1279
201906   ,AUT              ,7868
201906   ,KEN              ,13878
201812   ,PLW              ,420
201812   ,LBR              ,1478
201810   ,UKR              ,59106
201810   ,TMP              ,360
201810   ,BHR              ,5209
201810   ,EAF              ,31
201811   ,CYM              ,608
201811   ,MOZ              ,2279
201901   ,HKG              ,239
201902   ,MDV              ,9302
201902   ,BGR              ,9304
201902   ,BDI              ,1485
201902   ,MDG              ,698
201902   ,STP              ,160
201911   ,SEA              ,8386
201911   ,STP              ,133
201911   ,MAC              ,199
201903   ,DOM              ,2300
201903   ,MEA              ,1435
201903   ,VUT              ,555
201912   ,AFG              ,28026
201912   ,NER              ,3020
201912   ,LAO              ,1049
201909   ,POL              ,23383
201909   ,GAB              ,628
201908   ,GMB              ,1786
201908   ,GRD              ,913
201908   ,BRB              ,1686
201812   ,WLF              ,7
202002   ,CYM              ,498
202002   ,WST              ,5702
202001   ,HRV              ,5457
201905   ,AIA              ,151
201910   ,BRB              ,1018
201910   ,SOM              ,4883
201910   ,NER              ,1967
202001   ,ZAF              ,9786
202001   ,PHL              ,21169
202004   ,MDA              ,2322
202004   ,MAR              ,5276
202004   ,VUT              ,425
202003   ,LBY              ,6473
201904   ,LBN              ,11861
202003   ,SRB              ,5316
201904   ,BOL              ,5114
201903   ,CHL              ,10376
202002   ,FJI              ,1770
202003   ,MAC              ,153
201904   ,MDA              ,2210
201611   ,ESP              ,56931
201611   ,FJI              ,3761
201611   ,KEN              ,20329
201611   ,SYR              ,97384
201611   ,GHA              ,15088
201610   ,PRK              ,12490
201511   ,GRC              ,40250
201511   ,MAR              ,16109
201610   ,COL              ,46565
201610   ,NPL              ,8745
201706   ,AFR              ,44998
201707   ,WAF              ,465
201707   ,AND              ,206
201708   ,ARG              ,19128
201608   ,                 ,4476601
201708   ,SAS              ,1809
201608   ,ARE              ,14115
201608   ,COD              ,4619
201508   ,GRC              ,46543
201608   ,ISL              ,2238
201612   ,DZA              ,11653
201612   ,PRY              ,2986
201608   ,AIA              ,111
201612   ,NZL              ,16950
201508   ,CHL              ,11858
201508   ,RUS              ,146202
201905   ,LVA              ,3603
201704   ,AGO              ,3584
201703   ,COG              ,2985
201604   ,UKR              ,86125
201604   ,NMR              ,4366
201703   ,VAT              ,5814
201702   ,BHR              ,7099
201702   ,MKD              ,12236
201602   ,BRN              ,4534
201701   ,KEN              ,19539
201702   ,MRT              ,1956
201602   ,AUT              ,19403
201602   ,OMN              ,6338
201701   ,FRA              ,112313
201602   ,WST              ,13664
201612   ,MDA              ,7169
201603   ,VAT              ,5557
201701   ,MRT              ,3554
201601   ,CHN              ,130931
201701   ,AIA              ,151
201706   ,GNB              ,397
201606   ,IRQ              ,55132
201606   ,SAS              ,1579
201708   ,SUR              ,338
201708   ,SYC              ,393
201705   ,PLW              ,511
201609   ,AFG              ,40865
201609   ,CHE              ,28059
201510   ,AFR              ,49031
201609   ,TZA              ,8116
201609   ,UGA              ,11291
201609   ,GEO              ,115
201609   ,MAC              ,132
201612   ,KGZ              ,5893
201612   ,WSM              ,915
201612   ,NRU              ,260
201512   ,RWA              ,5502
201601   ,WSM              ,520
201709   ,VUT              ,739
201709   ,EST              ,7079
201805   ,PHL              ,26612
201805   ,ALB              ,13648
201804   ,BGD              ,19350
201804   ,UGA              ,8600
201710   ,POL              ,25547
201710   ,IDN              ,33587
201804   ,DOM              ,2560
201804   ,ECU              ,9438
201801   ,WSM              ,1200
201801   ,ASA              ,184
201801   ,HUN              ,10547
201705   ,LSO              ,604
201712   ,VAT              ,4819
201803   ,MYS              ,18596
201803   ,IRL              ,35563
201803   ,GMB              ,2399
201803   ,WLF              ,23
201802   ,SVK              ,5541
201710   ,PAN              ,6358
201710   ,SLE              ,2334
201710   ,SUR              ,438
201601   ,MUS              ,4562
201802   ,TON              ,806
201503   ,IDN              ,34128
201605   ,ESP              ,63002
201507   ,BOL              ,17821
201503   ,BEL              ,24978
201506   ,ALB              ,5624
201507   ,FJI              ,3378
201502   ,SOM              ,5280
201605   ,SEA              ,7058
201505   ,BFA              ,1680
201503   ,LVA              ,6617
201506   ,ZMB              ,4866
201605   ,NGA              ,73908
201605   ,ISL              ,2954
201602   ,DMA              ,560
201506   ,MLI              ,5606
201507   ,ETH              ,12931
201501   ,ETH              ,150
201507   ,CZE              ,9056
201507   ,MLI              ,4802
201501   ,AFG              ,660
201503   ,GIN              ,2630
201504   ,SAS              ,1966
201504   ,NOR              ,11213
201506   ,PAN              ,4235
201512   ,SLE              ,1425
201605   ,MEA              ,2027
201508   ,TKM              ,3172
201605   ,CAF              ,1645
201503   ,ERI              ,972
201503   ,GNQ              ,328
201510   ,TUV              ,147
201501   ,NPL              ,92
201507   ,TUV              ,111
201501   ,DOM              ,26
201501   ,SLB              ,6
201607   ,SUR              ,340
201607   ,LCA              ,968
201606   ,KIR              ,246
201806   ,ARM              ,12285
201806   ,JAM              ,4526
201806   ,STP              ,162
201806   ,SAF              ,290
201807   ,AZE              ,9763
201807   ,ATG              ,986
201807   ,LIE              ,146
202006   ,ARM              ,1084
202006   ,GRD              ,76
201906   ,FJI              ,1776
202006   ,VUT              ,49
201809   ,NPL              ,9029
201809   ,FJI              ,3850
201808   ,LSO              ,863
201808   ,PLW              ,374
201907   ,BRA              ,26908
201907   ,CHE              ,15180
201907   ,LTU              ,5010
201907   ,AGO              ,2618
201907   ,BFA              ,993
201907   ,TZA              ,3339
201907   ,PLW              ,288
201812   ,AFG              ,32971
201811   ,NOR              ,10979
201810   ,IRL              ,34290
201810   ,MDV              ,11500
201810   ,HRV              ,7606
201810   ,LBR              ,2538
201906   ,SRB              ,5549
201811   ,NAM              ,2337
201811   ,TMP              ,410
201901   ,NAM              ,2116
201901   ,COK              ,107
201901   ,SHN              ,49
201904   ,CYM              ,614
201904   ,FSM              ,184
201902   ,CRB              ,234
201902   ,GTM              ,3282
201902   ,COK              ,123
201902   ,FSM              ,181
201911   ,                 ,3081443
201911   ,AGO              ,2445
201910   ,FRA              ,81895
201910   ,USA              ,946801
201911   ,TTO              ,1796
201910   ,AFG              ,24761
201910   ,DMA              ,364
201903   ,BLZ              ,1240
201903   ,ISL              ,2015
201912   ,HUN              ,5873
201912   ,AND              ,212
201909   ,BRB              ,1036
201908   ,UZB              ,2152
201908   ,MLI              ,3091
201908   ,PLW              ,293
202002   ,MAC              ,283
201910   ,COD              ,1997
201910   ,PLW              ,415
201904   ,SCN              ,3
202004   ,DEU              ,50504
202004   ,AUT              ,6576
202004   ,ASA              ,191
201904   ,LCA              ,683
202003   ,GRC              ,33611
202004   ,LBY              ,6886
202003   ,QAT              ,7326
202005   ,GRD              ,578
202005   ,PER              ,7145
202005   ,MNG              ,926
201905   ,ITA              ,50972
201905   ,DJI              ,1026
201611   ,GMB              ,2585
201611   ,WST              ,11695
201611   ,HUN              ,13635
201611   ,GTM              ,4156
201611   ,MWI              ,3337
201611   ,MRT              ,1934
201511   ,NGA              ,53158
201612   ,AFR              ,44039
201707   ,TWN              ,6836
201707   ,TON              ,305
201707   ,NMR              ,4041
201607   ,GHA              ,13154
201707   ,ASA              ,205
201607   ,MDA              ,7332
201708   ,TTO              ,2501
201607   ,BMU              ,1045
201608   ,SAU              ,57908
201607   ,TCD              ,3530
201508   ,YEM              ,28172
201703   ,                 ,4808410
201604   ,ESP              ,53250
201604   ,NGA              ,61173
201704   ,LSO              ,517
201704   ,NRU              ,376
201604   ,SEN              ,4254
201702   ,CUB              ,14599
201702   ,CHL              ,10917
201702   ,CAS              ,34
201602   ,UGA              ,14977
201602   ,UKR              ,75505
201701   ,LTU              ,7520
201602   ,NLD              ,23194
201602   ,EAF              ,130
201610   ,KWT              ,8804
201703   ,DMA              ,673
201603   ,MKD              ,15418
201603   ,WSM              ,699
201701   ,MDA              ,8159
201701   ,SYC              ,556
201604   ,PNG              ,2952
201604   ,VCT              ,804
201705   ,KAZ              ,9132
201705   ,PRK              ,45107
201706   ,VUT              ,550
201606   ,YEM              ,24706
201606   ,VNM              ,21152
201705   ,KHM              ,6085
201606   ,TKM              ,2225
201705   ,EST              ,5852
201606   ,BWA              ,2761
201510   ,MNG              ,1925
201610   ,MHL              ,414
201609   ,COG              ,2910
201609   ,BLR              ,13830
201609   ,TTO              ,3361
201509   ,ARG              ,21293
201603   ,SYC              ,734
201512   ,DNK              ,11371
201601   ,KOR              ,38309
201601   ,LBY              ,17221
201709   ,GMB              ,1713
201709   ,LIE              ,245
201709   ,SUR              ,347
201711   ,NLD              ,19935
201711   ,MUS              ,4803
201711   ,VNM              ,34039
201711   ,PSE              ,36306
201711   ,KIR              ,240
201804   ,ARM              ,19467
201801   ,LBR              ,3111
201801   ,DJI              ,1418
201801   ,KNA              ,357
201712   ,OMN              ,5425
201804   ,NPL              ,8479
201803   ,ITA              ,56831
201803   ,CHN              ,122122
201803   ,GUY              ,2606
201803   ,KEN              ,19046
201803   ,ZMB              ,3631
201803   ,HND              ,4198
201802   ,NMR              ,4113
201710   ,CRB              ,195
201802   ,CAF              ,987
201605   ,BEL              ,31125
201502   ,PHL              ,13981
201502   ,NPL              ,1816
201503   ,QAT              ,13317
201507   ,AZE              ,8940
201505   ,BWA              ,2180
201506   ,KAZ              ,5403
201504   ,CYP              ,8097
201505   ,GNQ              ,385
201502   ,POL              ,7954
201504   ,SLE              ,2200
201603   ,CRB              ,291
201605   ,BFA              ,2109
201605   ,KGZ              ,4366
201504   ,MDA              ,3925
201602   ,SMR              ,68
201502   ,SGP              ,2464
201604   ,TMP              ,583
201502   ,DJI              ,474
201603   ,LAM              ,130
201502   ,MDG              ,370
201601   ,PLW              ,349
201804   ,GNQ              ,612
201501   ,CMR              ,38
201511   ,WLF              ,4
201501   ,TUV              ,3
201705   ,TUV              ,71
201607   ,PGS              ,477
201806   ,KWT              ,5439
201806   ,SAS              ,1046
201806   ,TTO              ,1836
201807   ,ETH              ,13079
201807   ,MDA              ,4460
202006   ,CHE              ,1630
202006   ,CIV              ,123
202006   ,IND              ,6381
201501   ,GRD              ,2
202006   ,KAZ              ,388
202006   ,YEM              ,755
202006   ,CYP              ,446
202006   ,EST              ,422
201906   ,AFG              ,22993
202006   ,NER              ,258
201809   ,PHL              ,29299
201809   ,LBN              ,12702
201809   ,KGZ              ,3376
201808   ,MEX              ,48389
201808   ,NMR              ,4999
201809   ,GAB              ,580
201808   ,IRN              ,66527
201808   ,LTU              ,6502
201808   ,YEM              ,15036
201808   ,BLR              ,8174
201808   ,KGZ              ,2407
201808   ,SLE              ,3844
201907   ,SVK              ,2776
201906   ,BTN              ,1032
201906   ,OMN              ,7403
201812   ,JPN              ,39339
201812   ,LKA              ,7185
201812   ,AZE              ,8673
201812   ,MHL              ,470
201810   ,DEU              ,80650
201810   ,VCT              ,868
201810   ,LBY              ,6690
201906   ,EST              ,3400
201811   ,SEA              ,7240
201811   ,SLE              ,1282
201811   ,FJI              ,3709
201901   ,GEO              ,38
201901   ,SMR              ,41
201903   ,SWE              ,14365
201904   ,KIR              ,169
201902   ,KOR              ,28181
201902   ,BTN              ,906
201902   ,GAB              ,531
201911   ,CIV              ,1438
201911   ,ERI              ,745
201903   ,SWZ              ,365
201912   ,LTU              ,3777
201909   ,OMN              ,3253
201909   ,EST              ,3481
201909   ,CIV              ,1452
201909   ,COM              ,188
201908   ,TTO              ,1967
201908   ,QAT              ,6440
201908   ,MRT              ,679
201906   ,TJK              ,2380
202002   ,BHR              ,3624
202002   ,BWA              ,1285
202002   ,SAS              ,1022
201910   ,MCO              ,3318
202002   ,CAU              ,2
202003   ,BHS              ,3061
202003   ,ZWE              ,6908
202003   ,PRK              ,7620
201904   ,SVK              ,3439
201904   ,RWA              ,5789
202003   ,MDG              ,802
202005   ,NZL              ,17302
201905   ,BOL              ,4627
201905   ,UKR              ,59517
202005   ,MDG              ,2038
201611   ,SAU              ,48348
201611   ,WAF              ,677
201611   ,TON              ,638
201511   ,MLT              ,7594
201610   ,BRA              ,35029
201511   ,SYR              ,164915
201511   ,HRV              ,9681
201610   ,CAS              ,96
201706   ,SAU              ,84770
201707   ,FJI              ,2921
201706   ,HTI              ,3004
201706   ,NZL              ,16677
201607   ,NOR              ,10830
201608   ,IRN              ,87742
201708   ,NPL              ,9079
201708   ,TUV              ,88
201608   ,PHL              ,51063
201607   ,YEM              ,22208
201608   ,SSD              ,9982
201608   ,KEN              ,21140
201608   ,PRT              ,9276
201608   ,GEO              ,66
201508   ,EST              ,5543
201612   ,CYP              ,8693
201604   ,GBR              ,197753
201704   ,POL              ,25216
201704   ,PSE              ,36937
201704   ,LVA              ,4991
201704   ,COG              ,2157
201704   ,MMR              ,5765
201704   ,GNQ              ,360
201604   ,MMR              ,8596
201703   ,TUR              ,165166
201604   ,JAM              ,6063
201702   ,TWN              ,8549
201702   ,PLW              ,349
201701   ,AFR              ,55104
201602   ,ARM              ,12911
201602   ,KWT              ,8920
201701   ,SAU              ,49483
201701   ,GTM              ,4010
201701   ,SEA              ,5681
201703   ,GEO              ,91
201601   ,SGP              ,9305
201701   ,TGO              ,1279
201602   ,MLI              ,5951
201705   ,MDA              ,7377
201510   ,IND              ,61616
201510   ,NOR              ,13667
201510   ,CUB              ,19908
201609   ,MLI              ,5705
201609   ,KAZ              ,6068
201509   ,NGA              ,60021
201509   ,FRA              ,108389
201509   ,SDN              ,12725
201609   ,ATG              ,603
201609   ,DMA              ,556
201509   ,GIN              ,2603
201612   ,MCO              ,3803
201612   ,BHS              ,2909
201601   ,BRB              ,1243
201612   ,MEA              ,1935
201512   ,SOM              ,11699
201606   ,BRN              ,3779
201705   ,DJI              ,1347
201705   ,NIC              ,3669
201709   ,JAM              ,5301
201709   ,MLI              ,4330
201709   ,CUB              ,15641
201709   ,NRU              ,271
201512   ,GMB              ,2161
201708   ,CAU              ,2
201805   ,BGD              ,20274
201805   ,JOR              ,19883
201805   ,NPL              ,10692
201805   ,PAN              ,6195
201711   ,PER              ,11903
201711   ,ATG              ,502
201711   ,URY              ,3736
201711   ,LUX              ,3230
201711   ,NRU              ,300
201804   ,COG              ,2116
201705   ,SYC              ,506
201804   ,IRQ              ,25268
201801   ,KOR              ,34816
201801   ,FIN              ,9249
201801   ,NLD              ,16242
201801   ,KWT              ,7295
201801   ,TCD              ,2993
201712   ,EUR              ,76484
201803   ,BFA              ,3322
201802   ,BHR              ,4331
201802   ,NER              ,2537
201802   ,TMP              ,373
201710   ,PNG              ,2192
201710   ,SVK              ,4175
201710   ,COK              ,269
201601   ,LBR              ,3244
201802   ,PGS              ,377
201605   ,JPN              ,70164
201506   ,ATG              ,491
201504   ,SVK              ,4165
201512   ,SLB              ,303
201505   ,ZMB              ,5104
201502   ,COL              ,6920
201605   ,SDN              ,13082
201601   ,CPV              ,268
201503   ,PSE              ,36472
201506   ,SLV              ,1793
201503   ,GMB              ,1609
201505   ,TJK              ,3698
201501   ,PAK              ,918
201502   ,MEA              ,517
201604   ,SUR              ,380
201508   ,MEA              ,2125
201506   ,SMR              ,62
201503   ,SMR              ,85
201502   ,SWE              ,5665
201501   ,UZB              ,84
201502   ,NAM              ,1075
201505   ,COK              ,309
201804   ,AND              ,381
201512   ,FSM              ,201
201705   ,PRY              ,2860
201501   ,LAO              ,9
201801   ,SHN              ,39
201501   ,PRY              ,8
201705   ,LCA              ,856
201606   ,AND              ,405
201707   ,ROM              ,2
201705   ,ABW              ,168
201705   ,SCN              ,4
201607   ,PLW              ,322
201807   ,KOR              ,30883
201807   ,IRQ              ,22197
201807   ,NIC              ,13222
201807   ,KHM              ,6149
202006   ,MDG              ,125
202006   ,LSO              ,180
202006   ,PGS              ,24
201906   ,NGA              ,49475
201809   ,NMR              ,5253
201808   ,IRL              ,34423
201808   ,CUB              ,7765
201808   ,SWZ              ,495
201907   ,BEN              ,2257
201906   ,WST              ,5221
201812   ,GBR              ,147256
201812   ,POL              ,21980
201812   ,SVK              ,3827
201812   ,LIE              ,190
201906   ,BLZ              ,1357
201811   ,COM              ,191
201906   ,KNA              ,1424
201901   ,PHL              ,26778
201901   ,PER              ,13009
201901   ,COD              ,5787
201902   ,SEA              ,3138
201902   ,UKR              ,52174
201902   ,MDA              ,4216
201902   ,KNA              ,843
201902   ,SHN              ,30
201911   ,PGS              ,338
201912   ,BGD              ,17042
201912   ,WAF              ,554
201908   ,VAT              ,2031
201912   ,EAF              ,55
201906   ,GRD              ,916
202002   ,BLR              ,11957
202001   ,KEN              ,14300
202001   ,BTN              ,620
202004   ,SCN              ,2
202003   ,KOR              ,31697
202004   ,USA              ,761440
202004   ,CHL              ,6426
202004   ,IRQ              ,12283
202004   ,CZE              ,7295
202003   ,PHL              ,23057
202003   ,EST              ,3317
201904   ,TKM              ,1913
202004   ,MRT              ,564
202003   ,TKM              ,1187
201904   ,ZAF              ,12527
202004   ,GNQ              ,148
202003   ,TON              ,513
202003   ,GMB              ,1616
202002   ,EST              ,3495
201903   ,NLD              ,20639
201904   ,TCD              ,2888
202005   ,MAR              ,4825
202005   ,SWE              ,10575
201905   ,ARE              ,13831
202005   ,QAT              ,5007
202005   ,LAO              ,817
202005   ,GAB              ,377
201905   ,AGO              ,2810
201611   ,VAT              ,6462
201610   ,HTI              ,17150
201610   ,ISR              ,71462
201610   ,SEN              ,3568
201610   ,LVA              ,4921
201511   ,DZA              ,10812
201511   ,ECU              ,5141
201606   ,MLT              ,3153
201706   ,BHR              ,18589
201610   ,MEA              ,1619
201707   ,OMN              ,5405
201707   ,GMB              ,2175
201707   ,ZAF              ,13062
201706   ,MNG              ,1370
201706   ,KAZ              ,11835
201607   ,SWE              ,16502
201607   ,CAN              ,80715
201708   ,AUS              ,79556
201708   ,CAF              ,1347
201708   ,COD              ,3300
201708   ,MMR              ,9342
201708   ,VUT              ,381
201708   ,CPV              ,312
201704   ,VCT              ,779
201704   ,CAN              ,85411
201703   ,UGA              ,9030
201703   ,LBY              ,19048
201703   ,BEL              ,33678
201703   ,PNG              ,1539
201703   ,HND              ,5378
201703   ,MWI              ,3233
201702   ,SOM              ,16000
201702   ,HND              ,3838
201702   ,SYR              ,95998
201702   ,MNG              ,1555
201702   ,SEN              ,4270
201702   ,AFG              ,38657
201702   ,TMP              ,315
201701   ,PHL              ,43001
201603   ,CHN              ,121017
201603   ,TJK              ,3071
201603   ,NPL              ,11564
201604   ,AND              ,341
201705   ,COD              ,3908
201706   ,MDG              ,1175
201606   ,UKR              ,73486
201606   ,EUR              ,127404
201609   ,MAR              ,11875
201609   ,EUR              ,97511
201510   ,BLR              ,15252
201609   ,BDI              ,2026
201510   ,SSD              ,4878
201510   ,BOL              ,8853
201509   ,ETH              ,6440
201509   ,MWI              ,2753
201509   ,RWA              ,4806
201509   ,MAR              ,12623
201708   ,WLF              ,4
201709   ,FIN              ,10117
201709   ,ARG              ,20891
201512   ,CYM              ,913
201512   ,IND              ,61182
201601   ,ARG              ,19375
201512   ,FJI              ,2907
201612   ,PGS              ,907
201512   ,IDN              ,28164
201601   ,TWN              ,11994
201709   ,BDI              ,3214
201709   ,AND              ,481
201709   ,WAF              ,517
201805   ,DOM              ,4164
201805   ,IRN              ,120953
201805   ,CRI              ,1474
201805   ,GEO              ,131
201804   ,IRL              ,25362
201710   ,KWT              ,7706
201801   ,ZAF              ,14158
201712   ,FJI              ,3207
201712   ,URY              ,3430
201712   ,SAM              ,22
201803   ,JAM              ,5191
201803   ,WAF              ,719
201802   ,GBR              ,153838
201803   ,GNQ              ,504
201709   ,ASA              ,361
201710   ,BRB              ,1310
201710   ,PRY              ,2024
201710   ,BFA              ,2108
201601   ,SAS              ,1228
201506   ,OMN              ,5873
201503   ,PHL              ,36754
201507   ,EGY              ,66189
201504   ,NLD              ,20938
201503   ,MEX              ,39431
201605   ,EST              ,6030
201506   ,SEN              ,2812
201502   ,AGO              ,971
201512   ,NAM              ,2154
201505   ,NER              ,3170
201507   ,LUX              ,3902
201502   ,ETH              ,1954
201502   ,FIN              ,2808
201510   ,KIR              ,274
201505   ,CPV              ,360
201507   ,SLB              ,461
201504   ,TZA              ,3801
201511   ,PLW              ,260
201501   ,LSO              ,39
201502   ,MRT              ,652
201502   ,ISL              ,503
201501   ,IDN              ,581
201804   ,NER              ,2377
201804   ,SCN              ,24
201507   ,LAM              ,46
201512   ,ABW              ,274
201506   ,ROM              ,56
201501   ,SMR              ,3
201605   ,CRB              ,160
201705   ,BLZ              ,3214
201801   ,TUV              ,20
201505   ,ROM              ,6
201607   ,DMA              ,526
201806   ,BEL              ,30070
201806   ,NPL              ,6687
201806   ,FIN              ,10147
201806   ,BDI              ,1250
201806   ,GNB              ,413
201807   ,MKD              ,15487
201807   ,MYS              ,22261
201807   ,BTN              ,1554
201807   ,PRK              ,32941
202006   ,POL              ,1769
202006   ,IDN              ,3391
202006   ,ARE              ,1368
202006   ,SLV              ,313
202006   ,WST              ,233
201906   ,PAK              ,37950
201809   ,MAC              ,105
201809   ,CIV              ,1621
201809   ,SLB              ,526
201808   ,PSE              ,39429
201808   ,MNG              ,1516
201812   ,TCD              ,3628
201812   ,LVA              ,3107
201812   ,MRT              ,2091
201810   ,TCD              ,2642
201810   ,SAS              ,1109
201810   ,SLE              ,1719
201811   ,TON              ,1203
201901   ,SEA              ,4073
201901   ,YEM              ,11640
201901   ,NOR              ,9922
201901   ,BDI              ,1163
201906   ,CMR              ,2576
201902   ,CIV              ,1945
201902   ,MAC              ,121
201911   ,PHL              ,21610
201911   ,EGY              ,23613
201911   ,GUY              ,2290
201911   ,NIC              ,3803
201910   ,TZA              ,3090
201912   ,GHA              ,9938
201912   ,VEN              ,11773
201909   ,LKA              ,8033
201909   ,GMB              ,1562
201908   ,MDV              ,9441
201908   ,HUN              ,5088
201908   ,SVK              ,2305
201908   ,MDG              ,1162
202002   ,GRD              ,562
202002   ,MDA              ,2546
202001   ,DEU              ,69994
202002   ,NER              ,1926
202001   ,QAT              ,5953
201910   ,TMP              ,244
202001   ,SEN              ,2679
202001   ,ERI              ,1327
202001   ,GNB              ,279
201911   ,SCN              ,13
202004   ,NZL              ,16027
201904   ,JPN              ,41565
202004   ,MEA              ,377
201904   ,ETH              ,7702
202004   ,COK              ,215
201904   ,KWT              ,5266
202003   ,LVA              ,3243
201904   ,SRB              ,6889
201904   ,LVA              ,3342
201903   ,GBR              ,184557
202002   ,FRA              ,64844
201903   ,HND              ,4313
202003   ,LIE              ,95
201903   ,IRQ              ,27194
202005   ,AFR              ,30928
202005   ,IDN              ,23271
201905   ,USA              ,1012045
202005   ,SEN              ,1792
202005   ,PRK              ,7078
201905   ,GHA              ,13020
201905   ,SEN              ,2032
201511   ,USA              ,1037086
201611   ,BHR              ,6238
201611   ,GNQ              ,1407
201611   ,BRB              ,1921
201511   ,SRB              ,8956
201610   ,SYR              ,145895
201511   ,GUY              ,3126
201612   ,LBN              ,19154
201610   ,SAM              ,31
201706   ,MEX              ,50643
201707   ,NZL              ,15017
201707   ,NPL              ,5257
201607   ,LBR              ,3171
201708   ,NIC              ,2966
201708   ,KEN              ,19184
201708   ,SDN              ,11244
201608   ,NPL              ,10750
201608   ,LBN              ,17355
201508   ,UGA              ,10510
201508   ,MKD              ,9244
201607   ,BGR              ,18163
201704   ,GBR              ,201949
201604   ,CHN              ,128851
201704   ,PNG              ,1893
201604   ,BGD              ,24407
201702   ,IND              ,65362
201702   ,NMR              ,5000
201702   ,DMA              ,608
201702   ,IDN              ,39890
201602   ,EUR              ,102418
201602   ,PRY              ,2482
201602   ,LAO              ,1828
201602   ,LUX              ,3355
201610   ,LBR              ,3216
201603   ,CHE              ,29533
201706   ,MAC              ,148
201706   ,TGO              ,1151
201606   ,IRL              ,34010
201606   ,SOM              ,14062
201606   ,UZB              ,6918
201606   ,MMR              ,9143
201510   ,MMR              ,8193
201609   ,GRD              ,1313
201609   ,VAT              ,6225
201609   ,LSO              ,721
201509   ,TTO              ,3268
201509   ,MKD              ,5960
201612   ,KAZ              ,11576
201612   ,BDI              ,2376
201612   ,HTI              ,3801
201512   ,YEM              ,29680
201512   ,HRV              ,6247
201705   ,VCT              ,836
201709   ,CYM              ,690
201709   ,SAS              ,1790
201512   ,VUT              ,298
201805   ,SEA              ,4319
201805   ,AGO              ,5209
201805   ,CUB              ,13951
201805   ,LBR              ,2689
201711   ,UZB              ,7239
201611   ,WLF              ,4
201804   ,THA              ,10047
201801   ,ISR              ,112210
201801   ,LIE              ,132
201712   ,TUN              ,8798
201801   ,TON              ,315
201712   ,MEA              ,3328
201804   ,PER              ,21551
201712   ,MAR              ,9941
201803   ,BLR              ,8606
201802   ,CAN              ,86704
201802   ,SYR              ,99236
201802   ,BLR              ,8520
201802   ,HUN              ,11186
201802   ,CYP              ,7242
201802   ,MHL              ,198
201504   ,DOM              ,3402
201506   ,POL              ,19085
201504   ,RUS              ,143955
201503   ,GRC              ,49939
201503   ,SEA              ,7270
201503   ,BFA              ,1968
201509   ,ATG              ,582
201504   ,LBN              ,20125
201502   ,ARM              ,5541
201503   ,MMR              ,10846
201506   ,QAT              ,11169
201504   ,GIN              ,2705
201505   ,MDA              ,4424
201502   ,BEN              ,652
201507   ,BRN              ,2053
201506   ,PSE              ,34062
201502   ,LKA              ,5716
201507   ,MDG              ,1118
201503   ,UGA              ,7701
201502   ,EST              ,1495
201505   ,GAB              ,617
201603   ,GRD              ,1141
201504   ,MWI              ,3424
201503   ,NIC              ,4204
201501   ,UKR              ,538
201505   ,TKM              ,2917
201602   ,WLF              ,40
201502   ,NIC              ,1120
201508   ,LSO              ,691
201804   ,COM              ,274
201804   ,LBR              ,3018
201804   ,KIR              ,116
201501   ,OMN              ,52
201501   ,NER              ,46
201503   ,ROM              ,24
201501   ,MCO              ,40
201605   ,SHN              ,183
201705   ,LAM              ,13
201607   ,WLF              ,17
201807   ,PSE              ,37247
201807   ,SAF              ,373
202006   ,BRA              ,2781
201906   ,MEX              ,61251
201906   ,FRA              ,82394
201906   ,GBR              ,173081
202006   ,GMB              ,235
201809   ,YEM              ,13485
201809   ,CAF              ,802
201809   ,PER              ,11404
201809   ,BMU              ,1395
201809   ,KAZ              ,5391
201808   ,ARE              ,10790
201809   ,MHL              ,430
201808   ,BFA              ,1136
201907   ,SLB              ,500
