MonthYear,Actor1CountryCode,Events
201707   ,BOL              ,9363
201707   ,MCO              ,3999
201707   ,ZWE              ,8642
201707   ,TJK              ,2196
201706   ,IRL              ,32382
201708   ,BHR              ,6426
201607   ,GTM              ,3723
201607   ,ETH              ,8932
201707   ,SCN              ,4
201607   ,GRD              ,968
201708   ,PGS              ,436
201608   ,MDV              ,15566
201608   ,TMP              ,662
201608   ,ETH              ,8487
201508   ,VNM              ,17706
201508   ,NGA              ,61407
201905   ,CRI              ,1788
201704   ,LTU              ,6538
201704   ,TUN              ,7334
201703   ,SYR              ,100577
201604   ,BHR              ,8944
201604   ,VEN              ,20156
201604   ,IDN              ,37337
201704   ,KIR              ,177
201702   ,ZWE              ,10816
201702   ,BFA              ,1711
201602   ,MYS              ,21407
201602   ,TZA              ,7287
201602   ,MWI              ,3917
201702   ,ATG              ,461
201701   ,GRC              ,41517
201701   ,BOL              ,7402
201701   ,BHS              ,3341
201602   ,CUB              ,32591
201602   ,BFA              ,3263
201701   ,TTO              ,2785
201602   ,ISL              ,1714
201701   ,HKG              ,568
201603   ,EGY              ,77538
201603   ,BLR              ,12632
201602   ,BWA              ,2477
201705   ,ITA              ,73818
201705   ,QAT              ,15935
201705   ,UKR              ,66645
201705   ,JPN              ,50369
201706   ,NAM              ,2595
201706   ,TZA              ,6324
201606   ,ALB              ,11026
201606   ,ESP              ,58700
201606   ,PGS              ,621
201705   ,YEM              ,26182
201708   ,STP              ,158
201510   ,SRB              ,9117
201510   ,HKG              ,394
201509   ,IND              ,60343
201709   ,DMA              ,2312
201709   ,AFG              ,31912
201612   ,MWI              ,3339
201709   ,GAB              ,898
201805   ,POL              ,24288
201805   ,NLD              ,19190
201805   ,UGA              ,7980
201805   ,PRT              ,11664
201805   ,HTI              ,2925
201710   ,GHA              ,13372
201710   ,BEL              ,27352
201804   ,PRT              ,10996
201705   ,SLE              ,1718
201801   ,SDN              ,14857
201801   ,BHR              ,5158
201801   ,SSD              ,3378
201712   ,PRK              ,38865
201712   ,MHL              ,507
201712   ,AIA              ,113
201712   ,SAF              ,228
201803   ,DNK              ,12030
201803   ,PSE              ,40531
201803   ,ARM              ,12949
201803   ,TWN              ,9687
201802   ,DNK              ,9285
201710   ,DMA              ,1132
201710   ,KGZ              ,4767
201710   ,NAM              ,2521
201710   ,SAS              ,2077
201601   ,EAF              ,81
201802   ,GRD              ,901
201507   ,GBR              ,188998
201605   ,BGD              ,30647
201506   ,MEX              ,33934
201504   ,TUR              ,88756
201503   ,DMA              ,512
201508   ,DJI              ,1210
201505   ,ARM              ,15406
201507   ,WST              ,7211
201605   ,NIC              ,2477
201507   ,VEN              ,20899
201605   ,BHS              ,3339
201502   ,LAO              ,511
201605   ,BTN              ,1000
201602   ,CAF              ,1913
201505   ,CIV              ,2093
201506   ,PRK              ,8068
201506   ,LCA              ,799
201604   ,MDG              ,1229
201504   ,MUS              ,2265
201503   ,TMP              ,629
201507   ,TMP              ,478
201507   ,ZWE              ,14097
201501   ,FIN              ,195
201512   ,MAC              ,93
201508   ,SYC              ,1425
201501   ,BWA              ,45
201604   ,LIE              ,300
201501   ,RWA              ,60
201501   ,SAF              ,14
201501   ,LCA              ,13
201802   ,LAM              ,26
201604   ,SAM              ,41
201603   ,NAF              ,29
201501   ,HKG              ,16
201606   ,SUR              ,360
201806   ,SLB              ,701
201806   ,COG              ,2540
201806   ,CMR              ,2375
201806   ,LSO              ,1177
201807   ,DOM              ,2152
201807   ,WSM              ,1043
201807   ,PRY              ,1989
201807   ,EST              ,3591
202006   ,EGY              ,2707
202006   ,AZE              ,538
202006   ,SGP              ,945
202006   ,KNA              ,61
201906   ,CAN              ,75295
201809   ,JPN              ,40947
201808   ,MKD              ,6775
201808   ,BRB              ,1029
201907   ,BGD              ,17111
201907   ,SYR              ,29753
201907   ,MNG              ,1756
201812   ,SWE              ,13766
201812   ,CIV              ,1369
201812   ,PNG              ,1317
201810   ,IND              ,58462
201811   ,GMB              ,2467
201811   ,DJI              ,1553
201901   ,TZA              ,2977
201901   ,MRT              ,1555
201901   ,FJI              ,2661
201904   ,GEO              ,42
201902   ,GRC              ,25439
201911   ,IND              ,52649
201911   ,BGR              ,8586
201910   ,WST              ,7655
201903   ,COD              ,2478
201903   ,SRB              ,7439
201912   ,SLE              ,1010
201912   ,ISL              ,1025
201912   ,SSD              ,2625
201909   ,ALB              ,4354
201909   ,NLD              ,15401
201908   ,EGY              ,20883
201909   ,NAM              ,2698
201909   ,EAF              ,37
201908   ,YEM              ,12573
201908   ,PRY              ,3452
201908   ,WLF              ,11
201906   ,LIE              ,135
202002   ,BGR              ,8468
202002   ,LVA              ,3213
202001   ,SYR              ,27473
201905   ,GNB              ,171
201910   ,WLF              ,7
201910   ,UZB              ,2503
201910   ,COK              ,360
202001   ,FJI              ,1157
202004   ,ZAF              ,10931
202004   ,KOR              ,22850
202004   ,GUY              ,1748
202003   ,PSE              ,15695
201904   ,TWN              ,7806
202003   ,IRN              ,51695
201904   ,ALB              ,5690
202002   ,NZL              ,17431
201905   ,                 ,3435450
202005   ,HRV              ,5568
202005   ,TKM              ,1205
201905   ,CAF              ,749
201905   ,JPN              ,49393
202005   ,GNQ              ,229
201905   ,GIN              ,1528
201610   ,RUS              ,264442
201610   ,EUR              ,99146
201610   ,PSE              ,33750
201511   ,VNM              ,22180
201610   ,SRB              ,13761
201511   ,SEA              ,9299
201612   ,CZE              ,9825
201511   ,LAO              ,1638
201707   ,USA              ,963806
201707   ,POL              ,39331
201707   ,PGS              ,1038
201607   ,ATG              ,469
201607   ,VEN              ,26117
201708   ,MEX              ,46397
201708   ,JOR              ,23450
201708   ,ZMB              ,5225
201706   ,PAN              ,11010
201708   ,CAS              ,46
201608   ,SEN              ,3764
201608   ,NMR              ,4733
201608   ,MAR              ,10716
201608   ,CMR              ,2999
201905   ,KWT              ,5552
201704   ,VAT              ,6962
201704   ,IND              ,69527
201703   ,MKD              ,17559
201604   ,LBN              ,25781
201703   ,CYM              ,686
201702   ,AUS              ,93712
201702   ,AFR              ,54565
201702   ,NER              ,2347
201702   ,GIN              ,2637
201702   ,HRV              ,8080
201702   ,TKM              ,2062
201602   ,HUN              ,12107
201602   ,BEL              ,28913
201602   ,TWN              ,8358
201602   ,NIC              ,2849
201610   ,HND              ,4857
201701   ,STP              ,324
201602   ,COG              ,2248
201705   ,SVK              ,4304
201606   ,PRK              ,17156
201706   ,AND              ,344
201606   ,IND              ,71578
201708   ,GRD              ,806
201606   ,ETH              ,8373
201610   ,GNQ              ,756
201610   ,GIN              ,2247
201609   ,WSM              ,1076
201609   ,VNM              ,26534
201510   ,GMB              ,2126
201510   ,KWT              ,7775
201609   ,ESP              ,55773
201609   ,PER              ,15024
201510   ,BRB              ,1027
201609   ,JAM              ,6578
201509   ,ARM              ,14908
201509   ,CHE              ,21299
201509   ,HKG              ,503
201603   ,COK              ,244
201709   ,JOR              ,17540
201612   ,MMR              ,11779
201512   ,DEU              ,76966
201612   ,RWA              ,4011
201512   ,MDA              ,3421
201709   ,CYP              ,5130
201805   ,GBR              ,185303
201805   ,BEL              ,26701
201805   ,BLR              ,8072
201805   ,LAO              ,1203
201805   ,SSD              ,3210
201804   ,WST              ,8965
201804   ,GRC              ,37038
201711   ,TUR              ,83602
201710   ,AFG              ,43961
201711   ,SSD              ,3742
201710   ,NMR              ,4790
201801   ,SEA              ,6269
201801   ,BHS              ,2590
201712   ,MMR              ,13401
201801   ,CAF              ,1248
201801   ,NAM              ,2578
201712   ,MYS              ,17185
201712   ,PRT              ,9351
201803   ,PAN              ,5942
201802   ,COL              ,20707
201803   ,CRI              ,1416
201802   ,UGA              ,8350
201709   ,EAF              ,77
201802   ,DJI              ,1268
201802   ,ARE              ,18173
201802   ,TZA              ,4334
201802   ,NZL              ,15198
201710   ,AIA              ,157
201710   ,GNQ              ,606
201710   ,TUV              ,223
201711   ,GEO              ,92
201601   ,CZE              ,8909
201802   ,LCA              ,608
201502   ,YEM              ,7461
201506   ,RUS              ,126204
201505   ,CYM              ,633
201603   ,AIA              ,126
201506   ,BMU              ,1111
201506   ,SAS              ,1445
201506   ,BEN              ,1511
201507   ,BLR              ,10362
201601   ,CRI              ,2709
201605   ,PRK              ,20545
201507   ,MLT              ,3567
201505   ,HND              ,4370
201504   ,CRI              ,1816
201601   ,ERI              ,2305
201601   ,GAB              ,1160
201506   ,GRD              ,866
201504   ,MNG              ,1864
201508   ,MHL              ,415
201506   ,PLW              ,501
201504   ,TMP              ,440
201604   ,SAF              ,142
201504   ,MAC              ,97
201503   ,LIE              ,178
201804   ,KAZ              ,5796
201501   ,KAZ              ,64
201804   ,EAF              ,69
201511   ,SMR              ,71
201606   ,GMB              ,2406
201606   ,MRT              ,1794
201806   ,CAN              ,110634
201806   ,EGY              ,31505
201806   ,DEU              ,94997
201806   ,UKR              ,64995
201806   ,DZA              ,5892
201807   ,ZWE              ,12771
201807   ,GEO              ,67
201807   ,VUT              ,504
201906   ,SAU              ,42064
201809   ,UZB              ,3485
201808   ,THA              ,10568
201906   ,CHE              ,17280
201808   ,GAB              ,680
201808   ,GMB              ,2121
201907   ,BGR              ,9353
201907   ,PHL              ,26446
201907   ,MDG              ,868
201812   ,TUR              ,74197
201810   ,TUN              ,6089
201810   ,BRB              ,1187
201810   ,LCA              ,1004
201810   ,GAB              ,831
201811   ,BFA              ,964
201901   ,ISL              ,1446
201901   ,KIR              ,127
201903   ,MLI              ,5911
201902   ,BLR              ,8059
201902   ,ASA              ,175
201911   ,BOL              ,24598
201911   ,JAM              ,4259
201910   ,AFR              ,43241
201912   ,SLB              ,470
201912   ,CPV              ,248
201912   ,DMA              ,544
201912   ,GNQ              ,198
201912   ,MNG              ,1516
201909   ,NPL              ,5242
201908   ,NLD              ,11517
201908   ,EUR              ,49163
201908   ,SYR              ,36987
201908   ,BMU              ,961
201908   ,HRV              ,5559
202002   ,URY              ,2220
201905   ,UZB              ,2864
201910   ,ERI              ,1633
202001   ,SWE              ,10631
202001   ,ABW              ,79
202004   ,                 ,2805989
202004   ,JPN              ,23807
202003   ,POL              ,14832
202004   ,COL              ,9241
202004   ,LCA              ,494
201904   ,ARG              ,12516
202004   ,LIE              ,111
201904   ,COL              ,13705
202003   ,LUX              ,2303
202005   ,                 ,2770100
202005   ,KEN              ,10040
202005   ,AND              ,269
201905   ,SEA              ,2358
202005   ,SYC              ,635
201611   ,BFA              ,2214
201610   ,WST              ,10455
201511   ,MDV              ,15300
201610   ,NOR              ,14786
201610   ,ATG              ,718
201610   ,NMR              ,4661
201511   ,SYC              ,851
201706   ,HUN              ,9871
201707   ,CIV              ,2549
201707   ,VAT              ,5148
201706   ,ISL              ,1954
201607   ,SEN              ,3400
201608   ,JPN              ,59393
201508   ,PHL              ,30835
201704   ,JPN              ,57400
201604   ,MEX              ,50222
201604   ,SWE              ,21685
201604   ,UZB              ,2999
201703   ,LCA              ,1325
201702   ,BEN              ,1126
201702   ,MDG              ,965
201701   ,URY              ,3435
201701   ,CZE              ,11034
201610   ,PGS              ,738
201703   ,ATG              ,518
201603   ,ERI              ,1479
201601   ,MKD              ,4651
201701   ,WAF              ,3725
201701   ,COM              ,169
201705   ,SEA              ,7523
201706   ,HRV              ,8806
201706   ,VAT              ,6397
201606   ,HND              ,4792
201606   ,EST              ,4778
201705   ,NAM              ,2209
201706   ,LAM              ,31
201705   ,NMR              ,4811
201510   ,                 ,4156975
201610   ,MNG              ,1670
201510   ,MAR              ,12353
201509   ,ALB              ,6053
201609   ,ISL              ,2721
201709   ,PRT              ,10871
201612   ,VCT              ,787
201512   ,THA              ,18627
201612   ,MHL              ,264
201709   ,SLV              ,2674
201805   ,MEX              ,53737
201805   ,MYS              ,26760
201804   ,ZAF              ,15206
201804   ,AUS              ,73569
201711   ,RUS              ,193321
201711   ,LKA              ,8544
201711   ,PRY              ,1992
201510   ,NRU              ,1554
201801   ,PGS              ,340
201712   ,BGR              ,10124
201803   ,FIN              ,13176
201803   ,BMU              ,1113
201803   ,TUN              ,5481
201710   ,TCD              ,3552
201507   ,TUR              ,102359
201504   ,CAN              ,76760
201506   ,BGD              ,20773
201601   ,SLV              ,5150
201507   ,TUN              ,19072
201605   ,LAO              ,3008
201605   ,IRN              ,85399
201504   ,LBR              ,4061
201502   ,ABW              ,82
201502   ,SEA              ,2627
201602   ,MEA              ,1409
201605   ,LUX              ,3665
201601   ,SAF              ,371
201503   ,NMR              ,3448
201605   ,SOM              ,11864
201508   ,TON              ,427
201508   ,TGO              ,1068
201506   ,ASA              ,404
201804   ,SVK              ,5119
201501   ,SAS              ,48
201508   ,CPV              ,257
201510   ,SHN              ,41
201505   ,MAC              ,81
201506   ,SAM              ,13
201507   ,PRI              ,1
201806   ,BLR              ,7958
201806   ,MNG              ,2495
201807   ,JAM              ,5033
201807   ,POL              ,23595
202006   ,TKM              ,133
202006   ,AUT              ,1523
202006   ,BTN              ,48
201906   ,BHR              ,8308
201510   ,WLF              ,2
201809   ,FIN              ,8468
201809   ,CYM              ,593
201809   ,SDN              ,6147
201808   ,AUS              ,84197
201809   ,BTN              ,1029
201809   ,AIA              ,120
201809   ,SAF              ,279
201907   ,BLR              ,8619
201907   ,MKD              ,6728
201907   ,WAF              ,438
201907   ,VUT              ,639
201906   ,MLT              ,2974
201812   ,ZAF              ,10594
201812   ,ARG              ,26799
201812   ,DZA              ,6115
201812   ,HKG              ,206
201812   ,TUV              ,139
201810   ,POL              ,21140
201810   ,EST              ,3484
201810   ,VUT              ,584
201811   ,BRA              ,30006
201811   ,TKM              ,1813
201811   ,MRT              ,1639
201811   ,BRN              ,2051
201907   ,ROM              ,2
201901   ,ZAF              ,12134
201901   ,GHA              ,11970
201901   ,CRB              ,185
201901   ,CPV              ,229
201901   ,MAC              ,85
201901   ,NRU              ,190
201903   ,BHR              ,3308
201903   ,ZWE              ,11203
202006   ,TUV              ,6
201902   ,NPL              ,5519
201902   ,ISR              ,71483
201902   ,LUX              ,3766
201911   ,ARM              ,11351
201911   ,MDA              ,2962
201911   ,NAM              ,2127
201911   ,ZMB              ,2101
201910   ,TWN              ,7820
201903   ,TUV              ,90
201912   ,GTM              ,3027
201909   ,GIN              ,1807
201909   ,JAM              ,4362
201908   ,GEO              ,25
201906   ,BFA              ,1212
202002   ,ARG              ,13092
202001   ,BMU              ,802
201905   ,LBR              ,2435
201905   ,TON              ,518
202001   ,IDN              ,26195
202001   ,GIN              ,1701
202001   ,KWT              ,4154
202004   ,NGA              ,45273
202004   ,WST              ,2420
202004   ,KGZ              ,2056
202003   ,KHM              ,3969
202004   ,SUR              ,237
201904   ,DZA              ,10427
201904   ,NAM              ,2212
202005   ,CHL              ,5941
202005   ,BOL              ,3195
201905   ,VAT              ,3560
201905   ,ECU              ,7220
201905   ,TZA              ,3175
201905   ,LAO              ,974
201611   ,BRN              ,2184
201511   ,IRL              ,30072
201610   ,VAT              ,6365
201610   ,EGY              ,71187
201611   ,LIE              ,402
201511   ,IND              ,58107
201511   ,ZMB              ,4493
201612   ,ESP              ,46986
201511   ,UZB              ,4774
201610   ,LUX              ,4413
201706   ,USA              ,1070742
201706   ,KOR              ,30279
201707   ,MLI              ,5784
201707   ,MOZ              ,1640
201607   ,SSD              ,15228
201707   ,DMA              ,450
201708   ,ISR              ,70065
201708   ,ALB              ,9634
201708   ,TMP              ,285
201608   ,AFG              ,46911
201607   ,ZAF              ,19750
201608   ,NGA              ,75860
201706   ,MDA              ,6620
201508   ,MLI              ,7606
201905   ,KHM              ,4193
201704   ,SAU              ,49592
201704   ,FJI              ,3191
201703   ,MYS              ,41638
201704   ,AND              ,329
201604   ,AZE              ,47576
201604   ,SYR              ,113108
201702   ,DNK              ,12084
201702   ,TGO              ,1227
201701   ,IRQ              ,65447
201701   ,CAF              ,1409
201602   ,AZE              ,13249
201701   ,AFG              ,35150
201602   ,CHL              ,8862
201602   ,SUR              ,367
201702   ,MAC              ,212
201701   ,CPV              ,297
201603   ,BHR              ,6376
201703   ,STP              ,218
201701   ,ERI              ,1330
201705   ,SDN              ,15538
201705   ,MCO              ,4413
201604   ,EAF              ,132
201606   ,POL              ,35478
201705   ,ZWE              ,9152
201705   ,FIN              ,11085
201606   ,BHS              ,3381
201708   ,PLW              ,208
201708   ,COM              ,149
201708   ,MAC              ,114
201606   ,WSM              ,1115
201610   ,MDG              ,1336
201609   ,ZWE              ,15568
201609   ,PRK              ,23843
201510   ,ITA              ,53225
201510   ,AGO              ,3739
201510   ,LCA              ,968
201509   ,DNK              ,15254
201609   ,GNB              ,411
201509   ,FSM              ,210
201708   ,PRI              ,1
201607   ,GUY              ,3365
201612   ,KHM              ,6806
201612   ,EAF              ,81
201601   ,QAT              ,12684
201709   ,UGA              ,8714
201709   ,BHR              ,6486
201709   ,BTN              ,1357
201709   ,KAZ              ,9688
201805   ,BHS              ,2694
201805   ,ABW              ,228
201805   ,MRT              ,1458
201805   ,MOZ              ,3341
201804   ,SGP              ,10312
201711   ,MEA              ,2784
201711   ,ISR              ,84900
201801   ,                 ,3893075
201801   ,MDV              ,14730
201801   ,BGD              ,18581
201801   ,WST              ,6299
201801   ,BLR              ,7910
201801   ,TJK              ,1501
201712   ,AFR              ,39222
201712   ,VEN              ,21159
201712   ,PSE              ,82218
201712   ,ARM              ,11106
201712   ,LBY              ,14766
201803   ,FSM              ,116
201802   ,SAU              ,35192
201802   ,WSM              ,994
201802   ,TTO              ,2265
201710   ,PGS              ,561
201710   ,CRI              ,2176
201710   ,BWA              ,1601
201710   ,WSM              ,1267
201601   ,TKM              ,2749
201601   ,ZAF              ,12895
201802   ,STP              ,217
201506   ,AFG              ,33424
201506   ,COL              ,18825
201503   ,TUR              ,71955
201507   ,NZL              ,19614
201505   ,GRC              ,40593
201503   ,ARE              ,18777
201511   ,KGZ              ,4353
201502   ,BEL              ,7155
201508   ,BHS              ,3692
201504   ,HND              ,4329
201506   ,CMR              ,4035
201503   ,SDN              ,14749
201506   ,LVA              ,4970
201504   ,GUY              ,3008
201604   ,GAB              ,1291
201506   ,LBR              ,3592
201508   ,URY              ,3298
201603   ,WAF              ,450
201502   ,SWZ              ,294
201510   ,AIA              ,162
201804   ,KHM              ,3989
201501   ,ERI              ,35
201501   ,MNG              ,23
201605   ,LAM              ,34
201501   ,CAF              ,29
201801   ,SAM              ,10
201802   ,SCN              ,9
201805   ,WLF              ,15
201705   ,COM              ,249
201512   ,NAF              ,3
201806   ,ARE              ,12737
201806   ,UZB              ,3087
201806   ,TCD              ,2353
201806   ,CPV              ,260
201606   ,NAF              ,3
201807   ,AUS              ,72881
201807   ,BDI              ,1209
201807   ,GNB              ,380
201807   ,SWZ              ,447
201806   ,GEO              ,53
201808   ,MMR              ,11373
201809   ,GNQ              ,380
201808   ,GTM              ,3825
201808   ,CRI              ,1796
201808   ,NOR              ,8886
201808   ,FJI              ,3406
201808   ,VAT              ,6150
201907   ,RUS              ,152109
201907   ,OMN              ,5655
201812   ,IDN              ,28081
201812   ,CHN              ,122550
201812   ,MWI              ,2794
201812   ,KAZ              ,4446
201810   ,THA              ,9263
201810   ,NGA              ,56049
201810   ,BRN              ,1223
201811   ,MAR              ,9916
201811   ,GHA              ,14780
201811   ,BLR              ,9855
201904   ,MDG              ,873
201903   ,EST              ,3579
201902   ,JPN              ,36884
201902   ,MAR              ,10161
201902   ,ETH              ,6052
201902   ,TGO              ,645
201911   ,DOM              ,2006
201911   ,ABW              ,321
201911   ,VNM              ,18415
201911   ,LSO              ,699
201910   ,ESP              ,45637
201911   ,DJI              ,637
201903   ,HKG              ,114
201912   ,MLI              ,4791
201912   ,URY              ,2269
201912   ,TWN              ,6027
201912   ,WSM              ,1520
201912   ,NMR              ,3733
201912   ,STP              ,88
201909   ,ATG              ,536
201909   ,KAZ              ,5561
201909   ,BHR              ,3432
201909   ,MHL              ,372
201908   ,TJK              ,900
201908   ,MYS              ,19490
201908   ,AUT              ,5585
201908   ,MDA              ,3359
201908   ,MOZ              ,3521
201908   ,MWI              ,2773
201906   ,CIV              ,1593
201906   ,TCD              ,2225
202002   ,GRC              ,22541
201910   ,MMR              ,3371
202001   ,LBY              ,32651
202001   ,KHM              ,3135
202001   ,ISL              ,862
202001   ,TUV              ,100
201906   ,SHN              ,27
202003   ,ZAF              ,13159
202004   ,CHE              ,12006
202004   ,KEN              ,10232
202003   ,COG              ,1090
201904   ,DNK              ,8825
201904   ,OMN              ,4166
202003   ,NIC              ,2458
202003   ,SUR              ,432
201903   ,KOR              ,27854
202003   ,MHL              ,203
201903   ,COL              ,15698
202005   ,ARM              ,7163
202005   ,WST              ,2185
201905   ,SWE              ,18295
201905   ,NER              ,2437
201905   ,MYS              ,14811
201905   ,ALB              ,6145
201611   ,BLR              ,14076
201611   ,BLZ              ,2043
201511   ,DEU              ,90210
201610   ,LBY              ,17427
201511   ,DOM              ,3099
201610   ,BDI              ,4059
201511   ,BOL              ,8324
201511   ,AFG              ,38539
201511   ,KWT              ,9870
201706   ,IDN              ,32087
201607   ,BEL              ,27040
201607   ,PER              ,13669
201607   ,SRB              ,9937
201708   ,DZA              ,6146
201708   ,TUN              ,6167
201706   ,FIN              ,10476
201607   ,MDV              ,15019
201608   ,KOR              ,33392
201607   ,LUX              ,4359
201608   ,BRB              ,1291
201608   ,UKR              ,88812
201608   ,BMU              ,1120
201508   ,CAN              ,68825
201608   ,HND              ,4893
201612   ,ETH              ,7164
201508   ,CUB              ,24154
201508   ,MMR              ,10827
201905   ,MKD              ,8668
201704   ,MAC              ,87
201703   ,NOR              ,13179
201604   ,ERI              ,997
201702   ,LBN              ,21909
201602   ,CHN              ,112714
201702   ,NIC              ,2585
201702   ,CYP              ,7715
201701   ,BRA              ,34202
201701   ,MUS              ,4538
201602   ,LTU              ,5975
201701   ,AZE              ,11859
201602   ,BEN              ,1448
201610   ,SAS              ,4136
201603   ,NOR              ,11770
201705   ,CHE              ,23738
201705   ,MAR              ,12585
201606   ,KOR              ,31898
201706   ,ABW              ,174
201606   ,IDN              ,38071
201606   ,ISR              ,99480
201606   ,NIC              ,4085
201606   ,SRB              ,10496
201705   ,MHL              ,353
201610   ,BFA              ,2291
201609   ,KOR              ,42770
201510   ,COK              ,327
201609   ,SGP              ,13581
201609   ,GRC              ,40495
201510   ,TWN              ,7365
201609   ,BHS              ,3551
201510   ,LBN              ,19569
201609   ,ARG              ,24022
201510   ,TKM              ,3104
201609   ,SRB              ,9077
201609   ,UZB              ,7070
201509   ,SYC              ,880
201509   ,KHM              ,5891
201509   ,SYR              ,148640
201512   ,EUR              ,80041
201512   ,EGY              ,75642
201512   ,JOR              ,22075
201612   ,ASA              ,382
201709   ,LBY              ,13552
201805   ,EGY              ,42242
201805   ,KGZ              ,2541
201804   ,CHE              ,19729
201801   ,PSE              ,52316
201801   ,ABW              ,599
201801   ,COG              ,2262
201712   ,SGP              ,6523
201712   ,ITA              ,46648
201804   ,CRI              ,1641
201712   ,TKM              ,1687
201712   ,NMR              ,3642
201712   ,TMP              ,428
201803   ,FRA              ,105682
201803   ,KAZ              ,6644
201802   ,PNG              ,1454
201803   ,TON              ,794
201802   ,BFA              ,1820
201802   ,TWN              ,5899
201802   ,MCO              ,3449
201710   ,MEA              ,776
201601   ,SVK              ,3721
201601   ,NAM              ,2456
201601   ,CYM              ,781
201601   ,TJK              ,2490
201505   ,FIN              ,8158
201502   ,NZL              ,7144
201505   ,SAU              ,64702
201503   ,EST              ,3919
201507   ,VCT              ,830
201504   ,PAK              ,78339
201502   ,PER              ,4375
201506   ,THA              ,14221
201605   ,BRN              ,3855
201505   ,CZE              ,8647
201502   ,EGY              ,31010
201509   ,WAF              ,1479
201506   ,NAM              ,3559
201508   ,GMB              ,2110
201502   ,GIN              ,947
201503   ,GNB              ,552
201504   ,MLT              ,3675
201508   ,KGZ              ,4627
201507   ,LBR              ,4569
201511   ,COM              ,163
201604   ,MHL              ,527
201506   ,MHL              ,155
201502   ,UZB              ,1157
201506   ,GNQ              ,241
201605   ,CIV              ,3137
201501   ,GRC              ,621
201604   ,GNB              ,413
201605   ,SLE              ,1644
201504   ,DMA              ,399
201506   ,GAB              ,1011
201510   ,GNQ              ,275
201804   ,MAR              ,10354
201501   ,JAM              ,85
201501   ,SYC              ,23
201501   ,URY              ,26
201601   ,CAS              ,42
201501   ,BHR              ,32
201501   ,GNQ              ,12
201501   ,TMP              ,11
201707   ,WLF              ,1
201607   ,COM              ,190
201711   ,NAF              ,1
201806   ,AFG              ,30574
201806   ,BGR              ,17287
201806   ,KGZ              ,2855
201806   ,MRT              ,1849
201806   ,SYC              ,1695
201807   ,MLT              ,5048
202006   ,KOR              ,2898
202006   ,NPL              ,650
202006   ,BEL              ,1556
202006   ,ZMB              ,316
202006   ,TUN              ,709
202006   ,MAC              ,29
201906   ,PNG              ,1748
201809   ,MYS              ,18444
201809   ,NGA              ,54399
201809   ,GMB              ,1732
201808   ,EST              ,3873
201907   ,IRN              ,89807
201907   ,SRB              ,6086
201812   ,DEU              ,59486
201812   ,LCA              ,773
201812   ,TGO              ,959
201810   ,FRA              ,88586
201810   ,JOR              ,18032
201810   ,BOL              ,7275
201810   ,URY              ,2871
201810   ,PGS              ,376
201811   ,ARG              ,32802
201901   ,ERI              ,1196
201901   ,LIE              ,114
201904   ,GMB              ,1594
201902   ,MMR              ,4706
201902   ,OMN              ,4447
201902   ,SDN              ,8485
201902   ,CPV              ,327
201902   ,SYR              ,48783
201911   ,BMU              ,1042
201911   ,KGZ              ,2997
201910   ,PRT              ,7042
201910   ,AUT              ,7553
201903   ,SMR              ,88
201912   ,JPN              ,40727
201912   ,IND              ,63294
201912   ,ZWE              ,6148
201909   ,PAN              ,2874
201909   ,BMU              ,1255
201909   ,TMP              ,778
201908   ,CHE              ,13238
201906   ,KAZ              ,5282
201908   ,LSO              ,588
201904   ,TUV              ,38
202002   ,AND              ,263
202002   ,GNQ              ,564
202002   ,DJI              ,1013
201910   ,BEN              ,1230
201910   ,CPV              ,264
201911   ,LIE              ,82
202004   ,PER              ,8331
202004   ,HUN              ,5434
202003   ,CUB              ,10699
202003   ,LAO              ,891
201904   ,UKR              ,57697
202004   ,SAF              ,97
201904   ,KEN              ,14523
201903   ,GRC              ,26100
201904   ,CYP              ,4852
202002   ,DNK              ,6796
202002   ,IRL              ,26126
201904   ,FJI              ,1733
201904   ,NIC              ,4795
202005   ,LBN              ,9868
202005   ,ATG              ,246
202005   ,FJI              ,1983
201905   ,AUT              ,13115
202005   ,KGZ              ,2404
202005   ,KHM              ,2133
201905   ,EST              ,3849
201611   ,KHM              ,6303
201611   ,YEM              ,23743
201611   ,PRK              ,10434
201611   ,BEN              ,1685
201611   ,PRT              ,12459
201611   ,OMN              ,8383
201511   ,EUR              ,96621
201611   ,SCN              ,80
201511   ,SDN              ,11220
201511   ,IRQ              ,54440
201610   ,TTO              ,3181
201511   ,WST              ,10758
201511   ,TUR              ,160849
201706   ,SLV              ,2317
201706   ,AFG              ,39277
201707   ,IRQ              ,48857
201707   ,MWI              ,3021
201706   ,MMR              ,6411
201708   ,CHN              ,122952
201708   ,BMU              ,768
201708   ,ATG              ,391
201608   ,VNM              ,20295
201508   ,JPN              ,61437
201508   ,KWT              ,6859
201704   ,BEL              ,23836
201704   ,TWN              ,7459
201704   ,DJI              ,2499
201703   ,MEA              ,2647
201703   ,LUX              ,6752
201604   ,BGR              ,15165
201703   ,KGZ              ,3923
201604   ,SGP              ,10906
201702   ,LUX              ,3664
201702   ,SGP              ,10263
201702   ,AGO              ,4083
201602   ,COL              ,22240
201701   ,AUT              ,12850
201701   ,GUY              ,4171
201602   ,SAS              ,2134
201603   ,                 ,4537067
201603   ,SYR              ,133989
201603   ,TTO              ,2768
201603   ,IRN              ,79007
201603   ,MRT              ,2267
