MonthYear,Actor1CountryCode,EventsMentions25up
201901   ,NLD              ,70
201901   ,FRA              ,347
201901   ,GTM              ,31
202006   ,PAK              ,12
202006   ,KWT              ,1
201507   ,SWE              ,92
201505   ,BGR              ,82
201504   ,LVA              ,34
201801   ,BMU              ,6
201801   ,SSD              ,25
202001   ,SWE              ,59
202002   ,MLI              ,25
202001   ,SDN              ,31
201712   ,MLI              ,20
201712   ,BLR              ,26
201712   ,LTU              ,40
201712   ,SEA              ,6
201804   ,ZWE              ,43
201804   ,NLD              ,81
201904   ,EST              ,19
201801   ,BDI              ,7
201908   ,RUS              ,612
201908   ,SAU              ,59
201601   ,HUN              ,50
201602   ,BHS              ,8
201504   ,KAZ              ,38
201503   ,TMP              ,7
201509   ,PNG              ,19
201811   ,MMR              ,82
201811   ,NOR              ,71
201811   ,TZA              ,26
201811   ,BFA              ,7
201812   ,NMR              ,4
201808   ,PRT              ,88
201808   ,CYP              ,29
201808   ,IRN              ,487
201808   ,SGP              ,82
201808   ,LBR              ,3
201902   ,ITA              ,237
201902   ,HND              ,12
201902   ,AUT              ,32
201506   ,COD              ,12
201602   ,NER              ,10
201512   ,MLT              ,13
201909   ,LBY              ,54
201607   ,NZL              ,111
201505   ,SVK              ,21
201512   ,SAS              ,5
201807   ,THA              ,56
201905   ,ARE              ,64
201902   ,MDG              ,1
201509   ,AGO              ,8
201606   ,ARM              ,252
201606   ,LBY              ,170
201810   ,ARM              ,58
201504   ,ISL              ,6
201903   ,BTN              ,4
201807   ,TCD              ,10
201602   ,MEA              ,5
201605   ,BFA              ,8
201811   ,SOM              ,36
201912   ,KHM              ,6
201912   ,TWN              ,19
201809   ,ALB              ,42
202003   ,DOM              ,13
201709   ,NRU              ,2
201803   ,CRI              ,2
202001   ,ARM              ,28
202001   ,SYC              ,1
201902   ,GUY              ,7
201807   ,BTN              ,4
201907   ,BRA              ,105
201910   ,CRI              ,5
201907   ,WAF              ,3
201508   ,BRB              ,3
201805   ,ASA              ,4
201910   ,TTO              ,3
202001   ,BHR              ,6
201809   ,BHS              ,7
201908   ,BMU              ,3
202001   ,TTO              ,2
201512   ,BEN              ,1
201606   ,DMA              ,1
201602   ,BTN              ,2
201912   ,MHL              ,1
201511   ,NAM              ,1
201812   ,MRT              ,6
201507   ,KIR              ,1
201805   ,GAB              ,2
202004   ,AUS              ,339
202003   ,GRC              ,183
202004   ,ISR              ,140
202004   ,BOL              ,14
201707   ,MOZ              ,8
201707   ,MDA              ,88
201707   ,LTU              ,74
201708   ,EGY              ,579
201704   ,LKA              ,20
201704   ,MDV              ,167
201704   ,MDA              ,64
202003   ,POL              ,60
202003   ,KOR              ,208
202003   ,LTU              ,29
202002   ,KOR              ,197
201703   ,GRC              ,317
201703   ,NLD              ,358
201703   ,PER              ,283
201702   ,SOM              ,93
201708   ,MAR              ,112
201608   ,TUR              ,1852
201706   ,BLR              ,60
201706   ,PRY              ,59
201606   ,KHM              ,43
202005   ,QAT              ,18
202005   ,LTU              ,10
201905   ,SDN              ,75
201703   ,MDG              ,7
201610   ,CYP              ,71
201610   ,EGY              ,474
201510   ,ARE              ,61
201611   ,LKA              ,34
201510   ,SLV              ,11
201610   ,MWI              ,16
201701   ,AUS              ,586
201701   ,HND              ,91
201701   ,PER              ,115
201702   ,THA              ,56
201608   ,AUT              ,106
201612   ,BLR              ,76
201612   ,SOM              ,35
201612   ,BTN              ,1
201612   ,GHA              ,22
202005   ,SAS              ,1
201701   ,LAM              ,2
201702   ,SAS              ,9
201609   ,BFA              ,10
201609   ,PNG              ,3
201511   ,TUR              ,997
201603   ,CHE              ,149
201603   ,IND              ,301
201606   ,JPN              ,278
201707   ,PGS              ,2
201703   ,CAS              ,1
201511   ,SOM              ,52
201705   ,CYM              ,1
201604   ,NOR              ,124
201512   ,LVA              ,8
201603   ,AFG              ,172
201608   ,WSM              ,5
201508   ,CHN              ,441
201711   ,NLD              ,133
201711   ,FRA              ,556
201711   ,PHL              ,109
201805   ,GRC              ,422
201803   ,KGZ              ,32
201803   ,DJI              ,16
201504   ,ESP              ,240
201512   ,GIN              ,13
201601   ,URY              ,47
201507   ,ZWE              ,45
201605   ,ALB              ,290
201501   ,                 ,317
201710   ,NOR              ,81
201710   ,KHM              ,21
201710   ,AUT              ,91
201807   ,                 ,31945
201806   ,ARM              ,98
201806   ,LBY              ,92
201806   ,PGS              ,3
202006   ,MUS              ,1
201603   ,GMB              ,10
201512   ,MMR              ,27
201710   ,ZMB              ,8
201710   ,VNM              ,36
201903   ,CAN              ,410
201812   ,BLR              ,29
201812   ,GBR              ,1172
201812   ,GHA              ,15
202006   ,MEX              ,13
201711   ,BDI              ,9
201604   ,SOM              ,65
201507   ,TKM              ,15
201507   ,BRN              ,5
201802   ,JOR              ,110
201502   ,CUB              ,57
201603   ,POL              ,164
201801   ,BGD              ,108
201801   ,ZWE              ,25
201507   ,SGP              ,34
201512   ,AND              ,4
202001   ,NGA              ,40
201509   ,KEN              ,35
201803   ,GTM              ,17
201904   ,BGR              ,51
201904   ,UZB              ,25
201906   ,NZL              ,38
201906   ,AUT              ,42
201906   ,MHL              ,1
201604   ,GIN              ,8
201908   ,NLD              ,26
201908   ,NRU              ,1
201605   ,NMR              ,4
201511   ,CZE              ,52
201502   ,LBN              ,34
201510   ,NPL              ,46
201509   ,SEA              ,28
201811   ,THA              ,37
201512   ,KIR              ,16
201808   ,TUR              ,616
201808   ,DZA              ,42
201808   ,NOR              ,68
201902   ,MDA              ,39
201902   ,THA              ,43
201603   ,DOM              ,23
201806   ,TKM              ,6
201909   ,PAK              ,113
201909   ,KIR              ,1
201506   ,SLE              ,3
201607   ,MKD              ,245
201607   ,CPV              ,2
201607   ,TMP              ,2
201904   ,BEN              ,1
201905   ,LTU              ,22
201712   ,PNG              ,9
201511   ,LVA              ,8
201510   ,GRD              ,3
201910   ,PRK              ,86
201504   ,GMB              ,3
201606   ,PSE              ,148
201810   ,PSE              ,131
201903   ,OMN              ,20
201807   ,CRI              ,12
201807   ,BRB              ,3
201601   ,CIV              ,8
201605   ,SLE              ,2
201912   ,NPL              ,20
201912   ,CMR              ,32
201502   ,COD              ,6
201808   ,SVK              ,12
201906   ,WAF              ,4
201607   ,NAM              ,6
202002   ,BFA              ,5
201801   ,GMB              ,5
201903   ,PAN              ,7
201604   ,SMR              ,1
202001   ,SAU              ,76
202001   ,LTU              ,17
202001   ,ZMB              ,4
201810   ,OMN              ,24
201909   ,COG              ,8
201901   ,URY              ,10
201902   ,WSM              ,2
201605   ,SWZ              ,1
201810   ,CIV              ,6
201801   ,COM              ,1
201502   ,NRU              ,5
201503   ,SYC              ,12
201907   ,NLD              ,70
201907   ,ECU              ,9
201907   ,KEN              ,16
201907   ,ERI              ,3
201907   ,ZWE              ,6
201910   ,SGP              ,10
201911   ,CIV              ,4
201809   ,DOM              ,9
201502   ,ETH              ,5
201604   ,SYC              ,3
201506   ,TTO              ,3
201907   ,MWI              ,5
201904   ,CAF              ,3
201910   ,ERI              ,6
201802   ,SLE              ,4
202003   ,SLV              ,9
201901   ,MNG              ,2
201501   ,AUT              ,1
201812   ,VUT              ,1
201804   ,TMP              ,2
202004   ,CHE              ,50
202004   ,IRN              ,101
202003   ,IRN              ,249
202004   ,LUX              ,8
201707   ,URY              ,55
201707   ,ARM              ,142
201707   ,LUX              ,17
201704   ,VEN              ,908
201704   ,BLR              ,86
201704   ,TUR              ,1101
201703   ,VAT              ,91
201703   ,BDI              ,11
201708   ,FJI              ,3
201708   ,HRV              ,38
201611   ,AFR              ,251
201706   ,BEL              ,261
202005   ,DEU              ,308
201510   ,MKD              ,117
201611   ,PGS              ,5
201701   ,PRK              ,93
201702   ,MCO              ,19
201702   ,DZA              ,97
201608   ,MLI              ,59
201609   ,LUX              ,43
201609   ,SLE              ,6
201609   ,BHS              ,5
201701   ,DZA              ,68
201612   ,GUY              ,13
201607   ,IRQ              ,445
201609   ,DMA              ,2
201511   ,BGD              ,86
201706   ,TKM              ,10
201705   ,YEM              ,743
201705   ,CHN              ,717
201705   ,COL              ,428
201607   ,AUT              ,105
201705   ,VCT              ,5
201705   ,GAB              ,7
201602   ,MLI              ,26
201512   ,POL              ,127
201711   ,DNK              ,109
201711   ,PRT              ,60
201711   ,KHM              ,39
201711   ,IDN              ,100
201709   ,MDV              ,160
201709   ,CUB              ,139
201709   ,BHS              ,15
201803   ,ESP              ,363
201803   ,AUT              ,133
201803   ,LUX              ,45
201709   ,LBR              ,6
201709   ,GEO              ,1
201504   ,FRA              ,449
201503   ,SRB              ,37
201506   ,COL              ,104
201710   ,QAT              ,96
201711   ,RWA              ,23
201710   ,VAT              ,59
201807   ,AFR              ,193
201807   ,KAZ              ,27
201806   ,CZE              ,49
201506   ,MCO              ,61
201508   ,YEM              ,206
201805   ,PLW              ,2
201804   ,ITA              ,233
201812   ,TUN              ,31
201812   ,TCD              ,7
202006   ,CYP              ,3
201506   ,KHM              ,21
201506   ,PER              ,29
201802   ,JAM              ,12
201510   ,ARM              ,54
201801   ,EUR              ,810
201801   ,PRK              ,203
201503   ,PRT              ,46
201502   ,TUN              ,13
201505   ,TTO              ,5
202001   ,EUR              ,482
202001   ,ISR              ,226
201712   ,LSO              ,4
201804   ,PAK              ,151
201804   ,QAT              ,100
201904   ,KEN              ,10
201906   ,ERI              ,3
201906   ,GRC              ,100
201906   ,NOR              ,52
201906   ,PAK              ,130
201801   ,UZB              ,11
201712   ,BFA              ,8
201504   ,BDI              ,63
201908   ,SRB              ,32
201504   ,BTN              ,1
201511   ,DOM              ,17
201603   ,BWA              ,18
201502   ,ARE              ,15
201510   ,DJI              ,6
201811   ,BOL              ,27
201604   ,KNA              ,3
201808   ,AUT              ,59
201808   ,PHL              ,45
201802   ,COG              ,17
201902   ,GBR              ,1403
201603   ,MRT              ,11
201504   ,OMN              ,12
201509   ,SWZ              ,7
201909   ,MMR              ,22
201601   ,EST              ,24
201510   ,MLT              ,8
201911   ,ERI              ,7
201607   ,EGY              ,421
201607   ,SLE              ,27
201509   ,KAZ              ,23
201506   ,GUY              ,3
201905   ,KOR              ,152
201805   ,MEA              ,9
201712   ,UGA              ,19
201509   ,PAN              ,14
201910   ,MEX              ,141
201910   ,NOR              ,42
201603   ,PNG              ,8
201606   ,UZB              ,43
201606   ,IRQ              ,411
201606   ,SOM              ,93
201810   ,NPL              ,30
201810   ,SYR              ,299
201903   ,TCD              ,7
201807   ,FSM              ,1
201906   ,AND              ,1
201811   ,OMN              ,18
201808   ,BRB              ,4
201808   ,CIV              ,18
201808   ,GAB              ,4
201501   ,GBR              ,8
201601   ,MLT              ,3
201809   ,KWT              ,32
201507   ,TMP              ,3
202002   ,TCD              ,1
201804   ,BWA              ,5
201902   ,MEA              ,5
202006   ,COG              ,1
201901   ,BMU              ,7
202001   ,ATG              ,5
201907   ,SWE              ,72
201907   ,CHE              ,60
201806   ,BEN              ,3
201505   ,HKG              ,3
201809   ,SDN              ,33
201802   ,ASA              ,2
201506   ,BRB              ,2
201904   ,FJI              ,1
201911   ,SLB              ,2
201507   ,BTN              ,2
201912   ,COG              ,3
201506   ,SLB              ,2
201904   ,GRD              ,1
201910   ,BHR              ,2
201710   ,BLZ              ,9
202004   ,PHL              ,27
202004   ,BGR              ,54
202004   ,CZE              ,18
202004   ,WST              ,23
201707   ,PNG              ,5
201704   ,SGP              ,38
201604   ,USA              ,6014
202003   ,CYP              ,14
202003   ,HUN              ,30
202003   ,PSE              ,36
201703   ,POL              ,366
201703   ,EST              ,40
201701   ,THA              ,53
201708   ,FRA              ,434
202004   ,GIN              ,6
201611   ,MYS              ,66
201611   ,DJI              ,10
201704   ,NPL              ,45
201704   ,MDG              ,2
201706   ,CUB              ,192
201706   ,NZL              ,67
202005   ,TZA              ,7
201905   ,IRQ              ,143
201706   ,PGS              ,11
201610   ,QAT              ,54
201610   ,YEM              ,404
201510   ,CUB              ,93
201610   ,COG              ,23
201708   ,BTN              ,6
201701   ,ECU              ,87
201701   ,AGO              ,11
201702   ,SEN              ,15
201602   ,IRN              ,326
201608   ,TZA              ,26
201508   ,USA              ,5345
201609   ,UKR              ,514
201509   ,SOM              ,38
201612   ,ITA              ,591
201612   ,PAN              ,53
201612   ,VCT              ,8
201607   ,YEM              ,229
201905   ,IRN              ,367
202005   ,GUY              ,1
202005   ,DMA              ,4
201608   ,MHL              ,1
201612   ,CRI              ,7
201705   ,MKD              ,439
201705   ,ZWE              ,7
201705   ,CAS              ,1
201702   ,WSM              ,1
201606   ,MDV              ,160
201612   ,GRD              ,4
201705   ,COK              ,3
201601   ,AUT              ,95
201512   ,HUN              ,28
201612   ,LAM              ,4
201805   ,CUB              ,72
201709   ,DNK              ,109
201709   ,HTI              ,45
201507   ,ISL              ,13
201605   ,IRN              ,506
201509   ,ISR              ,272
201503   ,SOM              ,36
201504   ,AFR              ,202
201506   ,SSD              ,21
201507   ,SSD              ,35
201507   ,AZE              ,33
201508   ,HND              ,31
201507   ,IDN              ,104
201710   ,HUN              ,109
201710   ,SEA              ,21
201702   ,SAM              ,1
201807   ,ECU              ,97
201807   ,JPN              ,213
201807   ,PRT              ,40
201807   ,NIC              ,110
201807   ,ARM              ,107
201503   ,LBN              ,76
201511   ,URY              ,18
201604   ,LBN              ,114
201512   ,SDN              ,77
201710   ,CAF              ,47
201903   ,MEX              ,205
201903   ,NGA              ,32
201901   ,JOR              ,53
201901   ,AFG              ,192
201901   ,NAM              ,5
201511   ,GIN              ,9
201604   ,KAZ              ,27
201802   ,NIC              ,34
201506   ,HKG              ,3
201801   ,JAM              ,27
201801   ,HRV              ,59
201602   ,ECU              ,47
201506   ,BDI              ,40
201602   ,DJI              ,16
201506   ,IRL              ,144
202001   ,CZE              ,19
201602   ,VUT              ,1
201804   ,POL              ,153
201804   ,MKD              ,430
201904   ,MCO              ,7
201906   ,SWE              ,97
201906   ,PRT              ,25
201511   ,LTU              ,26
201908   ,BEL              ,69
201908   ,TUN              ,16
201605   ,MDG              ,3
201908   ,HUN              ,18
201501   ,TKM              ,2
201603   ,DJI              ,19
201604   ,ETH              ,64
201511   ,HRV              ,54
201811   ,MDG              ,34
201811   ,WST              ,72
201812   ,AGO              ,12
201808   ,TCD              ,11
201808   ,MDV              ,107
201808   ,NLD              ,56
201802   ,MUS              ,12
201902   ,ZWE              ,12
201505   ,NRU              ,10
201909   ,SVK              ,9
201909   ,CYP              ,22
201911   ,FRA              ,285
201911   ,WST              ,51
201911   ,GTM              ,20
201607   ,PSE              ,153
201807   ,KNA              ,11
201902   ,GMB              ,2
201902   ,SEN              ,12
201905   ,NMR              ,6
201905   ,CYP              ,47
201905   ,MCO              ,8
201910   ,CUB              ,74
201910   ,SDN              ,23
201910   ,NZL              ,42
201606   ,THA              ,90
201810   ,IRQ              ,118
201810   ,IRN              ,205
201810   ,WST              ,75
201509   ,TMP              ,3
201912   ,POL              ,89
201912   ,CYP              ,35
201912   ,JOR              ,29
201912   ,NGA              ,34
201912   ,COL              ,35
201808   ,ASA              ,3
201906   ,LCA              ,1
201805   ,SOM              ,36
201501   ,EGY              ,6
201806   ,SAS              ,4
201809   ,PSE              ,129
201604   ,JAM              ,22
202003   ,SGP              ,51
202002   ,ZAF              ,11
201804   ,CMR              ,14
202001   ,MLI              ,22
201810   ,PLW              ,1
201903   ,TKM              ,1
201502   ,ALB              ,2
201712   ,MNG              ,3
201704   ,MWI              ,3
202001   ,AGO              ,8
201910   ,CZE              ,24
201802   ,CYM              ,2
202004   ,JAM              ,2
201805   ,MDG              ,2
201908   ,BLZ              ,1
201804   ,MRT              ,2
201701   ,BRB              ,1
201606   ,SUR              ,3
202002   ,CAF              ,2
201510   ,COM              ,1
201805   ,BMU              ,1
201801   ,MOZ              ,5
201910   ,TGO              ,4
201709   ,BRB              ,1
201912   ,BMU              ,1
201907   ,TJK              ,4
201910   ,LBR              ,2
201711   ,WAF              ,1
201803   ,BTN              ,1
201508   ,BMU              ,3
201501   ,TJK              ,1
201604   ,ABW              ,1
202004   ,GHA              ,10
201706   ,QAT              ,638
201707   ,NIC              ,30
201707   ,THA              ,35
202004   ,CYP              ,14
201706   ,BFA              ,19
201606   ,CUB              ,166
201703   ,KIR              ,3
201603   ,BRA              ,298
201610   ,ARE              ,97
201610   ,PAN              ,62
201511   ,ARG              ,64
201610   ,BTN              ,12
201610   ,PLW              ,3
201701   ,CHE              ,283
201702   ,GRC              ,346
201702   ,HUN              ,67
201602   ,NLD              ,118
201701   ,DJI              ,7
201608   ,SOM              ,70
201609   ,PSE              ,179
201612   ,TUN              ,250
201612   ,NGA              ,151
201612   ,MEA              ,24
201701   ,LBR              ,33
201702   ,LBR              ,18
201702   ,NAM              ,7
201511   ,MDV              ,149
201511   ,MEX              ,229
201612   ,MLT              ,39
201608   ,LUX              ,11
201509   ,KOR              ,112
201705   ,MMR              ,44
201705   ,IRL              ,83
201701   ,MDG              ,8
201602   ,TUR              ,1222
201702   ,UGA              ,40
201607   ,ISR              ,455
201705   ,BRB              ,9
201705   ,SMR              ,4
201703   ,LIE              ,1
201805   ,AUS              ,322
201805   ,BOL              ,59
201709   ,BRA              ,148
201709   ,NPL              ,18
201803   ,SOM              ,29
201803   ,POL              ,275
201709   ,ISL              ,24
201709   ,ATG              ,31
201601   ,NPL              ,32
201604   ,CYP              ,53
201512   ,QAT              ,68
201506   ,KEN              ,58
201602   ,MEX              ,422
201510   ,HRV              ,104
201604   ,JOR              ,113
201505   ,TUN              ,56
201710   ,RUS              ,1184
201711   ,TTO              ,3
201807   ,UGA              ,27
201806   ,BRA              ,164
201806   ,MDG              ,4
201806   ,NOR              ,104
201806   ,LVA              ,81
201805   ,VEN              ,152
201802   ,FRA              ,424
201802   ,EUR              ,942
201802   ,TUN              ,75
201505   ,BEN              ,4
201805   ,TKM              ,9
201805   ,ZAF              ,16
201903   ,MYS              ,40
201903   ,GRD              ,11
201903   ,AGO              ,5
201901   ,BRA              ,128
201901   ,PAN              ,37
201705   ,TKM              ,2
201709   ,PRY              ,8
201509   ,ALB              ,17
201603   ,AGO              ,24
201505   ,CHE              ,131
201505   ,SWE              ,74
201803   ,DOM              ,24
201509   ,HND              ,35
201503   ,UGA              ,31
201505   ,NGA              ,139
201801   ,FRA              ,590
201801   ,SUR              ,6
201506   ,DNK              ,43
201504   ,PRK              ,57
202001   ,ESP              ,114
202002   ,BLR              ,25
202002   ,CIV              ,1
201505   ,VCT              ,6
201712   ,ZWE              ,34
201712   ,HRV              ,92
201804   ,RUS              ,1462
201509   ,NGA              ,81
201908   ,MDV              ,56
201908   ,HND              ,14
201908   ,PRY              ,9
201908   ,PAK              ,153
201907   ,GBR              ,1484
201503   ,QAT              ,47
201511   ,KGZ              ,9
201512   ,PNG              ,13
201604   ,GNQ              ,8
201602   ,EST              ,8
201511   ,LBR              ,11
201604   ,LUX              ,15
201808   ,EUR              ,510
201808   ,HTI              ,18
201808   ,ZWE              ,120
201808   ,HRV              ,51
201711   ,CIV              ,13
201806   ,MEA              ,3
201806   ,DMA              ,4
201909   ,IRL              ,197
201911   ,BOL              ,188
201911   ,GIN              ,8
201911   ,ECU              ,23
201911   ,PER              ,29
201911   ,PNG              ,3
201607   ,MRT              ,29
201607   ,MNG              ,27
201904   ,TCD              ,10
201904   ,SAS              ,4
201511   ,CPV              ,2
201911   ,PLW              ,1
201905   ,MDV              ,100
201905   ,COG              ,7
201905   ,QAT              ,46
201512   ,NPL              ,24
201910   ,ESP              ,216
201810   ,TWN              ,45
201810   ,DNK              ,82
201810   ,ZWE              ,32
201805   ,MLT              ,14
201605   ,GUY              ,4
201811   ,MAR              ,56
201912   ,OMN              ,31
202006   ,JOR              ,2
201906   ,BHS              ,6
201806   ,ISL              ,9
201809   ,PRT              ,56
201809   ,KHM              ,69
201805   ,COM              ,2
201804   ,FIN              ,54
201810   ,LSO              ,1
201909   ,TON              ,2
201811   ,TGO              ,5
201505   ,FJI              ,2
201909   ,MDG              ,9
201801   ,BLZ              ,4
201801   ,GNQ              ,3
201502   ,NER              ,1
201907   ,RWA              ,9
201907   ,SYR              ,121
201907   ,UZB              ,11
201907   ,VAT              ,32
201907   ,PAN              ,9
201809   ,NLD              ,84
202001   ,GMB              ,6
201903   ,BDI              ,3
201812   ,TZA              ,3
201502   ,TWN              ,4
201909   ,SAF              ,1
201811   ,CAF              ,3
201812   ,LSO              ,2
201701   ,KNA              ,5
201908   ,LAO              ,5
201809   ,SEN              ,5
201503   ,GRD              ,2
201506   ,AND              ,3
201502   ,BLZ              ,1
201701   ,NRU              ,1
201812   ,SYC              ,3
201812   ,UGA              ,7
201907   ,CIV              ,6
201806   ,MHL              ,1
201807   ,SWZ              ,1
202003   ,UZB              ,2
201510   ,CYM              ,1
202004   ,EGY              ,43
202004   ,PRT              ,53
201707   ,MEA              ,28
201704   ,WST              ,106
201704   ,SOM              ,118
201703   ,AFR              ,215
201703   ,ARG              ,283
201703   ,UKR              ,586
201703   ,TON              ,2
201708   ,BRA              ,222
201611   ,                 ,45194
201611   ,SAU              ,315
201611   ,LBN              ,96
201611   ,CIV              ,9
201706   ,LCA              ,4
202005   ,IRN              ,113
201610   ,BGR              ,232
201610   ,TTO              ,4
201701   ,JAM              ,15
201702   ,BDI              ,14
201608   ,KEN              ,109
201604   ,POL              ,213
201612   ,ARM              ,113
201512   ,GBR              ,721
201612   ,UGA              ,33
201701   ,MLI              ,42
201701   ,BWA              ,3
201610   ,SWZ              ,3
201702   ,ERI              ,9
201607   ,ETH              ,30
201610   ,ABW              ,1
201711   ,BRA              ,129
201805   ,JPN              ,227
201805   ,BLR              ,35
201508   ,BEL              ,87
201602   ,LKA              ,37
201509   ,PHL              ,125
201503   ,SYR              ,359
201504   ,VEN              ,155
201506   ,BGR              ,66
201507   ,SOM              ,60
201605   ,VNM              ,118
201710   ,BHS              ,13
201710   ,SYR              ,422
201710   ,GRC              ,270
201807   ,EUR              ,926
201807   ,PRK              ,172
201807   ,MLT              ,21
201807   ,TUN              ,58
201806   ,YEM              ,190
201806   ,SVK              ,32
201802   ,DEU              ,634
201512   ,BRB              ,12
201508   ,CHL              ,46
201509   ,TUN              ,62
201605   ,MYS              ,67
201903   ,FIN              ,50
201903   ,KOR              ,118
201903   ,SDN              ,21
201903   ,THA              ,49
201812   ,KAZ              ,31
201812   ,DZA              ,15
201712   ,ALB              ,290
201901   ,TUR              ,390
201901   ,CMR              ,18
202006   ,GHA              ,2
202006   ,CUB              ,12
201506   ,ARE              ,38
201507   ,MCO              ,34
201504   ,DEU              ,426
201803   ,BMU              ,4
201803   ,GUY              ,16
201605   ,PRT              ,87
201802   ,BFA              ,14
201510   ,WST              ,122
201503   ,NZL              ,100
201801   ,NPL              ,24
201801   ,FIN              ,76
201601   ,DZA              ,58
201506   ,VCT              ,9
201503   ,HRV              ,22
202001   ,KOR              ,130
202001   ,WST              ,41
201505   ,HND              ,25
201712   ,TUR              ,699
201712   ,MEA              ,23
201712   ,TTO              ,3
201804   ,LBY              ,67
201904   ,BRA              ,123
201906   ,CZE              ,41
201906   ,YEM              ,51
201908   ,SWE              ,85
201605   ,BLZ              ,13
201506   ,UGA              ,15
201604   ,MNG              ,12
201504   ,MYS              ,56
201511   ,UGA              ,67
201505   ,KWT              ,29
201905   ,ESP              ,120
201811   ,ITA              ,267
201808   ,MMR              ,109
201711   ,BEN              ,8
201802   ,TKM              ,12
201902   ,IRQ              ,67
201602   ,SCN              ,1
201909   ,BGR              ,85
201809   ,BLZ              ,8
201909   ,HND              ,10
201809   ,SWE              ,101
201911   ,EGY              ,58
201911   ,IDN              ,51
201911   ,MKD              ,84
201911   ,MUS              ,10
201904   ,MAR              ,20
201604   ,MLT              ,17
201905   ,RUS              ,629
201902   ,JAM              ,14
201902   ,LBR              ,3
201901   ,HND              ,7
201511   ,SMR              ,1
201606   ,AFR              ,257
201606   ,TZA              ,30
201601   ,SEN              ,12
201905   ,BFA              ,14
201510   ,STP              ,1
201504   ,GRD              ,2
201912   ,UKR              ,327
201912   ,ZMB              ,1
202006   ,JAM              ,2
201512   ,BLZ              ,9
201501   ,LKA              ,1
201809   ,PNG              ,7
201604   ,WSM              ,3
201804   ,BMU              ,4
202002   ,KGZ              ,3
202001   ,KWT              ,3
201808   ,HKG              ,6
201908   ,CMR              ,23
201907   ,RUS              ,669
201511   ,ERI              ,9
201807   ,UZB              ,6
202001   ,HND              ,17
201907   ,ISR              ,171
201907   ,KHM              ,18
201809   ,CIV              ,24
201909   ,KGZ              ,10
201910   ,RWA              ,12
202002   ,VCT              ,3
201904   ,AIA              ,2
201511   ,MDG              ,2
201902   ,BDI              ,1
202003   ,NIC              ,4
201807   ,BHS              ,4
201909   ,DMA              ,1
201905   ,LBR              ,5
201905   ,ASA              ,1
201710   ,PGS              ,1
202004   ,USA              ,2619
202004   ,CHN              ,388
201708   ,SAU              ,357
201707   ,MLI              ,36
201704   ,MLI              ,53
201704   ,CUB              ,154
201903   ,AUS              ,299
202003   ,MEX              ,142
202003   ,TWN              ,23
201703   ,GBR              ,1744
201603   ,FRA              ,619
201703   ,HRV              ,43
201708   ,BHS              ,13
201608   ,BGR              ,130
202004   ,NAM              ,2
201611   ,SSD              ,37
201611   ,TZA              ,28
201611   ,CUB              ,406
201606   ,RUS              ,936
201610   ,KAZ              ,47
201610   ,CIV              ,14
201610   ,WST              ,117
201701   ,GTM              ,109
201701   ,ITA              ,458
201602   ,GRC              ,388
201609   ,NAM              ,13
201609   ,EST              ,40
201612   ,MLI              ,49
201905   ,TWN              ,28
201707   ,TJK              ,9
201702   ,OMN              ,34
201609   ,GMB              ,9
201705   ,JPN              ,258
201705   ,KAZ              ,56
201603   ,FIN              ,63
201512   ,JPN              ,201
201602   ,JAM              ,23
201805   ,DMA              ,3
201805   ,IRN              ,593
201709   ,SDN              ,71
201709   ,GHA              ,16
201803   ,ARG              ,143
201709   ,TKM              ,8
201504   ,TUR              ,534
201509   ,NMR              ,22
201710   ,BGR              ,180
201710   ,AFG              ,299
201806   ,KEN              ,48
201504   ,POL              ,156
201502   ,QAT              ,36
201507   ,ARM              ,63
201511   ,MRT              ,7
201601   ,POL              ,158
201903   ,LUX              ,23
201903   ,MRT              ,6
201903   ,MAR              ,36
201812   ,ARG              ,84
201812   ,VEN              ,46
201901   ,TGO              ,8
201604   ,HTI              ,31
201601   ,VNM              ,66
201512   ,PAK              ,270
201512   ,ZMB              ,1
201512   ,LCA              ,11
201601   ,TWN              ,48
201802   ,MDA              ,56
201802   ,TON              ,4
201502   ,ITA              ,84
201502   ,SGP              ,12
201504   ,LBN              ,59
201502   ,WST              ,28
201503   ,WST              ,76
201509   ,EST              ,57
201504   ,URY              ,20
201504   ,TWN              ,22
202001   ,IND              ,84
202001   ,CHN              ,650
202002   ,YEM              ,21
201712   ,ISL              ,22
201712   ,NPL              ,14
201804   ,KOR              ,239
201804   ,BEN              ,6
201804   ,TKM              ,16
201804   ,KNA              ,9
201904   ,ARG              ,23
201904   ,MLI              ,15
201906   ,SLV              ,24
201906   ,MLI              ,26
201906   ,RUS              ,683
201906   ,SDN              ,139
201710   ,FJI              ,6
201908   ,TUR              ,349
201908   ,LTU              ,14
201502   ,MAR              ,17
201511   ,NER              ,10
201510   ,THA              ,46
202005   ,CYM              ,1
201808   ,AUS              ,556
201808   ,TJK              ,17
201902   ,EUR              ,517
201902   ,NPL              ,12
201902   ,UZB              ,14
201512   ,BFA              ,17
201802   ,AND              ,2
201909   ,BRN              ,1
201909   ,GIN              ,4
201911   ,SAU              ,56
201911   ,NZL              ,92
201607   ,TWN              ,58
201607   ,URY              ,106
201905   ,MKD              ,118
201905   ,MAR              ,23
201905   ,KAZ              ,28
201902   ,KGZ              ,3
201902   ,HTI              ,10
201602   ,MYS              ,44
201601   ,LKA              ,26
