MonthYear,Actor1CountryCode,EventsMentions25up
202003   ,AGO              ,8
202003   ,BHR              ,2
201812   ,JAM              ,9
201910   ,TZA              ,1
201810   ,SYC              ,1
202004   ,MEX              ,135
201707   ,JPN              ,372
201707   ,GRC              ,308
201707   ,SGP              ,24
201708   ,ISR              ,262
201704   ,HUN              ,113
201704   ,PRK              ,506
201704   ,TWN              ,33
201703   ,CUB              ,148
201603   ,                 ,38676
201708   ,AZE              ,68
201904   ,BEL              ,101
201706   ,CYP              ,115
201706   ,TGO              ,27
202005   ,KHM              ,6
202005   ,MLI              ,8
201603   ,DEU              ,500
201610   ,AFG              ,300
201701   ,IRQ              ,553
201701   ,DNK              ,117
201702   ,CIV              ,6
201701   ,HUN              ,67
201608   ,AFR              ,249
201508   ,DEU              ,590
201609   ,BEL              ,179
201609   ,GUY              ,11
201612   ,KHM              ,49
201612   ,PGS              ,6
201611   ,SAS              ,10
201509   ,FRA              ,484
201905   ,GRC              ,105
201702   ,SLE              ,5
201702   ,GHA              ,15
201702   ,CPV              ,2
201702   ,DJI              ,5
201612   ,CYM              ,2
201611   ,BWA              ,2
201705   ,DNK              ,147
201705   ,MCO              ,34
201601   ,AFG              ,285
201509   ,SRB              ,141
201609   ,SLB              ,1
201602   ,IRQ              ,215
201605   ,PRY              ,53
201605   ,SWE              ,179
201705   ,BMU              ,1
201707   ,CRB              ,1
201610   ,KNA              ,6
201510   ,CZE              ,73
201711   ,TUN              ,83
201711   ,TWN              ,32
201709   ,PRK              ,583
201507   ,                 ,37244
201506   ,DZA              ,74
201505   ,THA              ,291
201512   ,VAT              ,54
201504   ,KEN              ,203
201602   ,KEN              ,55
201503   ,SEA              ,33
201807   ,KHM              ,75
201806   ,PSE              ,172
201806   ,LBN              ,53
201806   ,QAT              ,67
201806   ,FIN              ,69
201802   ,MMR              ,124
201802   ,JPN              ,206
201502   ,DEU              ,186
201805   ,PER              ,54
201903   ,ITA              ,261
201812   ,BEL              ,174
201812   ,NIC              ,33
201901   ,THA              ,58
202006   ,MDV              ,9
201603   ,AUT              ,95
201605   ,VAT              ,69
201512   ,GMB              ,9
201511   ,PRK              ,64
201801   ,MLI              ,27
201801   ,TKM              ,18
201509   ,MNG              ,13
201507   ,THA              ,128
202002   ,MCO              ,3
202001   ,THA              ,37
201712   ,COG              ,24
201804   ,HRV              ,105
201904   ,FIN              ,66
201906   ,IRQ              ,107
201605   ,LVA              ,44
201908   ,USA              ,3840
201908   ,ESP              ,137
201908   ,MMR              ,29
201908   ,LUX              ,20
201908   ,PHL              ,30
201607   ,BRN              ,11
201509   ,GIN              ,10
201508   ,FJI              ,9
201505   ,GIN              ,12
201504   ,NOR              ,56
201808   ,AZE              ,56
201903   ,GHA              ,9
201507   ,DNK              ,36
201909   ,VEN              ,73
201909   ,MLI              ,12
201504   ,SAS              ,16
201911   ,                 ,19997
201911   ,ITA              ,184
201911   ,TCD              ,11
201607   ,LSO              ,7
201607   ,BOL              ,109
201607   ,LBR              ,25
201910   ,BWA              ,4
201504   ,HTI              ,11
201810   ,AFG              ,209
201906   ,PNG              ,4
201808   ,UZB              ,29
201502   ,HTI              ,12
201602   ,STP              ,2
201503   ,BRN              ,5
201601   ,UZB              ,4
201604   ,CRI              ,27
201806   ,VUT              ,3
201809   ,GRC              ,211
201507   ,SCN              ,1
202003   ,SVK              ,10
201804   ,CAF              ,25
201706   ,BRB              ,1
201804   ,LAO              ,4
201909   ,BRB              ,5
201803   ,LAM              ,1
201908   ,COG              ,13
201507   ,SAS              ,10
202004   ,ATG              ,2
201512   ,CIV              ,6
201505   ,ERI              ,4
202001   ,KNA              ,8
201907   ,MAR              ,21
201805   ,MWI              ,16
201910   ,KGZ              ,8
201506   ,BFA              ,4
201904   ,SLE              ,6
202001   ,MOZ              ,6
201912   ,LCA              ,2
201912   ,BHR              ,4
201910   ,CAS              ,1
201911   ,KIR              ,1
201905   ,RWA              ,1
201601   ,VUT              ,3
201907   ,BEN              ,2
201504   ,KNA              ,1
202004   ,NLD              ,49
202004   ,PAN              ,7
202004   ,MOZ              ,2
201707   ,VEN              ,898
201707   ,BOL              ,124
201707   ,CYP              ,71
201707   ,KNA              ,2
201607   ,TUR              ,2174
201704   ,GUY              ,14
201704   ,ISL              ,16
202003   ,NOR              ,31
202003   ,MKD              ,15
201703   ,BEL              ,304
201703   ,GMB              ,8
201703   ,MEA              ,22
201708   ,NER              ,4
201706   ,RUS              ,1416
202005   ,PAN              ,7
201606   ,COG              ,23
201610   ,HTI              ,157
201510   ,PHL              ,77
201702   ,GAB              ,5
201608   ,DZA              ,64
201608   ,ZAF              ,35
201608   ,HND              ,66
201609   ,IRN              ,456
201609   ,PRK              ,172
201609   ,TZA              ,24
201612   ,ZAF              ,21
201612   ,VAT              ,88
201609   ,JAM              ,32
201707   ,MHL              ,3
201707   ,TMP              ,2
201607   ,ITA              ,422
201708   ,MHL              ,3
201608   ,CAF              ,26
201608   ,NRU              ,8
201705   ,TZA              ,22
201705   ,UKR              ,469
201603   ,ZWE              ,19
201603   ,IRQ              ,255
201601   ,KOR              ,159
201703   ,TJK              ,5
201602   ,PHL              ,133
201604   ,BGR              ,218
201604   ,RUS              ,794
201512   ,PER              ,36
201601   ,BGD              ,28
201512   ,AUS              ,818
201711   ,GBR              ,1067
201711   ,BLR              ,72
201805   ,GBR              ,1080
201805   ,SVK              ,28
201805   ,PRT              ,61
201709   ,JOR              ,116
201803   ,BEL              ,220
201709   ,NGA              ,46
201709   ,VCT              ,6
201507   ,USA              ,7601
201601   ,SRB              ,36
201507   ,DEU              ,652
201508   ,POL              ,122
201505   ,CHN              ,646
201509   ,EGY              ,363
201605   ,MKD              ,263
201603   ,MYS              ,88
201710   ,YEM              ,339
201807   ,COD              ,17
201807   ,JOR              ,132
201807   ,IRQ              ,158
201807   ,QAT              ,58
201806   ,AUS              ,386
201806   ,SAU              ,218
201802   ,ISL              ,14
201603   ,CYP              ,116
201710   ,BDI              ,14
201812   ,COL              ,40
201812   ,PRK              ,84
201901   ,CIV              ,14
201506   ,OMN              ,34
201605   ,LKA              ,48
201503   ,JOR              ,94
201510   ,MDA              ,40
201511   ,SEA              ,54
201511   ,LKA              ,32
201508   ,SOM              ,43
201602   ,BFA              ,14
201710   ,SAS              ,7
201501   ,EUR              ,31
201508   ,KHM              ,20
201601   ,PNG              ,16
201502   ,BRA              ,35
201508   ,SVK              ,23
201604   ,GUY              ,7
201603   ,NAM              ,8
201801   ,EGY              ,491
201801   ,VNM              ,63
201801   ,MLT              ,6
201505   ,BOL              ,27
201604   ,ZAF              ,45
201603   ,LBR              ,9
202001   ,MDA              ,18
201712   ,NZL              ,57
201712   ,CHE              ,120
201804   ,CUB              ,100
201804   ,MEX              ,353
201804   ,JAM              ,25
201906   ,COG              ,15
201906   ,BMU              ,4
201504   ,JAM              ,47
201908   ,TZA              ,8
201908   ,KWT              ,8
201908   ,TGO              ,2
201508   ,GTM              ,31
201510   ,IDN              ,131
201502   ,COL              ,37
201511   ,EST              ,23
201602   ,RWA              ,16
201504   ,NAM              ,12
201811   ,NAM              ,5
201711   ,WSM              ,5
201902   ,ARG              ,39
201902   ,CAN              ,390
201902   ,COD              ,10
201909   ,SDN              ,30
201909   ,NMR              ,1
201607   ,SLV              ,53
201911   ,CAF              ,1
201910   ,UKR              ,367
201905   ,BHS              ,4
201906   ,BRN              ,3
201712   ,BRB              ,3
201810   ,GBR              ,1528
201901   ,LAO              ,4
201606   ,IRL              ,132
201810   ,GIN              ,5
201809   ,TUR              ,469
201504   ,ECU              ,26
201811   ,TCD              ,15
201912   ,EUR              ,362
201912   ,GBR              ,1084
202006   ,ARM              ,3
201609   ,PLW              ,5
201808   ,ATG              ,5
201809   ,AZE              ,37
201810   ,BTN              ,13
202003   ,EST              ,8
201801   ,PAN              ,26
201903   ,BRN              ,3
201804   ,PGS              ,1
201902   ,MCO              ,15
201902   ,NMR              ,8
201901   ,BWA              ,1
201901   ,PLW              ,2
201806   ,GUY              ,25
201502   ,NIC              ,3
201604   ,CIV              ,6
201505   ,ATG              ,3
201708   ,TMP              ,1
201907   ,GHA              ,11
201907   ,FIN              ,51
201910   ,PGS              ,5
201808   ,PAN              ,4
201709   ,PLW              ,1
201912   ,LUX              ,9
201804   ,MDG              ,7
201909   ,ASA              ,1
201812   ,LUX              ,33
201910   ,AGO              ,6
201503   ,ERI              ,4
201907   ,BRB              ,5
201904   ,BLZ              ,3
201710   ,GEO              ,1
201805   ,GEO              ,2
201802   ,STP              ,1
201905   ,TKM              ,2
202001   ,BEN              ,1
201907   ,NER              ,6
201809   ,SAS              ,1
201812   ,HTI              ,2
201503   ,LAO              ,1
201505   ,ZMB              ,1
202004   ,LKA              ,24
202004   ,ARG              ,35
201707   ,AUS              ,624
201607   ,IRN              ,399
201704   ,PRY              ,122
201704   ,EST              ,51
201604   ,GBR              ,870
201703   ,HND              ,94
201703   ,MCO              ,27
202004   ,BHS              ,3
201611   ,MUS              ,25
201611   ,QAT              ,41
202005   ,BGD              ,24
202005   ,BGR              ,60
202005   ,JAM              ,12
201706   ,MEA              ,10
201610   ,MAR              ,128
201610   ,CAN              ,590
201610   ,SSD              ,33
201609   ,GRC              ,348
201708   ,LUX              ,8
201701   ,SWE              ,138
201701   ,GBR              ,1238
201608   ,GBR              ,983
201509   ,KHM              ,25
201612   ,GRC              ,284
201612   ,LBN              ,123
201612   ,TWN              ,151
202005   ,KGZ              ,6
201611   ,MRT              ,6
201512   ,EUR              ,695
201608   ,FJI              ,6
201608   ,RWA              ,10
201609   ,MDG              ,4
201510   ,AUS              ,1085
201705   ,TTO              ,13
201605   ,ITA              ,545
201701   ,CRI              ,9
201705   ,AND              ,3
201605   ,TUR              ,1304
201610   ,LIE              ,1
201603   ,NOR              ,84
201612   ,MWI              ,3
201711   ,TCD              ,20
201711   ,SAU              ,708
201706   ,GAB              ,1
201805   ,OMN              ,25
201803   ,QAT              ,71
201509   ,ARM              ,73
201503   ,BGD              ,63
201601   ,BOL              ,73
201601   ,LBY              ,124
201504   ,AUS              ,1217
201508   ,CHE              ,104
201503   ,TUR              ,571
201710   ,ALB              ,357
201710   ,NZL              ,97
201710   ,AGO              ,33
201807   ,HUN              ,89
201806   ,MLT              ,72
201602   ,WST              ,145
201504   ,IRN              ,572
201602   ,SSD              ,41
201903   ,HUN              ,39
201903   ,PRK              ,106
201812   ,MDA              ,28
201812   ,NLD              ,63
201812   ,POL              ,162
201901   ,LBY              ,48
201901   ,MDA              ,16
202006   ,PER              ,3
201506   ,NZL              ,94
201605   ,BOL              ,106
201508   ,ERI              ,9
201509   ,NOR              ,89
201710   ,SYC              ,3
201502   ,LKA              ,22
201605   ,NLD              ,158
201605   ,MDV              ,187
201510   ,NER              ,10
201802   ,COL              ,117
201801   ,IND              ,148
201801   ,ABW              ,16
201801   ,AFG              ,309
201801   ,TUN              ,107
201507   ,KHM              ,13
201502   ,HRV              ,4
201511   ,BWA              ,2
201504   ,MLT              ,23
201501   ,MLI              ,3
201712   ,ZAF              ,24
201904   ,GIN              ,4
201906   ,USA              ,4425
201906   ,BWA              ,7
201906   ,LKA              ,47
201503   ,BHS              ,5
201908   ,UKR              ,218
201908   ,DMA              ,6
201908   ,AFR              ,93
201808   ,IDN              ,168
201608   ,KNA              ,4
201907   ,CHN              ,383
201509   ,MAR              ,48
201602   ,PER              ,62
201811   ,GHA              ,34
201812   ,ZWE              ,8
201808   ,NER              ,11
201502   ,ZAF              ,11
201712   ,NER              ,13
201602   ,VCT              ,10
201904   ,NPL              ,13
201902   ,LUX              ,31
201911   ,JAM              ,3
201901   ,BTN              ,2
201511   ,SAS              ,5
201606   ,BRN              ,6
201606   ,MUS              ,26
201810   ,EUR              ,716
201810   ,NRU              ,16
201810   ,CHL              ,57
201810   ,MRT              ,7
201810   ,MOZ              ,16
201604   ,TMP              ,2
201912   ,MDV              ,46
201912   ,BOL              ,53
201912   ,KAZ              ,24
201808   ,ISL              ,16
201507   ,GNQ              ,1
201809   ,MKD              ,279
201809   ,GIN              ,5
202003   ,AZE              ,11
202003   ,LKA              ,31
201810   ,BHS              ,11
201811   ,GIN              ,12
201512   ,MNG              ,11
201910   ,ARE              ,27
201803   ,SMR              ,1
201910   ,MAR              ,10
201809   ,BRB              ,2
201507   ,BEN              ,2
201505   ,WAF              ,6
202003   ,COG              ,1
201504   ,GNB              ,1
202004   ,AUT              ,21
201707   ,COL              ,268
201707   ,AUT              ,90
201707   ,COD              ,19
201708   ,ALB              ,373
201708   ,RUS              ,926
202004   ,DNK              ,31
202004   ,MNG              ,1
201704   ,SAU              ,443
201704   ,ALB              ,345
201704   ,SDN              ,116
201704   ,TGO              ,29
202003   ,KAZ              ,20
201703   ,NOR              ,93
201703   ,ECU              ,99
201703   ,ISR              ,459
201703   ,NGA              ,104
201708   ,UGA              ,30
201610   ,AUS              ,693
201706   ,NOR              ,135
201706   ,CHL              ,228
202005   ,ARG              ,30
201703   ,PNG              ,7
201610   ,AZE              ,79
201610   ,CUB              ,179
201610   ,BHS              ,23
201610   ,DZA              ,127
201610   ,VNM              ,71
201610   ,CAF              ,51
201610   ,HKG              ,3
201609   ,GBR              ,1111
201708   ,GIN              ,18
201611   ,BFA              ,6
201701   ,HTI              ,43
201702   ,PRT              ,102
201608   ,MMR              ,63
201608   ,IRL              ,88
201608   ,LBR              ,47
201610   ,PNG              ,7
201612   ,MAR              ,130
201612   ,TUR              ,1345
201612   ,WAF              ,19
201612   ,LBY              ,224
201612   ,KAZ              ,78
201707   ,BTN              ,10
201701   ,LSO              ,1
201607   ,IDN              ,106
201605   ,USA              ,6959
201703   ,ZMB              ,4
201701   ,BRN              ,12
201601   ,FRA              ,548
201610   ,MDG              ,4
201603   ,SWE              ,120
201707   ,ABW              ,1
201602   ,MDV              ,173
201611   ,CRB              ,4
201508   ,FRA              ,470
201711   ,CHL              ,52
201805   ,PAK              ,139
201805   ,SDN              ,33
201709   ,PHL              ,93
201709   ,PER              ,91
201803   ,NOR              ,68
201803   ,ZWE              ,51
202006   ,EGY              ,7
201504   ,                 ,31454
201506   ,HRV              ,20
201502   ,LTU              ,20
201711   ,MLT              ,14
201807   ,USA              ,6277
201604   ,LKA              ,27
201505   ,CUB              ,164
201805   ,DOM              ,49
201805   ,SEN              ,88
201903   ,JOR              ,64
201903   ,TZA              ,7
201903   ,ERI              ,4
201812   ,CUB              ,41
201812   ,NER              ,4
201812   ,MKD              ,114
201812   ,EST              ,8
201812   ,KWT              ,26
201901   ,CHL              ,27
201901   ,CYP              ,23
201901   ,UZB              ,15
201901   ,WST              ,48
202006   ,TUR              ,46
201507   ,KGZ              ,31
201510   ,KGZ              ,23
201510   ,GIN              ,44
201509   ,MMR              ,30
201601   ,SEA              ,26
201802   ,PHL              ,89
201802   ,SEN              ,17
201505   ,LBN              ,80
201511   ,MYS              ,124
201801   ,YEM              ,296
201509   ,BOL              ,48
201511   ,PRY              ,14
201505   ,PNG              ,14
201511   ,CAF              ,62
201603   ,MLT              ,3
202002   ,MRT              ,8
202002   ,FIN              ,38
201605   ,KGZ              ,33
201505   ,BEL              ,118
201712   ,WST              ,65
201712   ,NIC              ,15
201712   ,SYR              ,401
201804   ,DOM              ,14
201804   ,OMN              ,28
201804   ,THA              ,41
201804   ,SSD              ,21
201904   ,TUN              ,27
201908   ,BLR              ,32
201605   ,BEN              ,2
201510   ,ISL              ,5
201601   ,KGZ              ,14
201510   ,ZAF              ,24
201602   ,GTM              ,35
201510   ,AGO              ,6
201602   ,PLW              ,1
201811   ,SWE              ,94
201811   ,IRN              ,184
201812   ,OMN              ,6
201808   ,VEN              ,118
201802   ,TCD              ,28
201802   ,NPL              ,22
201902   ,KOR              ,128
201902   ,TKM              ,7
201909   ,JPN              ,155
201809   ,YEM              ,74
201911   ,BGR              ,92
201911   ,AGO              ,5
201911   ,LAO              ,11
201905   ,DEU              ,388
201601   ,AGO              ,8
201601   ,AZE              ,18
201604   ,BRN              ,6
201809   ,RUS              ,1041
201709   ,MNG              ,11
201811   ,SSD              ,19
202006   ,DZA              ,1
201808   ,CAF              ,8
201711   ,LCA              ,2
201601   ,CAF              ,6
201809   ,ECU              ,41
201809   ,IRL              ,236
201811   ,BDI              ,2
201810   ,MNG              ,2
201507   ,MHL              ,1
201906   ,CAF              ,3
201907   ,DOM              ,7
201910   ,DNK              ,37
201503   ,LSO              ,2
201508   ,SYC              ,3
201506   ,SYC              ,2
201511   ,TZA              ,5
201807   ,TMP              ,2
201510   ,SUR              ,3
201601   ,MNG              ,2
202006   ,BGD              ,1
202006   ,ARG              ,2
201904   ,ZMB              ,1
201711   ,MWI              ,2
201812   ,CAS              ,1
201910   ,HKG              ,1
202003   ,GIN              ,3
201509   ,SYC              ,1
201508   ,LCA              ,1
202004   ,POL              ,65
201707   ,PRT              ,88
201707   ,AZE              ,112
201707   ,CAN              ,348
201707   ,COG              ,12
201707   ,UGA              ,23
201703   ,BOL              ,241
201704   ,GIN              ,20
202003   ,LAO              ,7
201703   ,IRL              ,176
201703   ,CAN              ,488
201703   ,AZE              ,95
201603   ,USA              ,6103
201703   ,MLT              ,15
201703   ,NZL              ,86
201708   ,SAF              ,2
201708   ,MCO              ,22
202004   ,EST              ,5
202004   ,SYC              ,1
201904   ,NLD              ,56
201611   ,BRA              ,249
201611   ,DNK              ,104
201604   ,CHN              ,537
201705   ,IRQ              ,371
201706   ,SGP              ,61
201706   ,CMR              ,35
201706   ,IRL              ,103
201706   ,COK              ,2
202005   ,                 ,17214
202005   ,GBR              ,793
202005   ,ECU              ,9
202005   ,NIC              ,13
201703   ,DJI              ,11
201610   ,MKD              ,198
201610   ,IRQ              ,940
201611   ,WAF              ,10
201611   ,BHS              ,6
201702   ,CMR              ,27
201702   ,COG              ,19
201702   ,HRV              ,45
201607   ,MEX              ,374
201609   ,PER              ,160
201609   ,TGO              ,28
201509   ,TUR              ,656
201612   ,IND              ,148
201612   ,BHS              ,11
201612   ,LVA              ,33
201612   ,SDN              ,91
202005   ,KWT              ,5
201707   ,BWA              ,10
202005   ,GAB              ,2
201612   ,TKM              ,8
201510   ,BDI              ,15
201609   ,CRB              ,1
201705   ,NIC              ,84
201705   ,MEA              ,10
201703   ,KNA              ,6
201704   ,GNB              ,1
201702   ,GUY              ,7
201602   ,ITA              ,302
201602   ,VNM              ,57
201601   ,NLD              ,128
201602   ,TWN              ,33
201612   ,VUT              ,2
201711   ,LUX              ,30
201711   ,CZE              ,45
201711   ,SYR              ,481
201711   ,GRC              ,318
201803   ,PER              ,133
201803   ,PRT              ,78
201803   ,TUN              ,39
201503   ,DZA              ,72
201502   ,NGA              ,47
201710   ,CHL              ,51
201710   ,GBR              ,1131
201710   ,IRN              ,444
201710   ,ZAF              ,33
201807   ,IRN              ,330
201807   ,NOR              ,63
201807   ,SEA              ,14
201807   ,ZWE              ,86
201806   ,IDN              ,90
201806   ,ZAF              ,19
201603   ,GIN              ,20
201506   ,PSE              ,144
201710   ,CRI              ,5
201805   ,BRB              ,5
201903   ,UZB              ,11
201903   ,ZWE              ,40
201812   ,BGD              ,36
201901   ,CAN              ,525
201901   ,GRC              ,207
201901   ,TUN              ,22
202006   ,CHN              ,78
202006   ,ISR              ,15
201711   ,BRN              ,16
201602   ,JOR              ,114
201601   ,CHE              ,241
201511   ,ECU              ,35
201510   ,MYS              ,82
201801   ,ARG              ,109
201801   ,CHL              ,198
201801   ,CUB              ,78
201801   ,TUR              ,835
201801   ,HUN              ,104
201801   ,QAT              ,109
201510   ,KEN              ,47
201603   ,MKD              ,181
202002   ,DEU              ,299
201510   ,LBR              ,5
201504   ,VNM              ,64
201503   ,PRK              ,53
201712   ,MAR              ,108
201712   ,UZB              ,8
201804   ,MEA              ,11
201906   ,TUN              ,26
201502   ,MDV              ,22
201908   ,AZE              ,6
201808   ,USA              ,7271
201605   ,CRI              ,22
201502   ,CIV              ,3
201505   ,FIN              ,56
201811   ,AUT              ,83
201811   ,BEL              ,174
201811   ,ZWE              ,31
201812   ,SOM              ,27
201812   ,BFA              ,6
201505   ,MUS              ,2
201504   ,SSD              ,16
201808   ,BMU              ,5
201902   ,VEN              ,310
201902   ,MLT              ,3
201909   ,KHM              ,4
201809   ,ITA              ,274
201911   ,YEM              ,34
201607   ,KEN              ,156
201911   ,RWA              ,11
201906   ,KNA              ,7
201606   ,MAR              ,148
201606   ,VCT              ,9
201606   ,ALB              ,250
201606   ,CAF              ,26
201810   ,AZE              ,45
201810   ,ISR              ,284
201810   ,ISL              ,15
201512   ,NAM              ,4
201903   ,KWT              ,6
201903   ,TON              ,1
201912   ,LBY              ,89
201509   ,NRU              ,5
201505   ,MRT              ,2
201504   ,BFA              ,20
201604   ,AGO              ,9
201806   ,BWA              ,4
201809   ,CUB              ,47
202003   ,LUX              ,11
202002   ,SEA              ,18
201805   ,FJI              ,8
202002   ,AUT              ,29
202002   ,ZWE              ,5
201804   ,MWI              ,3
201911   ,BLZ              ,3
201507   ,TTO              ,9
201511   ,NRU              ,5
201903   ,BRB              ,7
201903   ,TTO              ,1
201507   ,MWI              ,3
202004   ,FJI              ,2
201501   ,BFA              ,2
201507   ,AND              ,2
201907   ,TUR              ,512
201802   ,SUR              ,3
201603   ,UZB              ,9
201501   ,GRC              ,5
202002   ,GUY              ,6
201812   ,MUS              ,9
201603   ,BHS              ,4
201907   ,PLW              ,1
201809   ,CRB              ,1
201505   ,STP              ,1
202006   ,VAT              ,5
201906   ,SAS              ,2
201912   ,FJI              ,5
201505   ,ASA              ,2
201602   ,LSO              ,1
201602   ,BWA              ,1
201907   ,SLE              ,3
202004   ,MKD              ,9
201707   ,SRB              ,125
201707   ,MDV              ,161
201607   ,USA              ,7882
201708   ,AUT              ,53
201704   ,SRB              ,150
201704   ,CHN              ,792
201704   ,HRV              ,50
202003   ,IRQ              ,92
202003   ,MNG              ,2
201603   ,IRL              ,87
201708   ,KGZ              ,27
201904   ,IRN              ,129
202004   ,MLI              ,10
202004   ,GAB              ,1
201904   ,IRQ              ,90
201610   ,PAK              ,307
201606   ,GBR              ,1602
201610   ,SWE              ,155
201610   ,PRY              ,53
201610   ,MNG              ,8
201701   ,LVA              ,37
201701   ,CUB              ,197
201701   ,JOR              ,150
201702   ,CHN              ,492
201702   ,PRK              ,227
201608   ,CHL              ,94
201608   ,HTI              ,42
201608   ,GIN              ,14
201609   ,ITA              ,321
201611   ,NRU              ,6
201701   ,LCA              ,3
201608   ,MEA              ,9
201609   ,ABW              ,1
201602   ,NOR              ,54
201603   ,PER              ,99
201612   ,FJI              ,5
201705   ,COG              ,21
201711   ,AFR              ,207
201711   ,PER              ,98
201805   ,PRK              ,521
201805   ,DNK              ,93
201805   ,ECU              ,32
201805   ,SYR              ,356
201709   ,AFR              ,173
201803   ,PAN              ,66
201803   ,NAM              ,4
201603   ,GTM              ,55
201506   ,CZE              ,48
201505   ,DNK              ,61
201512   ,ISR              ,397
201602   ,NGA              ,82
201710   ,HTI              ,13
201711   ,AZE              ,141
201711   ,DMA              ,6
201806   ,MMR              ,37
201802   ,IND              ,120
201507   ,CAN              ,533
201601   ,COL              ,211
201506   ,NGA              ,117
201512   ,YEM              ,374
201710   ,GTM              ,19
201812   ,WST              ,61
201512   ,BTN              ,2
201901   ,ESP              ,156
201901   ,POL              ,142
201505   ,QAT              ,87
201503   ,LTU              ,54
201802   ,OMN              ,54
201601   ,MDV              ,171
201505   ,LTU              ,74
201801   ,RUS              ,830
201801   ,BEN              ,4
201507   ,TWN              ,34
202002   ,JOR              ,40
201504   ,UGA              ,12
201712   ,QAT              ,71
201712   ,PGS              ,8
201712   ,CRI              ,1
201804   ,ARE              ,67
201804   ,ERI              ,9
201804   ,ETH              ,78
201804   ,IRL              ,108
201804   ,NGA              ,53
201904   ,POL              ,78
201906   ,EGY              ,89
201906   ,PGS              ,26
201906   ,SAU              ,148
201906   ,MDA              ,39
201801   ,HTI              ,35
