MonthYear,Actor1CountryCode,EventsMentions15up
201712   ,NZL              ,275
201712   ,BRB              ,16
201910   ,UKR              ,2180
201910   ,AGO              ,58
201910   ,PGS              ,18
201809   ,AZE              ,251
201508   ,BTN              ,12
201808   ,PAN              ,58
201603   ,NAM              ,31
201902   ,MCO              ,75
201902   ,ARG              ,273
201902   ,COD              ,49
201902   ,NMR              ,24
201911   ,CAF              ,10
201907   ,BRB              ,39
201907   ,FIN              ,222
201907   ,GHA              ,157
201907   ,NER              ,53
201505   ,ATG              ,12
201809   ,SAS              ,21
201811   ,TCD              ,76
201811   ,NAM              ,27
201912   ,EUR              ,1818
201912   ,LUX              ,45
201812   ,LUX              ,96
201812   ,COL              ,307
201812   ,HTI              ,38
201812   ,PRK              ,362
201607   ,SLV              ,136
201905   ,BHS              ,18
201905   ,TKM              ,27
201909   ,SDN              ,174
201909   ,NMR              ,15
201909   ,ASA              ,5
201808   ,ATG              ,13
201901   ,BWA              ,10
201901   ,CIV              ,63
201901   ,LAO              ,21
201902   ,SUR              ,3
201804   ,PGS              ,7
201807   ,EAF              ,1
201904   ,BLZ              ,14
201901   ,PLW              ,2
202004   ,SMR              ,1
201911   ,GNQ              ,4
201501   ,VNM              ,2
201710   ,GEO              ,1
201908   ,FSM              ,2
201805   ,GEO              ,5
201501   ,NMR              ,1
202004   ,ETH              ,62
202004   ,VNM              ,188
201611   ,DZA              ,457
201611   ,TWN              ,206
201611   ,GRC              ,1642
201611   ,PER              ,963
201611   ,GNQ              ,47
201707   ,CUB              ,356
201607   ,AUS              ,2600
201707   ,ZMB              ,61
201707   ,AFG              ,1005
201707   ,WSM              ,36
202005   ,BMU              ,7
202005   ,CIV              ,18
202005   ,UGA              ,50
201704   ,VAT              ,382
202003   ,TZA              ,17
202003   ,KNA              ,12
202003   ,TJK              ,20
201708   ,BWA              ,43
201708   ,JAM              ,104
201608   ,PHL              ,915
201706   ,BGR              ,815
201706   ,DOM              ,132
201706   ,ZAF              ,129
201706   ,WAF              ,30
201606   ,CHE              ,821
201606   ,PRK              ,487
201705   ,ITA              ,2232
201705   ,IDN              ,889
201702   ,LKA              ,157
201702   ,PAN              ,254
202005   ,NAM              ,9
201703   ,ARM              ,632
201703   ,LVA              ,233
201703   ,PGS              ,18
201610   ,SEN              ,93
201608   ,SYR              ,3428
201608   ,ISL              ,102
201608   ,IRN              ,2051
201608   ,ERI              ,24
201612   ,KOR              ,1041
201602   ,SDN              ,289
201602   ,YEM              ,639
201602   ,BRA              ,1097
201603   ,MDV              ,764
201609   ,KGZ              ,191
201609   ,MMR              ,205
201709   ,EUR              ,3859
201609   ,COM              ,7
201511   ,SGP              ,431
201601   ,RUS              ,2973
201601   ,BRA              ,831
201509   ,ZWE              ,119
201607   ,SEN              ,68
201509   ,PSE              ,687
201612   ,ZWE              ,169
201705   ,IRN              ,1461
201509   ,CHE              ,655
201612   ,SAF              ,4
201601   ,NGA              ,396
201605   ,CAN              ,2612
201609   ,TUV              ,1
201602   ,ETH              ,166
201602   ,CIV              ,46
201602   ,BOL              ,341
201512   ,BGD              ,331
201711   ,MMR              ,835
201709   ,IDN              ,858
201709   ,HND              ,114
201805   ,BGD              ,446
201805   ,MCO              ,91
201805   ,ALB              ,546
202006   ,USA              ,2233
202006   ,PHL              ,40
201710   ,DJI              ,24
201710   ,MDA              ,341
201503   ,KOR              ,826
201504   ,NPL              ,781
201505   ,MYS              ,902
201509   ,WAF              ,60
201505   ,BDI              ,604
201503   ,LUX              ,110
201508   ,MLI              ,284
201508   ,UZB              ,74
201504   ,BHR              ,134
201511   ,BOL              ,250
201603   ,COG              ,64
201505   ,ISR              ,1231
201510   ,RWA              ,79
201801   ,PGS              ,4
201801   ,BTN              ,7
201801   ,CIV              ,34
201807   ,ZAF              ,174
201807   ,AUS              ,1872
201807   ,SAS              ,29
201807   ,JAM              ,96
201807   ,GUY              ,30
201807   ,BFA              ,38
201802   ,GRC              ,1375
201802   ,MEX              ,1255
201802   ,BEN              ,29
201508   ,BLR              ,297
201508   ,OMN              ,134
201505   ,NOR              ,283
201505   ,SDN              ,207
201510   ,TJK              ,94
201505   ,AZE              ,402
201504   ,ALB              ,140
201603   ,MEA              ,40
201506   ,MMR              ,314
201506   ,BRN              ,18
201511   ,PNG              ,50
201906   ,NGA              ,257
201906   ,URY              ,80
201803   ,PRK              ,1154
201803   ,JAM              ,136
201803   ,WSM              ,31
201804   ,ISR              ,2228
201804   ,ARG              ,453
201511   ,CYM              ,16
201901   ,COL              ,424
201901   ,USA              ,14385
202001   ,ZWE              ,52
201605   ,MNG              ,29
201810   ,SLE              ,12
201512   ,GRD              ,24
201712   ,THA              ,225
201903   ,GBR              ,4923
201507   ,CPV              ,9
201506   ,SLV              ,30
201601   ,VCT              ,31
201806   ,WST              ,488
201806   ,TJK              ,98
201504   ,BEN              ,12
201712   ,AUS              ,1388
201712   ,ECU              ,299
201712   ,CYP              ,305
201712   ,MRT              ,69
201712   ,SEN              ,112
201801   ,GNB              ,10
201910   ,GRC              ,556
201910   ,PER              ,330
201910   ,BMU              ,21
201505   ,LIE              ,9
201902   ,ABW              ,6
201911   ,ISL              ,23
201907   ,NZL              ,326
201907   ,IRL              ,518
201504   ,SLB              ,7
201502   ,ABW              ,2
201811   ,PHL              ,273
201912   ,BLR              ,263
201912   ,URY              ,63
201812   ,WAF              ,17
201812   ,TJK              ,40
201812   ,SVK              ,84
201807   ,CAF              ,34
201712   ,TON              ,7
201607   ,LUX              ,131
201607   ,GNB              ,6
201905   ,LKA              ,320
201905   ,PGS              ,53
201905   ,GUY              ,29
201909   ,MDV              ,298
201909   ,VAT              ,115
201909   ,BLR              ,258
201909   ,FJI              ,40
201911   ,SLE              ,6
201901   ,KEN              ,238
201901   ,HRV              ,119
201806   ,KNA              ,10
201812   ,MHL              ,2
201812   ,AND              ,12
201604   ,FSM              ,3
201901   ,DMA              ,9
201909   ,DJI              ,9
201901   ,LIE              ,1
202006   ,VUT              ,4
201512   ,GNB              ,2
201804   ,ABW              ,6
201907   ,SUR              ,7
201910   ,CPV              ,1
201604   ,LIE              ,2
201510   ,EAF              ,1
202004   ,DNK              ,188
202004   ,AUT              ,122
202004   ,MNG              ,23
201611   ,BFA              ,34
201511   ,MYS              ,696
201707   ,AUT              ,387
201707   ,COL              ,936
201707   ,COD              ,75
201708   ,UGA              ,129
201708   ,ALB              ,788
201708   ,RUS              ,3667
201607   ,IDN              ,908
202005   ,ARG              ,264
201704   ,SAU              ,1811
201704   ,ALB              ,741
201704   ,SDN              ,491
201704   ,BMU              ,19
201704   ,TGO              ,98
201703   ,ISR              ,1922
202003   ,GIN              ,48
202003   ,KAZ              ,163
202003   ,SUR              ,8
201708   ,GIN              ,54
201608   ,IRL              ,513
201706   ,CHL              ,635
201706   ,NOR              ,440
201701   ,HTI              ,144
201702   ,PRT              ,508
201701   ,BRN              ,26
201610   ,AUS              ,2490
201703   ,ECU              ,320
201703   ,NOR              ,391
201703   ,NGA              ,544
201703   ,ZMB              ,41
201703   ,PNG              ,32
201610   ,AZE              ,491
201610   ,VNM              ,361
201610   ,CUB              ,806
201610   ,DZA              ,559
201610   ,BHS              ,96
201610   ,CAF              ,126
201610   ,MDG              ,38
201610   ,HKG              ,26
201610   ,PNG              ,26
201609   ,GBR              ,4421
201608   ,MMR              ,236
201608   ,LBR              ,96
201508   ,FRA              ,2168
201612   ,TUR              ,5258
201611   ,CRB              ,13
201510   ,ZAF              ,180
201709   ,PER              ,446
201701   ,LSO              ,8
201601   ,FRA              ,2616
201509   ,MMR              ,120
201707   ,BTN              ,45
201612   ,MAR              ,532
201612   ,WAF              ,77
201612   ,KAZ              ,379
201612   ,LBY              ,820
201605   ,KGZ              ,173
201605   ,USA              ,24840
201511   ,TZA              ,60
201601   ,SEA              ,124
201701   ,SLB              ,6
201603   ,SWE              ,546
201703   ,ATG              ,18
201602   ,MDV              ,787
201707   ,ABW              ,2
201711   ,CHL              ,377
201610   ,SMR              ,3
201510   ,ISL              ,54
201709   ,PHL              ,503
201805   ,PAK              ,838
201805   ,SDN              ,305
201711   ,MLT              ,65
201711   ,LCA              ,17
202006   ,EGY              ,49
202006   ,TUR              ,180
202006   ,ARG              ,27
201710   ,SAF              ,4
201504   ,                 ,149591
201505   ,CUB              ,731
201506   ,SYC              ,20
201602   ,GTM              ,113
201507   ,KGZ              ,240
201508   ,SYC              ,32
201505   ,BEL              ,552
201509   ,BOL              ,301
201510   ,KGZ              ,175
201505   ,LBN              ,398
201510   ,GIN              ,146
201711   ,MWI              ,22
202006   ,DZA              ,17
201709   ,MNG              ,51
201801   ,YEM              ,989
201807   ,USA              ,21073
201807   ,TMP              ,13
201802   ,PHL              ,452
201802   ,NPL              ,142
201802   ,TCD              ,97
201802   ,SEN              ,110
201506   ,HRV              ,129
201604   ,BRN              ,31
201601   ,AZE              ,172
201510   ,AGO              ,78
201604   ,LKA              ,136
201511   ,CAF              ,147
201502   ,LTU              ,111
201509   ,SYC              ,13
201601   ,AGO              ,51
201603   ,MLT              ,43
201510   ,SUR              ,11
201601   ,MNG              ,28
201908   ,BLR              ,193
201906   ,CAF              ,10
201803   ,NOR              ,255
201803   ,ZWE              ,262
201804   ,DOM              ,90
201804   ,THA              ,197
201804   ,OMN              ,178
201804   ,SSD              ,96
201901   ,CHL              ,189
201804   ,BFA              ,33
201511   ,PRY              ,79
201505   ,PNG              ,38
201810   ,MNG              ,43
201809   ,RUS              ,5023
201605   ,BEN              ,23
201601   ,KGZ              ,90
201903   ,JOR              ,318
201903   ,TZA              ,36
201903   ,ERI              ,19
201805   ,SEN              ,217
201805   ,DOM              ,177
201712   ,WST              ,231
201712   ,SYR              ,1645
201712   ,NIC              ,78
201905   ,DEU              ,1729
201910   ,DNK              ,184
201809   ,IRL              ,799
201809   ,ECU              ,181
201809   ,YEM              ,326
201507   ,MHL              ,7
201808   ,VEN              ,699
201605   ,COK              ,2
201808   ,CAF              ,55
201810   ,LAM              ,1
201902   ,KOR              ,765
201902   ,TKM              ,52
201904   ,TUN              ,143
201904   ,ZMB              ,14
201911   ,BGR              ,277
201911   ,AGO              ,40
201911   ,LAO              ,37
201907   ,DOM              ,64
201907   ,TTO              ,11
201907   ,CRB              ,10
202006   ,BGD              ,33
201901   ,CYP              ,111
201902   ,TTO              ,13
202002   ,FIN              ,194
202002   ,MRT              ,30
201811   ,SWE              ,345
201811   ,IRN              ,867
201811   ,BDI              ,18
201811   ,SSD              ,64
201812   ,OMN              ,91
201601   ,CAF              ,37
201602   ,PLW              ,8
201812   ,CUB              ,300
201812   ,EST              ,60
201812   ,NER              ,29
201812   ,KWT              ,163
201812   ,MKD              ,321
201503   ,LSO              ,13
201704   ,SMR              ,1
201909   ,JPN              ,882
201508   ,LCA              ,10
201901   ,UZB              ,49
201901   ,WST              ,180
201812   ,COM              ,3
201910   ,AIA              ,3
201507   ,PLW              ,7
201508   ,COM              ,2
201910   ,HKG              ,3
201704   ,SHN              ,1
201910   ,LIE              ,1
201502   ,CAS              ,1
201812   ,CAS              ,2
202004   ,EUR              ,1552
202004   ,BHR              ,38
201611   ,BEL              ,911
201610   ,COL              ,2449
201511   ,VAT              ,307
201707   ,SDN              ,349
201707   ,CRI              ,23
201708   ,KWT              ,371
201706   ,IRN              ,1989
202005   ,SOM              ,51
201704   ,MUS              ,197
201704   ,GRD              ,20
202003   ,VAT              ,142
201708   ,NRU              ,8
201704   ,CRB              ,7
201704   ,ASA              ,11
201706   ,EST              ,148
201706   ,POL              ,819
201706   ,ISR              ,1492
201706   ,COG              ,90
201606   ,SAU              ,1334
201701   ,MAR              ,505
201702   ,CRI              ,38
201611   ,LIE              ,5
202005   ,AIA              ,2
201610   ,DJI              ,24
201610   ,CRB              ,3
201608   ,ARM              ,381
201608   ,GTM              ,205
201607   ,MLI              ,212
201608   ,MOZ              ,71
201508   ,RUS              ,3128
201608   ,KHM              ,120
201706   ,NRU              ,5
201702   ,PGS              ,16
201703   ,STP              ,5
201703   ,FJI              ,30
201609   ,MDA              ,274
201509   ,MLI              ,131
201509   ,IND              ,1363
201701   ,ZWE              ,135
201701   ,ATG              ,10
201707   ,BMU              ,19
201607   ,COL              ,1117
201607   ,CHL              ,524
201607   ,EST              ,128
201612   ,ALB              ,1035
201612   ,TTO              ,52
201705   ,NZL              ,348
201705   ,TUN              ,570
201705   ,CPV              ,9
201612   ,ABW              ,1
201510   ,PAN              ,138
201605   ,DEU              ,3049
201705   ,ATG              ,4
201612   ,SWZ              ,3
201512   ,IRL              ,323
201711   ,ARE              ,446
201711   ,FIN              ,450
201711   ,ZWE              ,889
201709   ,POL              ,993
201709   ,PAN              ,152
201805   ,DZA              ,185
201805   ,MEX              ,1587
201805   ,CIV              ,49
201805   ,LUX              ,94
201805   ,PRY              ,120
201709   ,OMN              ,158
202006   ,QAT              ,17
202006   ,BHS              ,4
202006   ,SVK              ,17
202006   ,UZB              ,3
201506   ,CUB              ,363
201506   ,TUN              ,719
201603   ,HRV              ,230
201503   ,NGA              ,817
201502   ,RUS              ,1363
201505   ,VEN              ,467
201508   ,COL              ,915
201506   ,SAS              ,45
201505   ,PAK              ,1081
201605   ,QAT              ,349
201502   ,PSE              ,145
201801   ,SAF              ,5
201801   ,GTM              ,97
201807   ,SSD              ,141
201802   ,                 ,156201
201802   ,MDV              ,905
201802   ,EGY              ,1876
201802   ,CPV              ,6
201604   ,GAB              ,51
201508   ,KEN              ,289
201602   ,NPL              ,200
201605   ,CPV              ,4
201503   ,AND              ,42
201605   ,ECU              ,317
201508   ,BEN              ,33
201605   ,ISL              ,101
201908   ,GRC              ,417
201803   ,DZA              ,231
201804   ,BHR              ,154
201804   ,NZL              ,460
201510   ,CAS              ,9
202001   ,PHL              ,191
202001   ,SOM              ,85
201804   ,HKG              ,7
201509   ,CPV              ,2
201503   ,MCO              ,80
201810   ,CMR              ,156
201501   ,PLW              ,1
201505   ,BWA              ,39
201903   ,VCT              ,13
201903   ,LCA              ,22
201503   ,TON              ,7
201509   ,PGS              ,22
201508   ,PLW              ,10
201806   ,OMN              ,127
201806   ,PLW              ,9
201712   ,ARM              ,351
201712   ,PRT              ,315
201712   ,SDN              ,372
201712   ,SWE              ,425
201712   ,LKA              ,116
201712   ,COM              ,3
201910   ,BLR              ,300
201910   ,JPN              ,972
201910   ,PAK              ,1061
201909   ,URY              ,88
201809   ,KAZ              ,170
201809   ,QAT              ,180
201809   ,MCO              ,62
201808   ,NZL              ,549
201808   ,ALB              ,269
201808   ,CZE              ,171
201808   ,MAR              ,216
201902   ,NLD              ,332
201902   ,LSO              ,6
201904   ,PER              ,348
201911   ,IRQ              ,789
201902   ,BEN              ,7
201601   ,PLW              ,11
202002   ,PHL              ,211
202002   ,MLT              ,38
202002   ,TKM              ,24
202003   ,VUT              ,6
202003   ,FSM              ,1
201504   ,AND              ,9
201809   ,MDG              ,38
201811   ,ESP              ,1222
201811   ,TJK              ,57
201912   ,CAN              ,1244
201912   ,TUV              ,5
201812   ,AFR              ,535
201608   ,GEO              ,1
201607   ,MMR              ,158
201607   ,CMR              ,130
201905   ,TGO              ,27
201905   ,DZA              ,241
201909   ,NZL              ,371
201909   ,CHE              ,312
201909   ,GTM              ,85
201909   ,JAM              ,71
201909   ,SOM              ,48
201606   ,BHS              ,66
202006   ,SGP              ,13
201912   ,LBR              ,20
201911   ,LSO              ,8
201812   ,CPV              ,2
201812   ,HKG              ,6
201909   ,BDI              ,20
201805   ,KNA              ,30
201805   ,SWZ              ,1
201705   ,WLF              ,1
201604   ,SHN              ,2
201904   ,SHN              ,2
201802   ,WLF              ,1
202002   ,ABW              ,6
201511   ,SWZ              ,3
201901   ,WLF              ,1
201604   ,AIA              ,3
202004   ,FRA              ,1220
202004   ,BMU              ,10
201611   ,PRT              ,452
201611   ,KGZ              ,188
201611   ,GRD              ,24
201511   ,GBR              ,3946
201611   ,KNA              ,10
202004   ,COM              ,3
201707   ,KGZ              ,118
201707   ,GBR              ,3693
201707   ,IDN              ,693
201708   ,ITA              ,1482
202005   ,TON              ,7
201704   ,MYS              ,279
201704   ,CAF              ,40
201704   ,MCO              ,112
202003   ,CIV              ,37
201708   ,DZA              ,236
201703   ,PHL              ,736
201706   ,TJK              ,68
201705   ,VNM              ,237
201606   ,AUS              ,2353
201701   ,PAK              ,928
201702   ,KEN              ,326
201702   ,AGO              ,221
201602   ,GBR              ,3793
201610   ,KWT              ,352
201610   ,PRK              ,315
201609   ,RWA              ,86
201608   ,NZL              ,369
201608   ,KAZ              ,274
201612   ,CYP              ,290
201703   ,CYM              ,8
202005   ,SMR              ,2
201609   ,CHL              ,613
201609   ,UZB              ,213
201509   ,                 ,178850
201609   ,NOR              ,493
201609   ,BWA              ,52
201609   ,NRU              ,13
201509   ,ESP              ,2086
201509   ,IDN              ,766
201612   ,TCD              ,65
201612   ,CAS              ,1
201605   ,COL              ,1154
201605   ,NGA              ,742
201606   ,PNG              ,93
201706   ,TON              ,3
201509   ,JOR              ,611
201603   ,LTU              ,200
201510   ,BFA              ,79
201701   ,BFA              ,40
201605   ,SOM              ,212
201607   ,NOR              ,350
201511   ,MNG              ,70
201605   ,UKR              ,2778
201711   ,SRB              ,380
201711   ,SEN              ,114
201709   ,ARE              ,352
201709   ,SEN              ,97
201709   ,CHL              ,378
201603   ,RWA              ,75
201805   ,AFG              ,851
201711   ,GNQ              ,18
201711   ,MRT              ,96
201711   ,TKM              ,46
201710   ,GUY              ,63
201710   ,MRT              ,59
201504   ,IND              ,1429
201602   ,CAF              ,61
201503   ,CUB              ,582
201505   ,FRA              ,2062
201507   ,IRQ              ,1264
201507   ,KOR              ,978
201602   ,LBY              ,647
201504   ,MEX              ,664
201504   ,AFG              ,930
201506   ,BOL              ,239
201502   ,KHM              ,40
201506   ,EGY              ,1304
201506   ,JOR              ,513
201601   ,MAR              ,423
201509   ,NIC              ,78
201604   ,SEA              ,201
201506   ,SGP              ,255
201512   ,SOM              ,274
201801   ,CHE              ,1214
201801   ,SEA              ,199
201801   ,COG              ,58
201801   ,NER              ,46
201807   ,FRA              ,1731
201807   ,ETH              ,361
201807   ,NPL              ,118
201802   ,KWT              ,348
201802   ,IRN              ,1355
201802   ,KNA              ,10
201802   ,GIN              ,64
201802   ,HRV              ,320
201603   ,YEM              ,767
201502   ,CAN              ,794
201502   ,IRL              ,103
201806   ,VEN              ,584
201509   ,BTN              ,25
201504   ,CYP              ,273
201501   ,COL              ,13
201507   ,RWA              ,94
201504   ,SAF              ,20
201604   ,TGO              ,106
201908   ,GIN              ,35
201907   ,PAK              ,701
201906   ,FJI              ,31
201906   ,POL              ,508
201906   ,TON              ,1
201906   ,SVK              ,79
201803   ,MCO              ,122
201803   ,YEM              ,533
201803   ,SEA              ,130
201803   ,ETH              ,257
201803   ,NGA              ,608
201803   ,ZMB              ,58
201804   ,BGR              ,601
201804   ,ESP              ,1692
201901   ,IND              ,715
201912   ,USA              ,12345
201810   ,AFR              ,777
201903   ,SOM              ,101
201903   ,BHS              ,32
201903   ,COD              ,40
201503   ,CPV              ,14
201806   ,SDN              ,263
201806   ,BFA              ,45
201712   ,CMR              ,170
201910   ,IRL              ,872
201910   ,LTU              ,158
201910   ,SWE              ,344
201910   ,PSE              ,158
201910   ,BHS              ,49
201809   ,WSM              ,19
201505   ,BTN              ,12
201808   ,UGA              ,179
201810   ,GEO              ,2
201904   ,QAT              ,222
201911   ,MCO              ,43
201911   ,EST              ,58
201911   ,HND              ,75
201911   ,SYC              ,16
201911   ,URY              ,75
201802   ,BRB              ,6
201907   ,HND              ,94
202003   ,MLT              ,45
201607   ,COG              ,61
201811   ,RUS              ,4941
201811   ,EUR              ,3303
201811   ,CHL              ,229
201912   ,ARG              ,310
201912   ,KOR              ,854
201812   ,                 ,110753
201711   ,KIR              ,6
201812   ,ALB              ,163
201812   ,PSE              ,455
201709   ,TON              ,3
201508   ,MWI              ,16
201606   ,ZWE              ,107
201607   ,DMA              ,11
201905   ,WST              ,125
201909   ,GHA              ,90
201606   ,ATG              ,8
201805   ,WSM              ,21
201901   ,CAF              ,15
201901   ,ATG              ,8
201503   ,HKG              ,14
201812   ,LBR              ,7
201902   ,TGO              ,25
201608   ,ROM              ,2
201503   ,GEO              ,3
201811   ,SHN              ,1
201912   ,GAB              ,9
202006   ,GUY              ,2
201603   ,LIE              ,4
201602   ,COM              ,2
201603   ,ROM              ,3
201808   ,MAC              ,1
201604   ,GEO              ,1
201603   ,KIR              ,1
202004   ,ECU              ,117
202004   ,FIN              ,169
202004   ,HND              ,82
202004   ,MDG              ,13
202004   ,PAK              ,623
201611   ,JPN              ,1464
201611   ,RUS              ,4931
201610   ,                 ,200395
201611   ,IDN              ,1023
201611   ,ERI              ,32
201707   ,SAU              ,1794
201707   ,BFA              ,55
201707   ,MLT              ,86
201706   ,CZE              ,337
201708   ,IRL              ,410
201707   ,SYC              ,11
201708   ,TON              ,7
201708   ,MUS              ,108
202005   ,RUS              ,2635
202005   ,ISR              ,804
201905   ,NGA              ,291
201704   ,LUX              ,116
201703   ,KOR              ,1468
201703   ,JPN              ,1549
201704   ,PSE              ,964
201703   ,SSD              ,236
202003   ,DOM              ,69
202003   ,SLB              ,5
201708   ,LBR              ,20
201708   ,TCD              ,79
201708   ,LTU              ,210
201705   ,PRK              ,1281
201606   ,LBY              ,694
201706   ,AND              ,25
201602   ,RUS              ,4626
201701   ,TUN              ,602
201702   ,CHL              ,429
201703   ,AGO              ,197
201703   ,BFA              ,55
201610   ,KEN              ,411
201610   ,VAT              ,330
201610   ,SLE              ,15
201610   ,AIA              ,4
201608   ,NPL              ,179
201608   ,WAF              ,22
201604   ,NAM              ,47
201702   ,NER              ,64
201602   ,BEN              ,22
201610   ,LCA              ,27
201701   ,VUT              ,5
201601   ,HUN              ,241
201612   ,MKD              ,697
201612   ,SGP              ,224
201612   ,COK              ,2
201705   ,CMR              ,198
201705   ,PER              ,707
201705   ,PLW              ,19
201605   ,POL              ,1005
201509   ,SLV              ,45
201610   ,STP              ,4
201711   ,GHA              ,170
201709   ,ETH              ,138
201805   ,PSE              ,1556
201805   ,GAB              ,29
202006   ,PAK              ,74
201709   ,GRD              ,13
202006   ,KWT              ,5
201507   ,ISR              ,1766
201602   ,BTN              ,19
201602   ,VAT              ,324
201503   ,IRN              ,2102
201504   ,KAZ              ,225
201504   ,LVA              ,202
201507   ,MYS              ,630
201507   ,SWE              ,399
201605   ,AUT              ,588
201505   ,SVK              ,116
201503   ,MKD              ,236
201505   ,SAS              ,32
201506   ,THA              ,328
201709   ,NRU              ,8
201801   ,BMU              ,46
201801   ,SSD              ,96
201807   ,CAN              ,2015
201807   ,VEN              ,331
201807   ,THA              ,263
201505   ,BGR              ,450
201604   ,URY              ,209
201507   ,BDI              ,200
201502   ,GRD              ,5
201512   ,MLT              ,58
201807   ,TCD              ,71
201806   ,PER              ,320
201807   ,BTN              ,24
201509   ,PNG              ,74
201506   ,COD              ,52
201512   ,SAS              ,40
201504   ,ISL              ,60
201509   ,AGO              ,96
201908   ,RUS              ,3322
201908   ,SAU              ,365
201808   ,SGP              ,326
201908   ,BMU              ,24
201806   ,IRL              ,745
201803   ,EUR              ,4240
201803   ,COL              ,707
201803   ,PSE              ,782
201803   ,CRI              ,24
201804   ,ZWE              ,218
201804   ,NLD              ,395
201503   ,TMP              ,17
202001   ,ARM              ,171
202001   ,BHR              ,43
202001   ,SWE              ,228
201901   ,GTM              ,149
202001   ,SDN              ,165
201605   ,BFA              ,53
201810   ,ARM              ,278
201509   ,MHL              ,17
201512   ,BEN              ,14
201504   ,WAF              ,11
201511   ,NAM              ,24
201602   ,BHS              ,57
201903   ,EGY              ,552
201902   ,ITA              ,1262
201602   ,NER              ,50
201712   ,BLR              ,270
201712   ,SEA              ,82
201712   ,LTU              ,180
201712   ,MLI              ,167
201801   ,BDI              ,32
201905   ,ARE              ,209
201507   ,KIR              ,7
201603   ,SAF              ,7
201910   ,CRI              ,17
201910   ,TTO              ,16
201809   ,ALB              ,217
201808   ,IRN              ,1572
201508   ,BRB              ,18
