MonthYear,Actor1CountryCode,EventsMentions35up
201911   ,ERI              ,6
202002   ,BHR              ,7
201606   ,BWA              ,1
201601   ,PLW              ,1
201911   ,CIV              ,3
201909   ,CIV              ,1
201603   ,WSM              ,1
201808   ,SLE              ,1
202004   ,USA              ,1303
202004   ,IRQ              ,23
202004   ,CHL              ,10
202004   ,CZE              ,9
202005   ,MAR              ,5
201707   ,OMN              ,19
201708   ,MMR              ,21
201708   ,AUS              ,335
201707   ,ZAF              ,10
201704   ,CAN              ,183
202003   ,KOR              ,113
202003   ,PHL              ,21
201703   ,BEL              ,188
201703   ,HND              ,71
201703   ,LBY              ,67
201703   ,MWI              ,5
201702   ,SOM              ,54
202005   ,QAT              ,8
202005   ,SWE              ,26
201611   ,VAT              ,36
201702   ,AFG              ,111
201702   ,SYR              ,377
201701   ,PHL              ,103
201702   ,HND              ,45
201702   ,SEN              ,10
201708   ,COD              ,4
201706   ,KAZ              ,34
201706   ,BHR              ,88
201706   ,MDG              ,5
201706   ,MNG              ,5
201610   ,HTI              ,85
201610   ,ISR              ,137
201609   ,EUR              ,542
201610   ,SEN              ,7
201610   ,LVA              ,25
201703   ,UGA              ,19
201703   ,PNG              ,5
201609   ,BDI              ,6
201609   ,MAR              ,49
201509   ,ETH              ,6
201509   ,RWA              ,12
201709   ,BDI              ,16
201707   ,GMB              ,9
201702   ,MNG              ,2
201612   ,PGS              ,5
201803   ,JAM              ,12
201705   ,COD              ,13
201802   ,GBR              ,781
201804   ,IRL              ,52
201805   ,DOM              ,22
201805   ,IRN              ,334
201606   ,UKR              ,152
201709   ,FIN              ,43
201709   ,ARG              ,46
201710   ,KWT              ,58
201710   ,PRY              ,2
201603   ,CHN              ,233
201805   ,CRI              ,3
201607   ,CAN              ,155
201607   ,SWE              ,49
201606   ,EUR              ,655
201610   ,MEA              ,4
201604   ,AND              ,3
201507   ,EGY              ,126
201709   ,AND              ,3
201705   ,BLZ              ,2
201804   ,NER              ,9
201710   ,BRB              ,4
201710   ,BFA              ,3
201807   ,PRK              ,99
201807   ,MKD              ,180
201807   ,MYS              ,41
201512   ,IND              ,75
201512   ,IDN              ,55
201509   ,MAR              ,22
201601   ,ARG              ,63
201801   ,ZAF              ,9
201712   ,URY              ,17
201507   ,LUX              ,21
201503   ,MEX              ,87
201503   ,PHL              ,51
201904   ,ZAF              ,9
201901   ,NOR              ,20
201901   ,YEM              ,21
201504   ,NLD              ,66
201506   ,OMN              ,14
201511   ,ECU              ,16
201505   ,NER              ,15
201603   ,NPL              ,26
201806   ,BEL              ,142
201806   ,FIN              ,41
201806   ,NPL              ,8
201903   ,NLD              ,65
201504   ,TZA              ,8
201511   ,DZA              ,11
201906   ,CMR              ,11
201906   ,PAK              ,59
201808   ,PSE              ,79
201510   ,BLR              ,27
201512   ,CYM              ,2
201908   ,MDV              ,22
201605   ,EST              ,17
201601   ,TWN              ,28
201502   ,FIN              ,7
201909   ,GMB              ,1
201812   ,TCD              ,3
201812   ,LVA              ,5
201905   ,ARE              ,36
201510   ,SSD              ,18
201510   ,BOL              ,8
201704   ,VCT              ,2
202006   ,ARE              ,3
201905   ,AGO              ,4
201606   ,MLT              ,2
201805   ,GEO              ,1
201809   ,CIV              ,21
201709   ,WAF              ,2
201806   ,BDI              ,1
201810   ,TCD              ,3
201909   ,LKA              ,15
201512   ,FJI              ,4
201912   ,VEN              ,17
201912   ,GHA              ,3
202006   ,SLV              ,2
201601   ,SAS              ,1
201812   ,MRT              ,5
201807   ,BTN              ,2
201911   ,EGY              ,32
201810   ,SAS              ,1
202001   ,DEU              ,128
201512   ,NAM              ,4
201908   ,HUN              ,9
201607   ,DMA              ,1
201811   ,TON              ,1
202002   ,EST              ,2
201506   ,ROM              ,3
201904   ,TKM              ,3
201511   ,PLW              ,2
202006   ,IDN              ,2
202002   ,MDA              ,13
202002   ,GRD              ,1
202003   ,EST              ,2
201512   ,ABW              ,1
201911   ,GUY              ,1
201911   ,NIC              ,4
201911   ,PHL              ,13
201901   ,SEA              ,1
201808   ,MNG              ,3
201904   ,TCD              ,5
202001   ,ERI              ,2
202001   ,SEN              ,1
201502   ,ETH              ,4
202003   ,TKM              ,1
201603   ,TJK              ,1
201506   ,SEN              ,1
202001   ,QAT              ,1
201908   ,SVK              ,1
201908   ,MDG              ,1
201902   ,CIV              ,2
201502   ,ISL              ,1
202004   ,MEX              ,54
202004   ,LTU              ,8
201904   ,BEL              ,59
201707   ,                 ,21049
201707   ,TTO              ,12
201704   ,COL              ,289
201704   ,AFG              ,216
201704   ,MDV              ,83
202003   ,TGO              ,1
202004   ,BFA              ,1
202004   ,SLB              ,1
201701   ,SOM              ,34
201703   ,AZE              ,52
201603   ,GBR              ,315
201703   ,GIN              ,4
201703   ,NMR              ,2
201611   ,ALB              ,290
201611   ,TZA              ,10
201611   ,MEX              ,222
201511   ,ARG              ,23
201701   ,PRY              ,52
201702   ,TJK              ,6
201704   ,LBR              ,8
201708   ,UGA              ,19
201708   ,SSD              ,12
201708   ,LTU              ,22
201608   ,DZA              ,29
201608   ,SVK              ,19
201608   ,URY              ,77
201706   ,CYP              ,55
201706   ,MLT              ,9
201702   ,SVK              ,8
201704   ,ERI              ,8
201604   ,AFG              ,146
201610   ,AFR              ,133
201610   ,MUS              ,10
201603   ,COD              ,10
201708   ,TJK              ,5
201711   ,DEU              ,387
201709   ,DEU              ,409
201709   ,HRV              ,32
201612   ,EUR              ,522
201612   ,ARE              ,44
201612   ,THA              ,28
201612   ,SLV              ,12
201803   ,JOR              ,60
201708   ,BEN              ,1
201701   ,PNG              ,10
201711   ,ARE              ,54
201711   ,BGR              ,121
201803   ,CAF              ,16
201802   ,MDA              ,29
201802   ,WAF              ,4
201805   ,PSE              ,218
201704   ,BLZ              ,1
201801   ,BOL              ,35
201801   ,KGZ              ,24
201512   ,HKG              ,1
201711   ,ECU              ,36
201711   ,NAM              ,2
201711   ,CAF              ,14
201712   ,CHL              ,32
201712   ,RWA              ,10
201712   ,ISL              ,9
201711   ,MRT              ,17
201607   ,JOR              ,55
201607   ,ITA              ,218
201607   ,MWI              ,25
201607   ,KGZ              ,6
201506   ,GBR              ,521
201604   ,DOM              ,31
201506   ,ESP              ,114
201502   ,IRQ              ,54
201601   ,SAU              ,210
201802   ,BRB              ,1
201604   ,SOM              ,31
201604   ,LTU              ,20
201608   ,RWA              ,2
201710   ,GIN              ,12
201805   ,MLT              ,12
201811   ,LBY              ,30
201811   ,VNM              ,19
201805   ,MUS              ,4
201807   ,SGP              ,20
201604   ,PSE              ,56
201503   ,LBY              ,69
201502   ,MEX              ,38
201508   ,ISR              ,151
201801   ,NZL              ,27
201606   ,SDN              ,43
201605   ,CAN              ,303
201606   ,SSD              ,4
201902   ,PRK              ,75
201902   ,BEL              ,106
201902   ,IRQ              ,30
201902   ,NMR              ,4
201712   ,PRY              ,13
201504   ,BRB              ,3
201504   ,IRN              ,287
201504   ,GRC              ,153
201601   ,THA              ,31
201904   ,ITA              ,96
201901   ,AFR              ,44
201901   ,COL              ,30
201809   ,TJK              ,2
201809   ,SLV              ,7
201506   ,MAR              ,22
201504   ,EST              ,8
201811   ,VEN              ,44
201907   ,KIR              ,2
201802   ,ZMB              ,1
201804   ,BDI              ,3
201510   ,URY              ,11
201502   ,AFR              ,17
201806   ,AUS              ,190
201806   ,DNK              ,54
201806   ,ISR              ,178
201806   ,CHN              ,201
201806   ,SDN              ,17
201511   ,OMN              ,9
201903   ,ITA              ,136
201903   ,YEM              ,38
201605   ,PLW              ,2
201810   ,WST              ,46
201511   ,GTM              ,5
201503   ,DOM              ,8
201906   ,SGP              ,14
201808   ,ARG              ,46
201808   ,LBN              ,32
201808   ,NZL              ,39
201509   ,ARE              ,27
201810   ,SVK              ,10
201810   ,PER              ,29
201908   ,NZL              ,35
201506   ,DZA              ,46
201512   ,SGP              ,16
201607   ,TKM              ,3
201501   ,EGY              ,4
201907   ,BOL              ,7
201907   ,DNK              ,13
201908   ,SLE              ,2
201908   ,PRK              ,52
201905   ,PHL              ,20
201905   ,CMR              ,44
201808   ,BOL              ,29
201808   ,ETH              ,14
201508   ,ETH              ,21
201802   ,PRY              ,4
201810   ,MLT              ,4
201601   ,BHS              ,3
201805   ,CYM              ,2
201602   ,EST              ,3
201910   ,BGR              ,76
201910   ,HUN              ,17
201806   ,AGO              ,6
201503   ,PER              ,11
201607   ,VCT              ,1
201812   ,EST              ,3
201604   ,CYM              ,1
201912   ,PRK              ,61
202004   ,BRN              ,2
201808   ,WAF              ,2
202002   ,PRY              ,2
202002   ,MKD              ,14
202001   ,AFG              ,19
202003   ,HTI              ,7
202003   ,UGA              ,7
202001   ,JAM              ,2
202001   ,UZB              ,3
201911   ,ESP              ,69
201911   ,FIN              ,19
201911   ,WST              ,25
201911   ,SEN              ,2
202006   ,VAT              ,4
202002   ,SEA              ,8
201911   ,LTU              ,10
201511   ,BMU              ,1
202002   ,IND              ,9
202001   ,ARG              ,7
201504   ,FJI              ,1
201911   ,MLT              ,10
201911   ,COD              ,1
201909   ,MDG              ,6
202002   ,TTO              ,2
201911   ,LBR              ,1
201910   ,SYC              ,1
201908   ,GNQ              ,2
201910   ,MDG              ,1
202004   ,VEN              ,43
202004   ,KAZ              ,8
202005   ,NLD              ,14
201707   ,ESP              ,216
201707   ,PRT              ,38
201707   ,DJI              ,6
201708   ,SVK              ,7
201607   ,JPN              ,136
201607   ,                 ,24500
201704   ,IDN              ,75
201705   ,IRQ              ,196
202003   ,MDV              ,48
202003   ,LTU              ,13
202003   ,AUT              ,21
202004   ,KHM              ,7
201703   ,VEN              ,336
202005   ,LUX              ,3
201611   ,UZB              ,10
201611   ,ARE              ,55
201611   ,LBN              ,55
201611   ,CYP              ,58
201701   ,AUS              ,290
201701   ,CMR              ,15
201702   ,BRB              ,2
201708   ,PAK              ,65
201706   ,CUB              ,121
201705   ,USA              ,4102
201706   ,SEN              ,14
201706   ,LSO              ,7
201706   ,GUY              ,2
201609   ,BRA              ,187
201609   ,TGO              ,16
201609   ,IRQ              ,193
201709   ,ISL              ,13
201709   ,PRY              ,5
201611   ,BMU              ,1
201612   ,EGY              ,285
201701   ,MWI              ,1
201711   ,HRV              ,55
201705   ,ETH              ,23
201705   ,CYP              ,47
201804   ,CAN              ,221
201804   ,CIV              ,8
201803   ,SLV              ,5
201803   ,TKM              ,11
201801   ,VAT              ,25
201801   ,SAU              ,150
201710   ,EUR              ,526
201710   ,SWE              ,81
201710   ,MLT              ,24
201710   ,RUS              ,651
201710   ,SYR              ,235
201710   ,ISR              ,142
201510   ,SDN              ,28
201607   ,KEN              ,79
201607   ,DNK              ,46
201511   ,SLV              ,11
201507   ,JPN              ,145
201506   ,CHN              ,387
201511   ,EGY              ,279
201604   ,TUR              ,560
201609   ,CMR              ,4
201710   ,BRN              ,5
201710   ,NZL              ,46
201703   ,TUV              ,4
201703   ,PGS              ,5
201807   ,NZL              ,32
201807   ,LTU              ,20
201711   ,MDG              ,2
201506   ,ARM              ,37
201512   ,MDV              ,77
201603   ,HRV              ,28
201801   ,CHL              ,111
201801   ,SUR              ,3
201711   ,ZMB              ,2
201606   ,ERI              ,29
201902   ,MDV              ,41
201902   ,BGR              ,28
201502   ,DEU              ,94
201603   ,LBR              ,7
201809   ,KHM              ,47
201809   ,MDV              ,60
201703   ,BRB              ,1
201703   ,AGO              ,1
201505   ,SDN              ,23
201505   ,PSE              ,52
201506   ,NPL              ,11
201509   ,NLD              ,45
201508   ,COL              ,79
201706   ,CYM              ,1
201807   ,PRT              ,18
201807   ,ZAF              ,16
201509   ,BDI              ,6
201508   ,MYS              ,73
201604   ,KWT              ,49
201512   ,MUS              ,8
201509   ,PRT              ,28
201510   ,TZA              ,10
201504   ,ARG              ,12
201903   ,VUT              ,1
201508   ,KAZ              ,11
201810   ,UKR              ,113
201810   ,TMP              ,1
201810   ,BHR              ,16
201811   ,MOZ              ,5
201906   ,PHL              ,13
201906   ,YEM              ,31
201808   ,TUN              ,28
201808   ,KWT              ,8
201808   ,FIN              ,39
201808   ,IDN              ,74
201808   ,SLV              ,10
