MonthYear,Actor1CountryCode,EventsMentions45up
201612   ,MLT              ,17
201701   ,LBR              ,12
201706   ,BFA              ,7
201606   ,CUB              ,63
201705   ,IRL              ,21
201705   ,BRB              ,3
201702   ,UGA              ,16
201602   ,NLD              ,32
201602   ,TUR              ,290
201612   ,MEA              ,2
201703   ,LIE              ,1
201705   ,MMR              ,7
201701   ,KNA              ,2
201705   ,SMR              ,1
201709   ,ATG              ,5
201709   ,BRA              ,30
201709   ,ISL              ,6
201710   ,RUS              ,400
201803   ,POL              ,102
201709   ,PRY              ,4
201607   ,ISR              ,128
201802   ,EUR              ,303
201802   ,FRA              ,120
201802   ,TUN              ,27
201803   ,DOM              ,11
201801   ,FRA              ,210
201711   ,CIV              ,5
201712   ,ZWE              ,6
201804   ,RUS              ,476
201701   ,MDG              ,1
201805   ,AUS              ,71
201805   ,BOL              ,8
201803   ,SOM              ,7
201610   ,BTN              ,2
201804   ,FIN              ,9
201805   ,VEN              ,40
201712   ,HRV              ,25
201805   ,MLT              ,8
201805   ,ZAF              ,6
201510   ,HRV              ,30
201602   ,MEX              ,124
201503   ,QAT              ,17
201806   ,LVA              ,29
201806   ,BRA              ,37
201504   ,PRK              ,23
201505   ,NGA              ,55
201604   ,JOR              ,29
201509   ,NGA              ,16
201905   ,MDV              ,15
201905   ,QAT              ,10
202001   ,ESP              ,21
201907   ,GBR              ,641
201907   ,VAT              ,10
201907   ,UZB              ,3
201907   ,CIV              ,1
201512   ,QAT              ,18
201505   ,SWE              ,18
201511   ,MEX              ,59
201505   ,TUN              ,13
201807   ,UGA              ,6
201509   ,ALB              ,6
201505   ,VCT              ,1
201908   ,MDV              ,11
201908   ,PAK              ,34
201506   ,KEN              ,16
201512   ,NPL              ,4
201912   ,OMN              ,11
201901   ,BRA              ,17
201901   ,PAN              ,4
201512   ,PNG              ,3
201505   ,CHE              ,37
201911   ,BOL              ,44
201911   ,ECU              ,4
201911   ,GIN              ,2
201911   ,PER              ,7
201910   ,ESP              ,53
201811   ,MAR              ,22
201907   ,SYR              ,40
201808   ,EUR              ,161
201808   ,HRV              ,17
201808   ,ZWE              ,41
201908   ,HND              ,3
201604   ,CYP              ,10
201506   ,DNK              ,8
201603   ,AGO              ,6
201607   ,MRT              ,7
201909   ,IRL              ,87
201909   ,SAF              ,1
201806   ,NOR              ,38
201511   ,LBR              ,3
201806   ,ISL              ,2
201509   ,KOR              ,16
201908   ,LAO              ,2
201903   ,MYS              ,8
201505   ,FJI              ,1
201810   ,DNK              ,22
201810   ,ZWE              ,6
201806   ,MDG              ,1
201903   ,BDI              ,2
201904   ,SAS              ,1
201601   ,NPL              ,3
201909   ,MDG              ,2
201607   ,MNG              ,8
201809   ,PRT              ,20
201805   ,TKM              ,1
201503   ,UGA              ,7
201810   ,TWN              ,8
201809   ,NLD              ,31
201809   ,KHM              ,33
201905   ,COG              ,3
201605   ,GUY              ,1
202002   ,BLR              ,3
201907   ,RWA              ,1
201903   ,GRD              ,7
201812   ,UGA              ,1
201806   ,DMA              ,1
201505   ,BEN              ,2
201809   ,SEN              ,2
201604   ,LUX              ,6
201808   ,HTI              ,1
201904   ,TCD              ,2
201907   ,PAN              ,1
201604   ,GNQ              ,1
202001   ,GMB              ,3
201811   ,TGO              ,1
201909   ,TON              ,1
201906   ,BHS              ,1
201801   ,SUR              ,1
202003   ,PRK              ,14
202005   ,THA              ,1
201702   ,AUT              ,32
201602   ,TZA              ,6
201702   ,MDV              ,31
201701   ,UKR              ,89
201611   ,KAZ              ,18
201611   ,PAN              ,44
201611   ,ITA              ,105
201611   ,URY              ,32
201704   ,AUT              ,30
201704   ,TTO              ,7
201704   ,PAN              ,30
201703   ,SRB              ,86
201703   ,EGY              ,112
201703   ,GTM              ,86
201703   ,CHN              ,231
201703   ,PAN              ,35
201610   ,BEL              ,102
201610   ,SLV              ,13
201708   ,PRK              ,155
201708   ,CHE              ,29
201706   ,EGY              ,202
201708   ,SOM              ,10
201708   ,SYC              ,1
201609   ,NZL              ,22
201609   ,AUS              ,180
201609   ,ZMB              ,3
201706   ,MUS              ,14
201509   ,IRN              ,98
201511   ,KOR              ,25
201609   ,LAO              ,17
201612   ,OMN              ,13
201612   ,CMR              ,5
201701   ,BHS              ,3
201705   ,MDV              ,45
201705   ,SWE              ,54
201607   ,FRA              ,273
201602   ,VEN              ,39
201705   ,NPL              ,12
201612   ,LCA              ,1
201710   ,FIN              ,19
201803   ,SEN              ,5
201704   ,VCT              ,1
201704   ,FJI              ,1
201712   ,USA              ,1600
201711   ,MEA              ,6
201712   ,KOR              ,59
201804   ,TUR              ,219
201712   ,RUS              ,374
201507   ,POL              ,57
201504   ,TZA              ,2
201705   ,LIE              ,1
201705   ,MLT              ,1
202006   ,ITA              ,9
201805   ,JAM              ,3
201512   ,DZA              ,12
201506   ,SRB              ,21
201806   ,SGP              ,44
201605   ,FIN              ,28
201504   ,MKD              ,53
201712   ,KAZ              ,10
201510   ,UZB              ,1
201502   ,FRA              ,48
201807   ,IDN              ,18
201808   ,BRA              ,45
201508   ,MDV              ,20
202006   ,TCD              ,1
201605   ,LUX              ,8
201605   ,OMN              ,9
201811   ,                 ,7726
201911   ,VEN              ,11
201910   ,ECU              ,17
201811   ,LBN              ,9
201504   ,ARG              ,5
201906   ,EST              ,8
201910   ,MCO              ,2
201910   ,NGA              ,10
201909   ,BEL              ,36
201905   ,PAN              ,6
201911   ,OMN              ,7
201804   ,GHA              ,3
201804   ,VUT              ,2
201501   ,SLV              ,1
201904   ,MOZ              ,4
201607   ,LKA              ,10
201607   ,THA              ,11
201607   ,NPL              ,11
201710   ,SLB              ,2
201503   ,VNM              ,8
201812   ,FIN              ,10
201807   ,BGD              ,14
201802   ,BMU              ,2
201809   ,MLI              ,3
201809   ,VAT              ,28
202001   ,UZB              ,1
201807   ,LSO              ,1
202002   ,SWZ              ,2
201912   ,MLT              ,3
201506   ,MAR              ,9
201503   ,KEN              ,10
201911   ,ETH              ,3
201607   ,PNG              ,1
201907   ,PRT              ,7
201902   ,BOL              ,1
201809   ,MLT              ,7
201508   ,CMR              ,6
201906   ,CHL              ,4
202003   ,SSD              ,2
201901   ,WAF              ,3
201605   ,TKM              ,1
201812   ,ETH              ,9
201907   ,BLR              ,3
201508   ,TON              ,1
201601   ,RWA              ,2
201902   ,LTU              ,2
201804   ,CRI              ,4
201510   ,PNG              ,3
201604   ,MRT              ,1
201503   ,ZMB              ,1
201901   ,MRT              ,1
202004   ,AUT              ,5
202004   ,MNG              ,1
202005   ,ARG              ,3
201707   ,COL              ,135
201707   ,COD              ,9
201707   ,AUT              ,28
201608   ,LBR              ,22
201608   ,IRL              ,25
201610   ,AUS              ,229
201704   ,ALB              ,137
201704   ,SDN              ,27
201704   ,SAU              ,96
201703   ,NOR              ,25
201703   ,ECU              ,50
201703   ,ISR              ,144
201703   ,NGA              ,26
201610   ,AZE              ,13
201610   ,CUB              ,65
201610   ,DZA              ,34
201610   ,VNM              ,27
201701   ,HTI              ,18
201702   ,PRT              ,28
201708   ,RUS              ,295
201708   ,UGA              ,6
201708   ,ALB              ,158
201706   ,NOR              ,48
201706   ,CHL              ,107
201704   ,TGO              ,9
201708   ,GIN              ,6
201610   ,BHS              ,8
201609   ,GBR              ,360
201707   ,BTN              ,3
201610   ,CAF              ,17
201612   ,TUR              ,348
201612   ,WAF              ,5
201612   ,MAR              ,44
201612   ,LBY              ,47
201612   ,KAZ              ,32
201607   ,IDN              ,23
201608   ,MMR              ,20
201605   ,USA              ,2268
201601   ,FRA              ,175
201703   ,PNG              ,4
201703   ,ZMB              ,2
201603   ,SWE              ,38
201610   ,PNG              ,2
201701   ,BRN              ,4
201508   ,FRA              ,131
201709   ,PHL              ,24
201709   ,PER              ,28
201803   ,NOR              ,20
201802   ,PHL              ,20
201709   ,MNG              ,3
201801   ,YEM              ,95
201712   ,SYR              ,107
201802   ,SEN              ,7
201802   ,TCD              ,7
201804   ,THA              ,13
201805   ,PAK              ,23
201805   ,DOM              ,8
201805   ,SEN              ,41
201803   ,ZWE              ,21
201711   ,CHL              ,7
201712   ,WST              ,24
201504   ,                 ,8044
201505   ,BEL              ,38
201602   ,MDV              ,33
201505   ,CUB              ,62
202006   ,TUR              ,12
201805   ,SDN              ,6
201712   ,NIC              ,4
201901   ,CYP              ,13
201901   ,WST              ,12
201901   ,CHL              ,6
201901   ,UZB              ,3
201601   ,CAF              ,2
201505   ,LBN              ,36
201510   ,GIN              ,18
201511   ,MYS              ,24
201905   ,DEU              ,96
201509   ,MMR              ,7
201601   ,MNG              ,1
201807   ,USA              ,2118
201511   ,CAF              ,29
201602   ,GTM              ,16
201604   ,LKA              ,3
201711   ,MLT              ,3
201711   ,LCA              ,1
201507   ,KGZ              ,7
201605   ,KGZ              ,8
201911   ,BGR              ,31
201509   ,BOL              ,9
201804   ,DOM              ,4
201804   ,OMN              ,4
201804   ,SSD              ,6
201910   ,DNK              ,8
201811   ,IRN              ,47
201811   ,SSD              ,12
201811   ,SWE              ,34
201808   ,VEN              ,24
201808   ,CAF              ,2
201908   ,BLR              ,6
201909   ,JPN              ,29
201911   ,LAO              ,6
201911   ,AGO              ,2
201510   ,ZAF              ,5
201812   ,CUB              ,10
201812   ,MKD              ,42
201812   ,NER              ,1
201903   ,JOR              ,18
202002   ,FIN              ,11
202006   ,EGY              ,2
201802   ,NPL              ,6
201809   ,RUS              ,317
201601   ,SEA              ,9
201902   ,KOR              ,39
202002   ,MRT              ,1
201601   ,AGO              ,1
201510   ,AGO              ,1
201809   ,IRL              ,98
201809   ,ECU              ,20
201809   ,YEM              ,17
201511   ,TZA              ,1
201906   ,CAF              ,2
201601   ,KGZ              ,2
201508   ,LCA              ,1
201904   ,TUN              ,3
201812   ,OMN              ,1
201812   ,KWT              ,5
201812   ,EST              ,1
201903   ,TZA              ,1
201505   ,PNG              ,5
201502   ,LTU              ,4
201511   ,PRY              ,1
202006   ,BGD              ,1
201506   ,HRV              ,3
201907   ,DOM              ,1
201510   ,ISL              ,2
202004   ,DNK              ,3
201903   ,ERI              ,1
202003   ,KAZ              ,2
201510   ,KGZ              ,1
201503   ,LSO              ,1
201904   ,ZMB              ,1
201905   ,                 ,6478
201905   ,SOM              ,3
201702   ,EST              ,14
201702   ,BGD              ,25
201702   ,MMR              ,20
201701   ,MEX              ,208
201707   ,SLV              ,5
201708   ,NLD              ,100
201707   ,BRA              ,99
201708   ,ARG              ,55
201607   ,                 ,14006
201608   ,JPN              ,86
201608   ,CRI              ,3
201608   ,LBN              ,16
201704   ,FRA              ,316
201703   ,LUX              ,18
201703   ,IDN              ,48
201610   ,SGP              ,21
201708   ,SYR              ,128
201708   ,IDN              ,25
201708   ,BEL              ,76
201708   ,BOL              ,31
201606   ,USA              ,2367
201609   ,EUR              ,288
201609   ,QAT              ,16
201609   ,RUS              ,371
201707   ,TGO              ,6
201707   ,DMA              ,1
201706   ,MMR              ,10
201612   ,AUS              ,158
201609   ,GRD              ,3
201705   ,MUS              ,15
201609   ,BLZ              ,1
201705   ,BOL              ,93
201705   ,ALB              ,125
201705   ,ISR              ,171
201701   ,GNQ              ,1
201705   ,SOM              ,19
201702   ,BWA              ,2
201602   ,AFR              ,60
201702   ,NRU              ,3
201611   ,TTO              ,1
201601   ,MYS              ,9
201709   ,BOL              ,15
201710   ,AFR              ,29
201710   ,IDN              ,32
201710   ,MKD              ,215
201803   ,RUS              ,561
201711   ,PRK              ,95
201802   ,SAU              ,74
201803   ,KHM              ,17
201805   ,IDN              ,43
201804   ,JOR              ,24
201803   ,TKM              ,6
201805   ,NIC              ,22
201712   ,CZE              ,22
201604   ,KWT              ,35
201506   ,GBR              ,309
201503   ,KHM              ,17
201605   ,BDI              ,11
201805   ,KEN              ,2
201510   ,BOL              ,3
201512   ,NIC              ,11
201509   ,PRK              ,12
201806   ,CHE              ,25
201805   ,URY              ,1
201506   ,IND              ,32
201506   ,TUR              ,137
201503   ,BLR              ,16
201512   ,FIN              ,8
201504   ,LUX              ,3
201608   ,TCD              ,1
201712   ,KNA              ,4
201508   ,ETH              ,10
202006   ,LBY              ,6
202006   ,IRN              ,9
201601   ,GTM              ,38
201905   ,COL              ,16
202001   ,IRL              ,81
202001   ,GRC              ,28
201504   ,THA              ,17
201601   ,NZL              ,15
201507   ,MOZ              ,6
201807   ,TGO              ,8
201908   ,IND              ,19
201510   ,IRQ              ,58
201912   ,WSM              ,4
201812   ,RWA              ,9
201702   ,MOZ              ,1
201503   ,SDN              ,5
201911   ,NGA              ,26
201911   ,GUY              ,1
201811   ,EGY              ,35
201511   ,BDI              ,17
201808   ,LKA              ,12
201808   ,COL              ,43
201605   ,GIN              ,5
201505   ,DJI              ,11
201601   ,LVA              ,4
201904   ,EUR              ,175
201904   ,HRV              ,7
202006   ,KAZ              ,1
201512   ,HRV              ,5
201807   ,ARG              ,16
201807   ,DNK              ,19
201807   ,COL              ,21
201812   ,ZAF              ,4
201502   ,TMP              ,3
201810   ,BMU              ,4
201602   ,SEN              ,8
201606   ,QAT              ,24
201606   ,GNQ              ,1
201811   ,SYC              ,2
201808   ,KHM              ,46
201808   ,TKM              ,1
201802   ,GHA              ,1
202002   ,EST              ,1
201512   ,HND              ,4
201810   ,KHM              ,8
201809   ,COD              ,4
201809   ,FJI              ,2
201809   ,THA              ,14
201512   ,SUR              ,1
201803   ,CIV              ,1
201904   ,MEA              ,2
201512   ,SWZ              ,1
201907   ,UGA              ,3
201810   ,UZB              ,4
201508   ,SAS              ,1
202006   ,AUT              ,3
201808   ,SLE              ,1
201606   ,PLW              ,1
201811   ,NER              ,1
202003   ,ZMB              ,3
201812   ,ABW              ,1
202004   ,MDV              ,11
202004   ,CMR              ,11
202005   ,CZE              ,2
202005   ,VAT              ,4
201702   ,TUR              ,227
201707   ,USA              ,2432
201707   ,QAT              ,113
201608   ,VEN              ,112
201608   ,KGZ              ,2
201611   ,MDA              ,39
201704   ,HTI              ,34
201703   ,VEN              ,238
201610   ,SYR              ,325
201701   ,GRC              ,129
201702   ,LBN              ,31
201708   ,ZAF              ,6
201706   ,MAR              ,55
201706   ,TUR              ,237
201708   ,SGP              ,16
201609   ,FSM              ,2
201609   ,KEN              ,32
201609   ,KWT              ,12
201609   ,BGD              ,61
201612   ,WSM              ,2
201707   ,NPL              ,3
201701   ,TKM              ,3
201612   ,MOZ              ,5
201705   ,MLI              ,11
201602   ,SRB              ,20
201703   ,DMA              ,1
201508   ,CAN              ,89
201709   ,IND              ,13
201709   ,LVA              ,11
201710   ,IRQ              ,147
201802   ,ESP              ,76
201803   ,LVA              ,27
201802   ,PRT              ,36
201802   ,KOR              ,44
201711   ,LTU              ,15
201712   ,SGP              ,7
201711   ,COL              ,15
201802   ,MEA              ,2
201711   ,DJI              ,2
201711   ,NGA              ,13
201804   ,MAR              ,35
201805   ,POL              ,74
201710   ,BOL              ,20
201805   ,HRV              ,18
201712   ,IRL              ,52
201805   ,NGA              ,14
201507   ,HUN              ,15
201511   ,ARE              ,12
201506   ,RUS              ,173
201509   ,YEM              ,50
201801   ,GUY              ,17
202006   ,RUS              ,17
201503   ,TUN              ,61
201507   ,LBY              ,42
201510   ,ZWE              ,15
201510   ,ISR              ,161
201504   ,SOM              ,22
201712   ,GMB              ,2
201604   ,AFG              ,82
201905   ,BWA              ,1
201710   ,SLV              ,1
202001   ,ETH              ,13
201807   ,AFG              ,58
201907   ,IRN              ,113
201605   ,IDN              ,36
201510   ,MDV              ,34
201901   ,ZWE              ,15
201901   ,FIN              ,14
201603   ,KWT              ,4
201507   ,BMU              ,2
201911   ,SRB              ,14
201911   ,ESP              ,40
201911   ,ARG              ,3
201910   ,EUR              ,226
201811   ,UGA              ,11
201811   ,CUB              ,36
201906   ,BRA              ,26
201906   ,KOR              ,28
201906   ,AFG              ,25
201808   ,RUS              ,359
201501   ,ISR              ,2
201908   ,SLE              ,1
201909   ,CUB              ,13
201909   ,SLV              ,6
201910   ,OMN              ,3
201905   ,URY              ,2
201810   ,DEU              ,139
201909   ,BGD              ,5
201909   ,NLD              ,28
202002   ,USA              ,813
201506   ,PLW              ,5
201902   ,RUS              ,162
201807   ,DZA              ,15
201806   ,LBR              ,3
201507   ,LTU              ,2
201908   ,MLI              ,1
201812   ,CHN              ,140
201603   ,GNQ              ,1
201807   ,SDN              ,5
202002   ,SYR              ,50
202001   ,PLW              ,2
202002   ,ALB              ,7
201606   ,IND              ,26
201606   ,ZMB              ,7
201606   ,VNM              ,18
201901   ,CHE              ,13
201801   ,GIN              ,1
201811   ,GUY              ,3
202001   ,ARG              ,3
201504   ,TUN              ,2
201810   ,BDI              ,2
201710   ,COD              ,1
201907   ,LTU              ,4
201602   ,BRN              ,1
201808   ,GUY              ,7
201512   ,ABW              ,1
201902   ,LVA              ,6
201906   ,DZA              ,5
201905   ,JAM              ,2
201506   ,LKA              ,2
201811   ,SEA              ,4
201804   ,GMB              ,1
201501   ,MEX              ,2
201801   ,TMP              ,1
201912   ,MOZ              ,1
201808   ,URY              ,2
202002   ,SSD              ,5
201806   ,MOZ              ,2
201810   ,BEN              ,1
201809   ,CRI              ,1
201912   ,LAO              ,1
201905   ,TUV              ,2
201906   ,MDG              ,1
202001   ,LBR              ,1
202005   ,PSE              ,12
202003   ,JOR              ,10
201707   ,TCD              ,16
201608   ,CHE              ,38
201608   ,SAU              ,118
201611   ,HND              ,34
201703   ,SDN              ,21
201706   ,TZA              ,10
201706   ,PHL              ,76
201704   ,OMN              ,6
201609   ,BOL              ,42
201707   ,GUY              ,2
201610   ,BLZ              ,1
201612   ,SAU              ,57
201612   ,BOL              ,31
201612   ,PSE              ,48
201708   ,ISL              ,2
201707   ,MMR              ,7
201509   ,JPN              ,46
201605   ,ISR              ,88
201705   ,BLR              ,10
201704   ,GHA              ,2
201612   ,UZB              ,8
201509   ,AUS              ,366
201709   ,CHE              ,26
201709   ,NOR              ,25
201709   ,COL              ,75
201710   ,BHR              ,18
201710   ,LBY              ,40
201803   ,LBY              ,18
201802   ,USA              ,1796
201604   ,ITA              ,121
201803   ,CAN              ,106
201805   ,CHN              ,131
201805   ,FRA              ,135
201805   ,ZWE              ,10
201712   ,BHR              ,14
201804   ,LBR              ,3
201712   ,NLD              ,22
201505   ,                 ,11255
201507   ,AFG              ,88
201605   ,RUS              ,290
201507   ,TUR              ,211
201503   ,IDN              ,47
201601   ,HTI              ,22
201504   ,MHL              ,1
201509   ,ARG              ,19
201508   ,AGO              ,9
201602   ,MMR              ,14
201506   ,EST              ,24
201506   ,PHL              ,44
201901   ,UKR              ,64
202006   ,DNK              ,4
201604   ,MDV              ,35
201805   ,UZB              ,11
201805   ,BEN              ,1
201905   ,MEX              ,76
201502   ,JOR              ,11
202001   ,BGR              ,14
201508   ,MNG              ,1
201508   ,IRQ              ,69
201504   ,SLV              ,6
201908   ,URY              ,5
201507   ,SRB              ,14
201509   ,WST              ,16
201505   ,CHL              ,12
201511   ,COL              ,13
201810   ,GRC              ,67
201602   ,ISL              ,5
201509   ,CZE              ,23
201910   ,MWI              ,2
201910   ,ISR              ,15
201909   ,VNM              ,2
201507   ,TCD              ,8
201905   ,CUB              ,24
201512   ,ALB              ,5
201607   ,ARM              ,56
201607   ,BGR              ,65
201607   ,BEL              ,73
201604   ,TZA              ,2
201506   ,FIN              ,5
201507   ,TZA              ,5
201806   ,KHM              ,26
201806   ,KAZ              ,10
201603   ,UGA              ,3
201502   ,SWE              ,11
201905   ,HND              ,4
202002   ,NMR              ,3
201607   ,SVK              ,14
201508   ,NIC              ,2
201509   ,LTU              ,5
201809   ,ARG              ,10
201809   ,IDN              ,20
201809   ,PAN              ,7
201906   ,MYS              ,3
201509   ,TGO              ,1
201906   ,SRB              ,6
201808   ,TWN              ,5
201904   ,TWN              ,12
201602   ,HRV              ,7
201606   ,TGO              ,12
201812   ,PER              ,13
201812   ,MLT              ,3
201905   ,HRV              ,6
201601   ,TGO              ,1
201810   ,TJK              ,4
201907   ,MDG              ,1
201511   ,BFA              ,3
201809   ,BLR              ,6
201509   ,MLT              ,1
201505   ,CRB              ,1
202002   ,NAM              ,1
201904   ,SLV              ,1
201912   ,JAM              ,1
201811   ,MWI              ,2
201902   ,SEA              ,2
201905   ,VCT              ,1
201602   ,ZMB              ,1
201607   ,CRB              ,1
202005   ,USA              ,663
202005   ,TUN              ,3
202004   ,                 ,4080
202003   ,CHL              ,7
202003   ,PRT              ,14
202005   ,IND              ,7
202005   ,ARE              ,4
201702   ,BOL              ,46
201707   ,KAZ              ,9
201707   ,KOR              ,76
201707   ,SEN              ,10
201707   ,NGA              ,20
201708   ,TUN              ,20
201608   ,IRQ              ,143
201611   ,ALB              ,164
201611   ,AUS              ,184
201610   ,USA              ,2001
201704   ,ARE              ,46
201611   ,TUN              ,29
201611   ,MOZ              ,6
201610   ,LKA              ,12
201610   ,MCO              ,7
201701   ,PSE              ,53
201706   ,ARG              ,108
201706   ,PSE              ,35
201708   ,THA              ,29
201606   ,NLD              ,55
201612   ,TZA              ,8
201512   ,CHN              ,92
201609   ,TTO              ,1
201706   ,NAM              ,2
201601   ,PAK              ,59
201705   ,HTI              ,12
201605   ,FRA              ,182
201706   ,MLT              ,5
201703   ,GIN              ,1
201703   ,AND              ,1
201605   ,EUR              ,420
201705   ,SEN              ,2
201510   ,PER              ,46
201709   ,ITA              ,86
201608   ,SUR              ,1
201711   ,MKD              ,213
201604   ,UGA              ,1
201801   ,JPN              ,73
201801   ,NOR              ,36
201712   ,POL              ,86
201711   ,AFG              ,48
201711   ,NOR              ,28
201709   ,LAO              ,5
201801   ,MDA              ,10
201804   ,AUS              ,76
201805   ,COL              ,30
201805   ,SAU              ,37
201710   ,PSE              ,40
201505   ,PHL              ,31
201503   ,SLE              ,23
201805   ,KWT              ,8
201601   ,PRY              ,18
201604   ,ECU              ,47
201806   ,USA              ,1703
201605   ,HTI              ,27
201603   ,LKA              ,6
201508   ,PRK              ,30
201803   ,NER              ,1
201602   ,NMR              ,2
201505   ,DZA              ,25
202001   ,MDV              ,16
201508   ,HRV              ,13
201504   ,LTU              ,6
201801   ,UGA              ,16
201912   ,COD              ,2
201901   ,MAR              ,6
201601   ,THA              ,16
201911   ,PRK              ,16
201910   ,HUN              ,7
201811   ,PAN              ,4
201811   ,MKD              ,66
201808   ,BGD              ,25
201808   ,PRK              ,66
201508   ,UGA              ,14
201509   ,NAM              ,1
201904   ,AFG              ,41
201904   ,ITA              ,43
201607   ,SWE              ,29
201902   ,AFR              ,32
201908   ,MYS              ,26
201908   ,LKA              ,6
201812   ,IRL              ,45
201812   ,SEN              ,4
201906   ,PAN              ,4
201903   ,BRA              ,18
201807   ,CYM              ,2
202002   ,MDV              ,24
202002   ,SDN              ,6
202002   ,AFR              ,36
202002   ,DZA              ,2
202002   ,KAZ              ,6
202002   ,NLD              ,8
201604   ,MMR              ,7
201806   ,TCD              ,10
201606   ,TUN              ,23
201903   ,PRT              ,13
201808   ,COD              ,5
201507   ,LBR              ,5
201606   ,LSO              ,1
201710   ,CIV              ,1
201907   ,PGS              ,6
201908   ,CHE              ,4
201812   ,HND              ,5
201810   ,COD              ,4
201902   ,DOM              ,1
201901   ,COG              ,8
201911   ,DOM              ,3
201512   ,GAB              ,1
201902   ,CYP              ,4
201807   ,CZE              ,5
201504   ,SRB              ,4
202002   ,SVK              ,1
201510   ,AZE              ,1
201912   ,NER              ,1
202002   ,MOZ              ,1
202002   ,CRI              ,1
201601   ,LBR              ,1
201808   ,TMP              ,2
201810   ,GNQ              ,1
201909   ,RWA              ,1
201602   ,MNG              ,1
202002   ,ERI              ,1
202004   ,MAR              ,7
201607   ,WAF              ,1
201905   ,EUR              ,175
202005   ,SWE              ,18
202003   ,GTM              ,3
201702   ,ARG              ,117
201702   ,NLD              ,59
201702   ,BEL              ,63
201702   ,LTU              ,19
201701   ,                 ,13184
201702   ,MDA              ,20
201702   ,VNM              ,12
201702   ,SYC              ,1
201707   ,POL              ,107
201707   ,GTM              ,28
201608   ,URY              ,57
201611   ,MEX              ,132
201704   ,CHL              ,66
201704   ,ESP              ,175
202005   ,MDG              ,2
201703   ,COL              ,222
201703   ,GUY              ,1
201702   ,TJK              ,6
201701   ,SYR              ,273
201708   ,URY              ,41
201708   ,HND              ,11
201609   ,PRT              ,19
201609   ,BEN              ,2
201707   ,DOM              ,13
201706   ,CPV              ,1
201707   ,BRN              ,2
201705   ,SAU              ,134
201512   ,ITA              ,39
201705   ,AGO              ,3
201703   ,BHS              ,2
201509   ,SWE              ,46
201710   ,ITA              ,82
201710   ,NER              ,24
201710   ,IND              ,41
201604   ,THA              ,16
201711   ,IRQ              ,86
201711   ,UGA              ,14
201711   ,VNM              ,35
201805   ,ISR              ,179
201805   ,LKA              ,9
201512   ,NOR              ,17
201805   ,GRD              ,1
201701   ,KIR              ,1
201502   ,SYR              ,33
201604   ,SSD              ,20
201801   ,SOM              ,15
201509   ,VAT              ,39
201604   ,LTU              ,13
201509   ,MEX              ,46
201504   ,GHA              ,5
201801   ,AND              ,4
201901   ,PRK              ,29
201901   ,BGR              ,19
201805   ,COG              ,3
201710   ,NGA              ,12
201905   ,IND              ,28
201807   ,SLV              ,6
201511   ,SSD              ,11
201605   ,KOR              ,69
201605   ,SLV              ,10
201508   ,MAR              ,8
201502   ,AFR              ,3
201911   ,ZAF              ,3
201804   ,URY              ,6
201810   ,                 ,8515
201910   ,AFG              ,17
201906   ,TUR              ,87
201906   ,HKG              ,1
201906   ,RWA              ,2
201512   ,SSD              ,7
201506   ,SOM              ,11
201804   ,WST              ,29
201508   ,SEN              ,5
201902   ,CHN              ,81
201908   ,LCA              ,1
201812   ,AUS              ,43
201812   ,FRA              ,135
201604   ,COG              ,3
202005   ,TMP              ,1
201906   ,NLD              ,27
201903   ,BGR              ,21
201810   ,UKR              ,51
201809   ,PRK              ,56
201606   ,SVK              ,25
201606   ,KGZ              ,4
201907   ,SVK              ,1
201808   ,LBY              ,14
201904   ,NGA              ,5
201906   ,IDN              ,13
201602   ,MWI              ,1
201909   ,AND              ,1
201910   ,PHL              ,2
201809   ,PHL              ,20
201809   ,NZL              ,16
201906   ,KGZ              ,4
201808   ,CMR              ,1
202003   ,COL              ,9
201812   ,BMU              ,1
201812   ,CZE              ,4
201905   ,SRB              ,15
201901   ,BLZ              ,1
201903   ,KNA              ,7
201809   ,MNG              ,3
201809   ,BGD              ,16
201608   ,MYS              ,10
201506   ,ETH              ,4
201808   ,BEN              ,1
201607   ,GIN              ,5
201908   ,DJI              ,1
201508   ,SLV              ,3
201907   ,PRY              ,1
201503   ,KNA              ,3
202003   ,BGD              ,4
201809   ,UZB              ,1
201908   ,NIC              ,1
201903   ,ABW              ,1
201511   ,KAZ              ,1
201512   ,MRT              ,1
201801   ,LBR              ,2
202005   ,JPN              ,21
202005   ,GIN              ,1
201702   ,PAK              ,91
201707   ,MKD              ,183
201707   ,EGY              ,209
201708   ,SVK              ,4
201707   ,NOR              ,18
201608   ,BRA              ,71
201608   ,FRA              ,162
201611   ,ISL              ,19
201611   ,HRV              ,17
201611   ,SRB              ,45
201704   ,                 ,13977
201704   ,BGR              ,42
201704   ,MMR              ,13
201610   ,IRL              ,16
201510   ,                 ,8605
201706   ,                 ,15190
201706   ,SAU              ,162
201706   ,SOM              ,29
201706   ,TUN              ,45
201611   ,MDG              ,5
201708   ,MMR              ,12
201708   ,GUY              ,4
201609   ,BHR              ,3
201610   ,MUS              ,2
201610   ,ZMB              ,4
201612   ,RUS              ,596
201612   ,AIA              ,1
201512   ,USA              ,1413
201701   ,MYS              ,21
201701   ,CIV              ,5
201705   ,MAR              ,27
201705   ,LBN              ,40
201701   ,MOZ              ,5
201705   ,LBR              ,4
201704   ,TKM              ,1
201705   ,MNG              ,1
201709   ,MKD              ,176
