MonthYear,Actor1CountryCode,InnerEvents
201507   ,COD              ,119
201507   ,GMB              ,283
201605   ,GHA              ,1036
201510   ,NPL              ,785
201604   ,SRB              ,367
201512   ,PGS              ,3
201502   ,SDN              ,498
201501   ,JOR              ,18
201502   ,HUN              ,367
201507   ,PRY              ,428
201602   ,GAB              ,53
201604   ,MLI              ,314
201601   ,GNB              ,32
201507   ,MNG              ,102
201501   ,CHE              ,50
201508   ,PLW              ,4
201504   ,SYC              ,79
201505   ,TGO              ,40
201605   ,COK              ,6
201601   ,DMA              ,11
201502   ,TGO              ,40
201502   ,CIV              ,130
201501   ,COG              ,2
201502   ,HKG              ,8
201802   ,CHL              ,823
201802   ,CRI              ,87
201802   ,PLW              ,11
201605   ,SAS              ,20
202006   ,DEU              ,1057
201802   ,LIE              ,3
201605   ,SMR              ,4
201502   ,GNQ              ,3
202006   ,RWA              ,27
202006   ,KWT              ,49
201807   ,SEN              ,525
201807   ,SDN              ,1043
201807   ,MNG              ,134
201907   ,AUS              ,6167
201811   ,MYS              ,2210
201811   ,AFG              ,8322
201811   ,KGZ              ,255
201811   ,MLI              ,264
201710   ,KIR              ,11
201902   ,PAK              ,10816
201902   ,KEN              ,1612
201901   ,DNK              ,771
201908   ,GBR              ,17245
201909   ,DNK              ,813
201909   ,LUX              ,527
201809   ,ZWE              ,1387
201809   ,POL              ,2069
201903   ,BOL              ,387
201903   ,KWT              ,578
201809   ,SGP              ,719
201908   ,ECU              ,303
201607   ,MKD              ,483
201607   ,SLV              ,169
201812   ,SEN              ,148
201812   ,VAT              ,113
201810   ,DMA              ,8
201810   ,SWZ              ,34
201809   ,ALB              ,514
201906   ,AFR              ,1407
201901   ,AUT              ,762
201901   ,VCT              ,52
201812   ,TON              ,38
201905   ,BEN              ,127
201910   ,GRD              ,35
201911   ,PNG              ,154
201910   ,CHE              ,936
201910   ,DOM              ,54
201912   ,USA              ,108325
202001   ,DJI              ,47
202002   ,PRT              ,735
201808   ,USA              ,157671
201908   ,ALB              ,235
201908   ,BRN              ,26
201911   ,LCA              ,27
201808   ,SDN              ,898
201909   ,LIE              ,7
201809   ,BRB              ,92
201809   ,EST              ,376
201910   ,BFA              ,91
201910   ,NAM              ,308
201902   ,MNG              ,41
202002   ,ERI              ,95
201606   ,DZA              ,595
201606   ,CRI              ,88
201911   ,NMR              ,5
201607   ,EAF              ,6
201912   ,COD              ,127
201912   ,AZE              ,884
201510   ,FSM              ,1
201906   ,LAM              ,4
201903   ,USA              ,151215
202004   ,VCT              ,52
202004   ,URY              ,130
202004   ,CIV              ,203
202004   ,EST              ,178
202005   ,GRC              ,1471
201905   ,SAU              ,3243
202005   ,COM              ,16
201703   ,ERI              ,79
201704   ,BGR              ,828
201704   ,MDG              ,53
201905   ,PNG              ,228
201702   ,RUS              ,24411
201702   ,MAR              ,1390
201702   ,KNA              ,8
201701   ,LBY              ,1781
201701   ,SWE              ,1177
201702   ,AND              ,11
201701   ,IDN              ,4308
201611   ,USA              ,209034
201611   ,MDG              ,243
201610   ,BEL              ,3419
201511   ,PRT              ,731
201611   ,LBR              ,437
201708   ,SWE              ,764
201708   ,VEN              ,6910
201707   ,AUS              ,7544
201608   ,GBR              ,17720
201708   ,NMR              ,6
201708   ,VAT              ,61
201611   ,TUV              ,1
201610   ,DNK              ,1195
201609   ,HRV              ,929
201703   ,VCT              ,37
201603   ,USA              ,203134
201703   ,VUT              ,13
201603   ,ITA              ,5444
201706   ,LBN              ,1421
201706   ,URY              ,126
201706   ,CMR              ,241
201706   ,SWZ              ,26
201608   ,MNG              ,85
201701   ,NPL              ,603
201705   ,GHA              ,1477
201707   ,PSE              ,3798
201609   ,BEN              ,156
201707   ,CUB              ,1117
201509   ,PHL              ,3582
201707   ,NER              ,98
201612   ,GRD              ,26
201612   ,MYS              ,1862
201612   ,AGO              ,299
201601   ,GBR              ,17484
201601   ,LBN              ,1883
201701   ,WST              ,129
201701   ,GRD              ,58
201708   ,ASA              ,4
201608   ,LUX              ,50
201605   ,BRA              ,5883
201605   ,ITA              ,7255
201805   ,BLZ              ,193
201709   ,CHN              ,13409
201711   ,ARM              ,1389
201711   ,RWA              ,334
201803   ,VUT              ,43
201802   ,PHL              ,3972
201712   ,HUN              ,635
201802   ,MKD              ,1123
201512   ,BEL              ,2015
201712   ,COL              ,1504
201712   ,LVA              ,284
201712   ,ZMB              ,329
201503   ,TWN              ,733
201504   ,COL              ,2683
201507   ,GHA              ,973
201502   ,DNK              ,714
201504   ,SYR              ,6165
201509   ,SVK              ,695
201502   ,BGD              ,1248
201510   ,MUS              ,123
201601   ,CIV              ,543
201505   ,MDG              ,232
201507   ,PER              ,806
201504   ,SDN              ,1490
201502   ,BOL              ,164
201502   ,TTO              ,137
201505   ,CAF              ,87
201510   ,ATG              ,93
201507   ,MCO              ,133
201510   ,BRN              ,74
201505   ,WST              ,79
201511   ,SAS              ,49
201510   ,PLW              ,23
201512   ,MCO              ,70
201511   ,VUT              ,29
201512   ,SAF              ,6
201509   ,SHN              ,4
201506   ,COG              ,31
201801   ,HKG              ,5
201501   ,GHA              ,8
201802   ,GIN              ,181
201512   ,SUR              ,10
201804   ,MDV              ,197
201804   ,BLZ              ,211
201804   ,URY              ,109
201804   ,SEA              ,116
201710   ,JOR              ,766
201710   ,THA              ,1180
201710   ,BDI              ,171
201707   ,STP              ,5
201803   ,ABW              ,9
202006   ,JOR              ,56
201807   ,UZB              ,197
201905   ,SRB              ,456
201907   ,HND              ,278
201811   ,KAZ              ,367
201810   ,IRN              ,4144
201902   ,DEU              ,6232
201902   ,LKA              ,1007
201902   ,QAT              ,376
201909   ,BLR              ,764
201908   ,FRA              ,8084
201908   ,ISR              ,9693
201809   ,MWI              ,448
201908   ,SWE              ,1006
201903   ,CMR              ,364
201903   ,MRT              ,59
201903   ,COK              ,22
201903   ,STP              ,34
201607   ,LSO              ,74
201810   ,BDI              ,164
201810   ,SLV              ,419
201809   ,EGY              ,3618
201703   ,NRU              ,16
201806   ,IRL              ,2680
201906   ,LBR              ,267
201901   ,MCO              ,30
201906   ,CYP              ,408
201905   ,GAB              ,51
201905   ,PRY              ,135
201905   ,VCT              ,39
201904   ,SAS              ,22
201911   ,SYR              ,3259
201911   ,BFA              ,94
201911   ,SAS              ,67
201910   ,ARE              ,868
201906   ,WAF              ,18
202001   ,MNG              ,48
202002   ,EUR              ,1701
202002   ,JOR              ,525
202002   ,SLE              ,83
201908   ,UKR              ,7744
201808   ,SAU              ,3896
201808   ,CZE              ,598
201808   ,DZA              ,218
201808   ,BHR              ,507
201808   ,SSD              ,270
201809   ,BLZ              ,184
201910   ,NMR              ,14
201809   ,AND              ,12
201809   ,GNB              ,9
201606   ,BOL              ,588
201912   ,MLT              ,793
201912   ,HTI              ,202
201910   ,SUR              ,16
202002   ,HKG              ,4
201809   ,SMR              ,2
202001   ,MAC              ,6
201606   ,VCT              ,48
201812   ,KIR              ,4
201906   ,TMP              ,6
201711   ,ASA              ,3
202003   ,IND              ,4434
202003   ,BRA              ,2947
202003   ,CHE              ,1258
202003   ,NAM              ,223
202003   ,LBR              ,339
202004   ,PRT              ,553
202004   ,PNG              ,71
201904   ,EST              ,383
202004   ,CPV              ,5
202005   ,IND              ,4547
202005   ,PSE              ,1479
201904   ,IND              ,3627
201905   ,FJI              ,224
201905   ,MEX              ,3345
201905   ,NAM              ,375
201704   ,FRA              ,11440
201704   ,IRL              ,2428
201604   ,ARE              ,1168
201703   ,RUS              ,27345
201702   ,SSD              ,285
201602   ,KEN              ,1773
201602   ,CAN              ,8903
201602   ,GBR              ,19324
201701   ,ITA              ,5599
201602   ,NGA              ,9341
201702   ,BRN              ,71
201611   ,CHL              ,1063
201611   ,DEU              ,11510
201611   ,ISR              ,10165
201511   ,BGD              ,2732
201610   ,BWA              ,193
201708   ,GBR              ,14148
201708   ,CMR              ,242
201708   ,BFA              ,165
201708   ,CZE              ,489
201707   ,NLD              ,1329
201705   ,EGY              ,6957
201705   ,AFR              ,1927
201511   ,BWA              ,187
201706   ,MYS              ,1779
201706   ,GRC              ,2609
201706   ,CHL              ,852
201610   ,SSD              ,408
201510   ,SYR              ,17321
201510   ,THA              ,1253
201609   ,AFR              ,1738
201703   ,CAF              ,30
201705   ,RWA              ,380
201706   ,WSM              ,59
201705   ,KOR              ,3437
201606   ,SAU              ,4521
201606   ,MEX              ,5510
201701   ,POL              ,2420
201701   ,CRI              ,105
201701   ,DJI              ,73
201602   ,LBR              ,695
201702   ,LCA              ,32
201705   ,NOR              ,948
201609   ,NIC              ,287
201609   ,KIR              ,14
201509   ,ESP              ,4617
201603   ,SLE              ,171
201707   ,SRB              ,502
201707   ,NIC              ,206
201607   ,KWT              ,406
201606   ,DNK              ,1380
201612   ,JAM              ,431
201612   ,BGR              ,937
201601   ,MEX              ,6874
201512   ,GHA              ,854
201510   ,BEL              ,1012
201601   ,ZMB              ,595
201601   ,KEN              ,2398
201606   ,CHE              ,2889
201707   ,HKG              ,2
201612   ,VUT              ,26
201607   ,CUB              ,1517
201705   ,HTI              ,440
201705   ,COK              ,23
201705   ,SSD              ,415
201705   ,MOZ              ,192
201605   ,CHE              ,2099
201805   ,ITA              ,5405
201709   ,ATG              ,499
201709   ,SGP              ,638
201709   ,SDN              ,1362
201711   ,GBR              ,20273
201711   ,LBR              ,448
201803   ,AFG              ,6263
201803   ,LTU              ,545
201803   ,CIV              ,254
201801   ,DEU              ,7935
201801   ,NPL              ,426
201801   ,SYR              ,8177
201801   ,LBY              ,914
201801   ,QAT              ,826
201801   ,CRI              ,176
201803   ,AIA              ,13
201712   ,BLR              ,752
201712   ,JAM              ,355
201709   ,COK              ,12
201512   ,ZAF              ,1017
201508   ,ABW              ,10
201502   ,BTN              ,30
201505   ,CHL              ,987
201502   ,KOR              ,469
201511   ,LUX              ,182
201505   ,DEU              ,8474
201505   ,IDN              ,3409
201503   ,LUX              ,156
201505   ,POL              ,2190
201504   ,LUX              ,118
201605   ,LVA              ,473
201504   ,ETH              ,841
201512   ,KGZ              ,371
201503   ,LAO              ,90
201502   ,OMN              ,91
201605   ,MOZ              ,434
201605   ,TZA              ,598
201506   ,BTN              ,67
201711   ,PLW              ,9
201512   ,BOL              ,390
201507   ,TCD              ,405
201603   ,CPV              ,15
201803   ,KNA              ,5
201501   ,NLD              ,16
201501   ,ESP              ,44
201502   ,SYC              ,19
201511   ,ABW              ,17
201802   ,PSE              ,3761
201712   ,BMU              ,86
201502   ,SAF              ,11
201501   ,ARM              ,6
201804   ,POL              ,2056
201603   ,MAC              ,2
202006   ,PRT              ,94
201710   ,NPL              ,432
201710   ,BRA              ,2696
201505   ,VUT              ,8
201501   ,QAT              ,1
201805   ,KIR              ,6
201603   ,STP              ,9
202006   ,PHL              ,391
202006   ,TWN              ,48
201606   ,LUX              ,280
201811   ,URY              ,297
201811   ,POL              ,2036
201902   ,USA              ,133224
201902   ,COL              ,2184
201902   ,DOM              ,89
201603   ,TUV              ,3
201909   ,BGD              ,1431
201909   ,UKR              ,11623
201909   ,MMR              ,367
201909   ,PRK              ,690
201909   ,GTM              ,279
201909   ,LAO              ,116
201903   ,LVA              ,304
201903   ,MDG              ,93
201903   ,SAF              ,22
201908   ,FJI              ,241
201606   ,BHR              ,1224
201607   ,TGO              ,63
201511   ,PGS              ,2
201812   ,LBY              ,636
201906   ,LVA              ,214
201901   ,LBN              ,1401
201901   ,SEN              ,216
201809   ,COK              ,28
201705   ,SMR              ,2
201806   ,MDA              ,300
201904   ,ISL              ,65
201910   ,KHM              ,699
201911   ,CMR              ,185
201911   ,MOZ              ,177
201910   ,GUY              ,206
201911   ,ISL              ,43
201904   ,WSM              ,15
202001   ,MDV              ,107
202001   ,ARE              ,865
202001   ,SLV              ,92
202001   ,VNM              ,552
202001   ,RWA              ,225
201912   ,SAU              ,3658
202002   ,KIR              ,9
201908   ,BEL              ,449
201908   ,BFA              ,94
201808   ,MOZ              ,148
201909   ,SUR              ,15
201912   ,GRC              ,2201
201809   ,URY              ,102
201809   ,MOZ              ,141
201910   ,GAB              ,40
202002   ,DOM              ,74
201606   ,PRY              ,470
202002   ,SLB              ,52
201702   ,FSM              ,1
202003   ,UGA              ,625
202003   ,HTI              ,161
202003   ,SLE              ,165
202004   ,MEX              ,2442
202004   ,LTU              ,299
202004   ,BRN              ,18
202004   ,SLB              ,57
201904   ,ITA              ,3936
202004   ,BFA              ,41
201905   ,PHL              ,2866
201704   ,AFG              ,8934
201704   ,LBR              ,434
201704   ,ERI              ,128
201704   ,COL              ,2563
201604   ,AFG              ,9341
201704   ,MDV              ,245
201704   ,BLZ              ,145
201704   ,STP              ,64
201604   ,SOM              ,1643
201604   ,PSE              ,2670
201702   ,TJK              ,300
201702   ,SVK              ,305
201701   ,SOM              ,1339
201602   ,EST              ,308
201611   ,MEX              ,4578
201611   ,ALB              ,1656
201611   ,TZA              ,509
201610   ,AFR              ,2116
201612   ,THA              ,1434
201708   ,SSD              ,334
201708   ,UGA              ,840
201708   ,TJK              ,188
201708   ,BEN              ,38
201708   ,LTU              ,283
201511   ,GTM              ,168
201610   ,MUS              ,266
201703   ,AZE              ,1294
201703   ,GIN              ,227
201603   ,GBR              ,17055
201703   ,NMR              ,13
201706   ,BRN              ,46
201706   ,CYP              ,513
201706   ,MLT              ,285
201608   ,DZA              ,474
201608   ,RWA              ,489
201608   ,SVK              ,375
201508   ,ISR              ,12122
201608   ,URY              ,255
201701   ,PNG              ,139
201701   ,PRY              ,200
201704   ,HKG              ,1
201606   ,SSD              ,273
201707   ,TTO              ,260
201709   ,DEU              ,10920
201703   ,CRB              ,2
201607   ,JOR              ,660
201612   ,EUR              ,2932
201612   ,ARE              ,1129
201612   ,SLV              ,113
201612   ,CPV              ,18
201510   ,URY              ,136
201601   ,SAU              ,10107
201607   ,ITA              ,6239
201607   ,MWI              ,637
201705   ,TKM              ,175
201605   ,CAN              ,11754
201805   ,PSE              ,6221
201805   ,MLT              ,384
201805   ,MUS              ,232
201709   ,HRV              ,1091
201711   ,DEU              ,8027
201711   ,ARE              ,1452
201711   ,BGR              ,1222
201711   ,NAM              ,298
201711   ,ECU              ,708
201711   ,CAF              ,59
201711   ,MRT              ,232
201803   ,NAM              ,346
201803   ,JOR              ,811
201802   ,PRY              ,94
201803   ,CAF              ,63
201509   ,ARE              ,1118
201801   ,NZL              ,934
201801   ,BOL              ,409
201801   ,KGZ              ,177
201802   ,BRB              ,120
201802   ,ZMB              ,422
201712   ,RWA              ,277
201712   ,CHL              ,862
201712   ,PRY              ,119
201712   ,ISL              ,73
201601   ,THA              ,1487
201506   ,GBR              ,16105
201506   ,DZA              ,798
201506   ,ESP              ,4020
201604   ,DOM              ,119
201504   ,FJI              ,417
201504   ,GRC              ,5682
201504   ,IRN              ,7569
201506   ,MAR              ,1380
201502   ,IRQ              ,1872
201502   ,MEX              ,1378
201512   ,SGP              ,595
201503   ,PER              ,954
201503   ,LBY              ,2321
201511   ,ARG              ,1167
201601   ,BHS              ,162
201603   ,COD              ,208
201508   ,ETH              ,516
201502   ,AFR              ,453
201504   ,EST              ,269
201604   ,LTU              ,466
201511   ,OMN              ,323
201503   ,CRI              ,81
201604   ,CYM              ,46
201604   ,FSM              ,9
201606   ,SDN              ,1295
201503   ,DOM              ,225
201605   ,GAB              ,99
201504   ,BRB              ,112
201511   ,BMU              ,77
201501   ,EGY              ,41
201512   ,STP              ,15
201601   ,KNA              ,19
201605   ,PLW              ,21
201802   ,MDA              ,514
201512   ,HKG              ,10
201505   ,SMR              ,8
201608   ,VUT              ,33
201804   ,BDI              ,237
201804   ,GNB              ,69
201710   ,GIN              ,136
201802   ,WAF              ,27
201805   ,CYM              ,16
201501   ,FJI              ,5
202006   ,VAT              ,3
201906   ,SGP              ,533
201807   ,SGP              ,987
201806   ,CHN              ,13769
201806   ,ISR              ,10195
201907   ,BOL              ,308
201907   ,BMU              ,69
201907   ,DNK              ,786
201907   ,KIR              ,9
201706   ,GEO              ,1
201811   ,VNM              ,1094
201811   ,VEN              ,1655
201811   ,LBY              ,761
201902   ,IRQ              ,2361
201902   ,BEL              ,1338
201902   ,PRK              ,2860
201901   ,AFR              ,1249
201902   ,NMR              ,39
201902   ,BWA              ,195
201909   ,MDG              ,99
201909   ,STP              ,9
201908   ,PRK              ,1037
201903   ,ITA              ,4916
201903   ,YEM              ,715
201908   ,NZL              ,1788
201607   ,KGZ              ,462
201607   ,TKM              ,231
201607   ,VCT              ,41
201812   ,EST              ,203
201810   ,PER              ,1975
201810   ,MLT              ,512
201810   ,WST              ,131
201810   ,SVK              ,495
201809   ,TJK              ,212
201612   ,SMR              ,3
201806   ,AUS              ,7246
201812   ,CYM              ,23
201901   ,COL              ,2113
201901   ,MWI              ,547
201901   ,LCA              ,55
201805   ,FSM              ,2
201905   ,CMR              ,272
201806   ,AGO              ,423
201806   ,DNK              ,725
201806   ,SDN              ,1172
201904   ,BEL              ,752
201904   ,SLB              ,60
201911   ,ESP              ,3454
201911   ,COD              ,148
201910   ,BGR              ,999
201911   ,WST              ,94
201911   ,FIN              ,398
201910   ,HUN              ,667
201911   ,LTU              ,660
201911   ,MLT              ,877
201910   ,MDG              ,46
201910   ,MNG              ,184
201911   ,SEN              ,112
201911   ,LBR              ,237
202001   ,JAM              ,371
202001   ,ARG              ,850
202001   ,AFG              ,3531
202001   ,UZB              ,135
202002   ,IND              ,3953
202003   ,TGO              ,48
202002   ,MKD              ,202
201808   ,LBN              ,1044
201908   ,GNQ              ,19
201908   ,SLE              ,65
201808   ,NZL              ,1888
201808   ,ETH              ,883
201808   ,ARG              ,1884
201808   ,BOL              ,382
201808   ,WAF              ,17
201809   ,SLV              ,202
201910   ,SYC              ,61
202006   ,LAO              ,2
202002   ,PRY              ,67
202002   ,TTO              ,150
202002   ,SEA              ,88
201912   ,PRK              ,1200
201910   ,CYM              ,7
202003   ,ATG              ,15
202003   ,GRD              ,13
201907   ,CAF              ,9
201806   ,PGS              ,3
201806   ,ASA              ,1
202003   ,ASA              ,2
201804   ,PGS              ,3
202003   ,IRN              ,4070
202003   ,PSE              ,1205
202004   ,ZAF              ,626
202004   ,KOR              ,1830
202004   ,GUY              ,127
201904   ,TWN              ,735
202005   ,HRV              ,619
201905   ,JPN              ,5418
202005   ,TKM              ,149
201704   ,IND              ,5822
201704   ,VAT              ,87
202005   ,GNQ              ,7
201702   ,AUS              ,9580
201702   ,AFR              ,1947
201702   ,HRV              ,1006
201602   ,HUN              ,901
201702   ,NER              ,91
201702   ,TKM              ,225
201702   ,GIN              ,208
201602   ,BEL              ,1440
201610   ,EUR              ,3205
201610   ,RUS              ,26674
201708   ,JOR              ,1206
201708   ,ZMB              ,700
201708   ,GRD              ,30
201608   ,MAR              ,951
201708   ,MEX              ,3490
201707   ,USA              ,137763
201705   ,SVK              ,403
201610   ,SRB              ,777
201610   ,PSE              ,3034
201511   ,VNM              ,1037
201609   ,WSM              ,47
201610   ,HND              ,422
201610   ,GNQ              ,33
201610   ,GIN              ,148
201703   ,MKD              ,1620
201706   ,PAN              ,947
201706   ,AND              ,10
201606   ,PRK              ,748
201606   ,IND              ,5642
201608   ,SEN              ,413
201608   ,CMR              ,157
201701   ,STP              ,27
201609   ,VNM              ,1870
201609   ,ESP              ,3919
201609   ,PER              ,1173
201609   ,JAM              ,538
201509   ,ARM              ,1560
201509   ,CHE              ,1504
201703   ,CYM              ,15
201707   ,POL              ,4348
201512   ,DEU              ,6981
201612   ,MMR              ,1291
201612   ,RWA              ,399
201612   ,CZE              ,1079
201601   ,CZE              ,818
201707   ,PGS              ,12
201512   ,MDA              ,276
201805   ,GBR              ,17630
201805   ,BEL              ,1734
201805   ,BLR              ,622
201805   ,SSD              ,193
201709   ,CYP              ,244
201709   ,JOR              ,707
201805   ,LAO              ,49
201710   ,AFG              ,7820
201711   ,TUR              ,7866
201711   ,SSD              ,184
201803   ,CRI              ,85
201803   ,PAN              ,404
201802   ,ARE              ,1844
201802   ,NZL              ,1456
201802   ,UGA              ,982
201712   ,MMR              ,1129
201801   ,NAM              ,329
201801   ,SEA              ,169
201712   ,MYS              ,1678
201802   ,TZA              ,409
201712   ,PRT              ,623
201511   ,SEA              ,304
201506   ,RUS              ,13730
201604   ,LBN              ,2547
201506   ,BMU              ,62
201505   ,HND              ,372
201510   ,GMB              ,222
201510   ,KWT              ,475
201507   ,MLT              ,352
201602   ,NIC              ,107
201502   ,YEM              ,921
201602   ,TWN              ,726
201605   ,PRK              ,1219
201507   ,BLR              ,587
201504   ,CRI              ,98
201510   ,BRB              ,85
201602   ,COG              ,68
201601   ,CRI              ,117
201601   ,ERI              ,248
201504   ,MNG              ,122
201504   ,TMP              ,26
201506   ,BEN              ,31
201511   ,LAO              ,84
201506   ,PLW              ,22
201505   ,CYM              ,37
201801   ,CAF              ,37
201801   ,BHS              ,81
201506   ,GRD              ,16
201603   ,AIA              ,8
201509   ,HKG              ,2
201601   ,GAB              ,78
201506   ,SAS              ,41
201604   ,SAF              ,7
201503   ,LIE              ,4
201603   ,COK              ,14
201802   ,COL              ,2180
201802   ,LCA              ,29
201802   ,DJI              ,50
201501   ,KAZ              ,5
201607   ,VEN              ,2485
201804   ,GRC              ,3452
201804   ,KAZ              ,404
201804   ,WST              ,58
201710   ,GNQ              ,47
201710   ,NMR              ,11
201508   ,MHL              ,3
201504   ,MAC              ,2
201608   ,NMR              ,10
201806   ,CAN              ,11750
201807   ,ZWE              ,1959
201807   ,VUT              ,37
201907   ,PHL              ,3277
201907   ,BGR              ,1007
201907   ,MDG              ,32
201710   ,TUV              ,15
201710   ,AIA              ,16
201811   ,BFA              ,40
201902   ,BLR              ,466
201909   ,NPL              ,407
201908   ,SYR              ,4315
201809   ,UZB              ,519
201903   ,MLI              ,497
201908   ,HRV              ,614
201607   ,ATG              ,59
201812   ,TUR              ,6436
201810   ,LCA              ,26
201810   ,BRB              ,94
201810   ,GAB              ,120
201810   ,TUN              ,441
201806   ,EGY              ,3208
201806   ,UKR              ,9678
201906   ,CHE              ,1102
201901   ,ISL              ,41
201905   ,UZB              ,306
201905   ,KWT              ,378
201905   ,GIN              ,102
201905   ,CAF              ,42
201806   ,DEU              ,10503
201806   ,DZA              ,370
201904   ,ALB              ,611
201910   ,AFR              ,1465
201911   ,BOL              ,3638
201911   ,JAM              ,293
201906   ,SAU              ,3804
202001   ,SWE              ,581
202002   ,NZL              ,1504
201908   ,EUR              ,1004
201908   ,BMU              ,40
201908   ,NLD              ,727
201808   ,THA              ,945
201808   ,GMB              ,214
201808   ,GAB              ,67
201901   ,KIR              ,6
201910   ,ERI              ,118
202002   ,URY              ,64
201606   ,MRT              ,120
201606   ,ETH              ,717
201606   ,GMB              ,273
201912   ,DMA              ,48
201912   ,GNQ              ,9
201912   ,MNG              ,98
201912   ,SLB              ,20
202001   ,ABW              ,3
202003   ,DZA              ,409
202002   ,KOR              ,1884
202004   ,LBR              ,279
202004   ,HND              ,193
202004   ,NOR              ,551
202005   ,BGD              ,1019
202005   ,ISL              ,60
201904   ,SAU              ,3351
202005   ,SLB              ,50
201704   ,LBY              ,1240
201704   ,CAF              ,67
201604   ,UGA              ,1508
201703   ,TCD              ,266
201703   ,GHA              ,1777
201604   ,AUS              ,9219
201703   ,ISL              ,150
201702   ,ESP              ,4339
201702   ,PSE              ,3354
201602   ,QAT              ,829
201701   ,MEX              ,8167
201702   ,SAF              ,39
201611   ,FIN              ,784
201611   ,AFG              ,7190
201610   ,LBN              ,2251
201511   ,FRA              ,23674
201610   ,ZWE              ,2007
201708   ,ECU              ,577
201708   ,SEN              ,317
201708   ,BDI              ,205
201511   ,BGR              ,1274
201706   ,ITA              ,4937
201510   ,ZMB              ,577
201610   ,MCO              ,57
201510   ,IRN              ,6480
201703   ,HTI              ,637
201701   ,FIN              ,827
201603   ,UKR              ,11673
201706   ,KGZ              ,321
201706   ,NGA              ,8528
201706   ,BOL              ,616
201606   ,NLD              ,1902
201706   ,COK              ,21
201508   ,HRV              ,1262
201508   ,KOR              ,2871
201607   ,PHL              ,6367
201707   ,NOR              ,428
201609   ,GHA              ,1442
201609   ,GTM              ,236
201609   ,TON              ,41
201707   ,GHA              ,1128
201707   ,MMR              ,598
201707   ,ECU              ,390
201707   ,LCA              ,46
201611   ,COM              ,7
201612   ,LTU              ,467
201612   ,FSM              ,3
201601   ,GMB              ,210
201508   ,PER              ,861
201705   ,ARM              ,1482
201805   ,GUY              ,300
201805   ,KWT              ,541
201805   ,WAF              ,14
201709   ,PHL              ,4873
201709   ,NER              ,170
201709   ,DOM              ,141
201711   ,DOM              ,121
201803   ,PAK              ,7378
201803   ,SWE              ,1533
201803   ,MLT              ,409
201803   ,COD              ,228
201803   ,GRD              ,38
201802   ,EUR              ,2885
201711   ,TTO              ,172
201801   ,DNK              ,1171
201801   ,COL              ,2323
201801   ,EGY              ,6114
201801   ,OMN              ,399
201712   ,CHN              ,10926
201712   ,CUB              ,987
201507   ,USA              ,175358
201503   ,GBR              ,16310
201507   ,BGD              ,1651
201604   ,EST              ,290
201505   ,YEM              ,2775
201603   ,FJI              ,494
201502   ,GRC              ,2558
201504   ,LTU              ,446
201512   ,MAR              ,1100
201506   ,NIC              ,169
201504   ,VEN              ,2478
201507   ,PRT              ,693
201601   ,SDN              ,1464
201504   ,HUN              ,618
201505   ,BOL              ,692
201507   ,SVK              ,375
201505   ,LAO              ,61
201509   ,NER              ,94
201604   ,SLE              ,192
201506   ,VNM              ,908
201605   ,ZMB              ,664
201504   ,ERI              ,97
201506   ,FJI              ,421
201504   ,KGZ              ,381
201505   ,MWI              ,268
201505   ,NIC              ,181
201503   ,TZA              ,367
201503   ,MDA              ,294
201601   ,ATG              ,48
201603   ,TCD              ,166
201502   ,TKM              ,42
201512   ,BTN              ,65
201605   ,BMU              ,64
201504   ,WAF              ,38
201509   ,CPV              ,6
201605   ,LCA              ,64
201505   ,WAF              ,14
201802   ,AZE              ,1113
201802   ,BWA              ,161
201802   ,KAZ              ,322
201802   ,SLV              ,144
201501   ,CIV              ,7
201804   ,CMR              ,298
201804   ,TJK              ,241
201710   ,EGY              ,6344
201710   ,BHR              ,536
201509   ,VUT              ,5
201502   ,KIR              ,1
201803   ,AND              ,6
202006   ,SLE              ,14
201611   ,PGS              ,4
201907   ,GMB              ,320
201907   ,YEM              ,497
201710   ,COM              ,10
201811   ,AFR              ,1574
201811   ,YEM              ,1603
201805   ,LIE              ,5
201901   ,SYR              ,5965
201902   ,LAO              ,51
201909   ,MDV              ,230
201809   ,GHA              ,1441
201909   ,LBR              ,297
201809   ,TUR              ,5579
201903   ,MDV              ,271
201903   ,ARE              ,912
201903   ,COG              ,57
201909   ,KNA              ,15
201607   ,NPL              ,745
201812   ,BFA              ,86
201810   ,ZMB              ,541
201806   ,ECU              ,876
201906   ,TUN              ,299
201901   ,MEX              ,4265
201901   ,CUB              ,1181
201901   ,CHL              ,631
201901   ,SLV              ,147
201901   ,MAR              ,555
201905   ,GUY              ,222
201806   ,YEM              ,1574
201806   ,UGA              ,1014
201806   ,GAB              ,59
201904   ,THA              ,872
201904   ,CHL              ,699
201904   ,NER              ,77
201910   ,UKR              ,12128
201910   ,IRQ              ,3856
201911   ,JOR              ,894
201910   ,YEM              ,409
201906   ,CAF              ,34
202001   ,MEX              ,3277
202001   ,SDN              ,763
202001   ,EST              ,219
202001   ,LSO              ,153
201908   ,HND              ,400
201808   ,NRU              ,38
201809   ,COD              ,187
201809   ,VUT              ,38
201809   ,WST              ,29
201909   ,CPV              ,5
201606   ,WAF              ,28
201912   ,SAS              ,14
201912   ,MWI              ,341
202003   ,COK              ,20
201806   ,CRB              ,2
201801   ,COK              ,3
201807   ,LAM              ,2
202003   ,BRN              ,40
202004   ,ZWE              ,772
