MonthYear,Actor1CountryCode,InnerEvents
201810   ,MMR              ,551
201810   ,SWE              ,808
201810   ,MUS              ,141
201810   ,HTI              ,257
201810   ,MLI              ,272
201901   ,DZA              ,232
201901   ,MEA              ,4
201906   ,TTO              ,157
201905   ,SUR              ,22
201905   ,PAN              ,288
201806   ,ATG              ,64
201806   ,MKD              ,2346
201806   ,CUB              ,1031
201904   ,AFR              ,1320
201904   ,SYC              ,114
201904   ,GNB              ,22
201911   ,ATG              ,65
201911   ,PRK              ,597
201911   ,GIN              ,203
201910   ,VEN              ,1511
201910   ,NIC              ,192
201910   ,CIV              ,161
201906   ,NIC              ,446
201906   ,TGO              ,52
202001   ,TUR              ,4749
202001   ,COM              ,8
202002   ,GUY              ,218
201908   ,EST              ,217
201911   ,TON              ,43
201904   ,ABW              ,3
201903   ,LIE              ,2
201808   ,SGP              ,1028
201908   ,CYM              ,9
202001   ,BEN              ,62
201809   ,BOL              ,423
201809   ,SEA              ,57
201910   ,VUT              ,39
201906   ,NRU              ,10
201912   ,FIN              ,745
202002   ,FSM              ,3
202003   ,AIA              ,5
202003   ,ECU              ,228
202003   ,MRT              ,72
202004   ,SAS              ,27
201904   ,NPL              ,543
201904   ,GRC              ,2209
202005   ,SWZ              ,16
201704   ,CUB              ,1246
201704   ,MWI              ,463
201703   ,KHM              ,810
201702   ,LBY              ,1853
201702   ,MWI              ,515
201702   ,UKR              ,12569
201702   ,MEX              ,7177
201611   ,IRQ              ,8790
201611   ,LUX              ,128
201612   ,IRN              ,5691
201511   ,UKR              ,9059
201707   ,GBR              ,17288
201708   ,HKG              ,1
201705   ,RUS              ,26155
201705   ,ISR              ,13781
201610   ,KHM              ,802
201604   ,LKA              ,1120
201610   ,COD              ,249
201610   ,TGO              ,86
201609   ,IRL              ,2921
201610   ,LSO              ,39
201510   ,JOR              ,1601
201706   ,BGD              ,1427
201706   ,DOM              ,97
201706   ,PSE              ,3246
201706   ,EST              ,344
201706   ,WST              ,85
201608   ,BDI              ,331
201508   ,BDI              ,681
201701   ,BGD              ,2320
201701   ,BDI              ,394
201701   ,ATG              ,49
201609   ,EST              ,425
201609   ,AUT              ,1103
201707   ,ISL              ,40
201707   ,VCT              ,14
201512   ,NOR              ,754
201705   ,NER              ,160
201705   ,URY              ,142
201705   ,SLV              ,125
201705   ,PNG              ,162
201605   ,AFR              ,2382
201805   ,SAU              ,3023
201805   ,GRD              ,37
201804   ,CHN              ,14563
201709   ,GHA              ,1077
201709   ,LKA              ,1273
201709   ,KEN              ,1814
201805   ,MDV              ,198
201804   ,NGA              ,9532
201711   ,BLZ              ,260
201711   ,BEN              ,79
201711   ,PHL              ,5414
201711   ,SLE              ,209
201711   ,SGP              ,772
201803   ,UKR              ,8382
201803   ,CPV              ,6
201803   ,LBR              ,402
201803   ,WSM              ,97
201710   ,UZB              ,458
201801   ,UKR              ,7632
201801   ,AGO              ,481
201801   ,BGR              ,1275
201801   ,PRY              ,143
201712   ,BTN              ,116
201712   ,SAU              ,4288
201601   ,PRK              ,1209
201505   ,ARG              ,911
201502   ,AUS              ,3830
201506   ,AUT              ,1063
201504   ,CUB              ,3414
201503   ,EUR              ,2366
201506   ,MWI              ,304
201505   ,JAM              ,394
201511   ,LBN              ,2229
201503   ,NRU              ,46
201509   ,TKM              ,248
201504   ,ZWE              ,1117
201505   ,NAM              ,356
201505   ,AZE              ,948
201501   ,IND              ,83
201502   ,NER              ,160
201504   ,GNB              ,33
201508   ,NAM              ,353
201507   ,NAM              ,364
201601   ,MCO              ,73
201508   ,ALB              ,540
201510   ,VUT              ,67
201510   ,BWA              ,135
201508   ,LBR              ,505
201507   ,LIE              ,3
201502   ,FJI              ,163
201601   ,COK              ,18
201502   ,TZA              ,78
201502   ,CPV              ,5
201502   ,COM              ,3
201507   ,LCA              ,28
201503   ,HKG              ,9
201504   ,GRD              ,43
201802   ,BRN              ,28
201802   ,MWI              ,435
201802   ,LSO              ,86
201712   ,CAF              ,32
201804   ,HRV              ,1467
201804   ,GUY              ,237
201804   ,BRA              ,5051
201604   ,TUV              ,5
201605   ,AND              ,6
202006   ,AUS              ,964
201601   ,AND              ,6
201906   ,SDN              ,2570
202006   ,PRY              ,17
202006   ,THA              ,71
202006   ,HND              ,11
201807   ,SAU              ,2321
201907   ,ATG              ,69
201907   ,GIN              ,197
201907   ,TJK              ,133
201811   ,LBN              ,1108
201811   ,HUN              ,1252
201810   ,BGD              ,1751
201902   ,ZAF              ,728
201901   ,FRA              ,7198
201902   ,KGZ              ,234
201909   ,GBR              ,20226
201909   ,LTU              ,425
201908   ,DNK              ,6691
201809   ,RUS              ,21819
201909   ,MLT              ,303
201809   ,MEX              ,3396
201909   ,SYC              ,53
201908   ,ARE              ,827
201908   ,USA              ,134505
201903   ,CYP              ,267
201903   ,CIV              ,181
201903   ,CAF              ,44
201607   ,LTU              ,359
201607   ,WST              ,137
201812   ,BDI              ,173
201812   ,HUN              ,930
201812   ,KWT              ,378
201907   ,GEO              ,1
201809   ,CYP              ,407
201901   ,PRY              ,165
201901   ,LTU              ,307
201901   ,VUT              ,77
201905   ,BTN              ,151
201905   ,TGO              ,28
201806   ,BRB              ,198
201806   ,DJI              ,72
201910   ,SYR              ,10292
201911   ,KOR              ,2548
201911   ,KAZ              ,442
201910   ,VNM              ,981
201906   ,LBN              ,1291
202001   ,IND              ,4123
202001   ,PRT              ,470
202001   ,JPN              ,4250
202001   ,ZMB              ,286
202002   ,SYR              ,7097
202002   ,IRN              ,4172
202002   ,JAM              ,366
202002   ,THA              ,1178
202002   ,LCA              ,21
201808   ,ISR              ,9844
201808   ,KOR              ,2263
201911   ,NRU              ,25
201911   ,TUV              ,11
201904   ,BMU              ,49
201808   ,CYP              ,302
201808   ,LCA              ,32
201912   ,GMB              ,250
201809   ,ARM              ,1387
201809   ,SUR              ,42
201902   ,GNQ              ,32
201606   ,ARM              ,2521
201901   ,SAF              ,47
201606   ,URY              ,207
201606   ,TGO              ,153
201606   ,KGZ              ,434
201606   ,SMR              ,7
201912   ,MOZ              ,144
201604   ,PGS              ,1
202003   ,FRA              ,6013
202003   ,GTM              ,215
202003   ,KAZ              ,247
202003   ,SEN              ,207
201903   ,VEN              ,6243
202004   ,AGO              ,105
202004   ,TZA              ,171
202005   ,USA              ,122237
202005   ,ARE              ,684
202005   ,MLT              ,255
201905   ,PER              ,868
201904   ,MYS              ,1842
201702   ,POL              ,2265
201702   ,BLR              ,1211
201701   ,FJI              ,404
201611   ,GUY              ,373
201611   ,BEL              ,1490
201511   ,MYS              ,2665
201511   ,ZWE              ,1164
201708   ,POL              ,2182
201708   ,BTN              ,189
201707   ,THA              ,1330
201708   ,SLB              ,62
201708   ,ERI              ,64
201707   ,BEL              ,967
201610   ,ZMB              ,485
201611   ,GNB              ,34
201510   ,USA              ,161006
201703   ,DZA              ,731
201606   ,FRA              ,10534
201706   ,SLB              ,39
201606   ,ECU              ,442
201608   ,COL              ,4780
201608   ,LAO              ,222
201608   ,LIE              ,7
201701   ,KAZ              ,762
201701   ,SRB              ,785
201601   ,USA              ,175352
201705   ,BOL              ,603
201706   ,HKG              ,3
201707   ,COD              ,228
201709   ,FRA              ,9426
201708   ,KNA              ,13
201609   ,CYM              ,47
201612   ,EST              ,304
201612   ,SLB              ,40
201512   ,EST              ,224
201607   ,LKA              ,1614
201705   ,GMB              ,413
201805   ,PRK              ,5817
201805   ,ZWE              ,1441
201805   ,LBY              ,1264
201709   ,CMR              ,302
201711   ,UKR              ,9190
201710   ,ITA              ,5413
201803   ,EUR              ,2795
201803   ,AGO              ,507
201802   ,IRN              ,5921
201710   ,CAN              ,9997
201801   ,DZA              ,468
201801   ,MLI              ,401
201712   ,CZE              ,889
201712   ,FIN              ,656
201507   ,GRC              ,15693
201505   ,ISR              ,8221
201510   ,MDV              ,400
201504   ,FRA              ,8952
201505   ,BEL              ,812
201504   ,MMR              ,733
201508   ,TWN              ,666
201507   ,KOR              ,2108
201510   ,ALB              ,705
201503   ,FIN              ,551
201503   ,IRQ              ,6985
201506   ,KGZ              ,386
201509   ,SLE              ,197
201603   ,SAS              ,104
201510   ,PRY              ,134
201503   ,THA              ,1438
201503   ,DZA              ,725
201507   ,CMR              ,732
201502   ,DOM              ,119
201507   ,GUY              ,450
201605   ,VCT              ,48
201510   ,GTM              ,444
201602   ,TTO              ,277
201512   ,MLT              ,275
201511   ,NER              ,166
201603   ,PAN              ,298
201502   ,TUN              ,284
201512   ,MOZ              ,162
201501   ,ITA              ,62
201507   ,SWZ              ,115
201507   ,NMR              ,17
201509   ,CYM              ,46
201605   ,TMP              ,33
201801   ,GIN              ,162
201804   ,MLT              ,543
201601   ,LCA              ,49
201510   ,LAO              ,35
201507   ,AND              ,10
201511   ,LIE              ,12
201510   ,NMR              ,14
201601   ,ASA              ,1
201510   ,MDG              ,41
201504   ,NMR              ,14
201501   ,PAN              ,3
201802   ,VEN              ,3064
201804   ,EGY              ,4412
201804   ,CPV              ,24
201710   ,VUT              ,108
201710   ,MMR              ,1694
201710   ,GAB              ,79
201710   ,LBR              ,412
201710   ,MLI              ,451
202006   ,CRI              ,11
202006   ,UZB              ,36
201906   ,IRN              ,8661
201906   ,USA              ,133102
201712   ,ATG              ,76
201608   ,CPV              ,7
201807   ,YEM              ,1384
201807   ,UGA              ,1337
201907   ,KOR              ,2967
201907   ,QAT              ,565
201907   ,NPL              ,483
201906   ,UKR              ,8028
201811   ,ISR              ,11503
201811   ,HTI              ,259
201811   ,TJK              ,228
201811   ,VCT              ,41
201902   ,IRL              ,2687
201902   ,DZA              ,612
201902   ,COM              ,15
201909   ,ARE              ,950
201909   ,AIA              ,20
201909   ,BLZ              ,103
201909   ,VEN              ,2568
201909   ,TUN              ,505
201909   ,BFA              ,76
201908   ,LTU              ,500
201903   ,OMN              ,295
201908   ,KOR              ,2747
201812   ,SYR              ,6512
201812   ,BLZ              ,132
201812   ,CUB              ,1197
201812   ,LTU              ,323
201810   ,GUY              ,129
201810   ,CIV              ,161
201809   ,CMR              ,325
201810   ,HKG              ,4
201505   ,FSM              ,5
201806   ,FJI              ,486
201807   ,KIR              ,10
201907   ,SWZ              ,20
201901   ,AGO              ,173
201901   ,BWA              ,93
201901   ,MDG              ,139
201905   ,LUX              ,205
201905   ,TUV              ,4
201806   ,HTI              ,198
201806   ,ZMB              ,343
201911   ,ZAF              ,665
201911   ,NZL              ,1606
201910   ,BWA              ,322
201910   ,LBN              ,2291
201911   ,HTI              ,216
201911   ,SSD              ,194
201905   ,NRU              ,8
201906   ,FIN              ,510
202001   ,EGY              ,2263
202001   ,AFR              ,1093
202001   ,MYS              ,1471
202001   ,ATG              ,27
201711   ,FSM              ,1
201908   ,BLR              ,613
201908   ,SLB              ,70
201908   ,CMR              ,264
201809   ,BEL              ,1006
201812   ,COM              ,2
201808   ,TKM              ,196
201808   ,GUY              ,134
202001   ,BRN              ,15
202002   ,TMP              ,8
201912   ,NOR              ,621
201912   ,SOM              ,645
201906   ,ERI              ,153
201606   ,TCD              ,233
201912   ,BDI              ,102
201606   ,PLW              ,28
201909   ,MEA              ,12
202003   ,THA              ,875
202003   ,TCD              ,105
202003   ,FJI              ,271
202003   ,COL              ,1277
202003   ,MAR              ,658
202003   ,MKD              ,207
202004   ,TMP              ,8
202005   ,BDI              ,168
202005   ,ECU              ,158
202005   ,EST              ,223
202005   ,ZWE              ,817
202005   ,WSM              ,34
201702   ,NZL              ,1645
201702   ,GBR              ,22203
201702   ,DJI              ,78
201611   ,JOR              ,997
201611   ,KGZ              ,502
201511   ,PAK              ,6354
201612   ,IND              ,5909
201608   ,KHM              ,860
201708   ,NOR              ,576
201708   ,TUR              ,6232
201708   ,RWA              ,604
201610   ,MAR              ,1342
201510   ,PAK              ,7791
201510   ,PHL              ,3570
201703   ,CUB              ,1257
201603   ,AFR              ,1571
201603   ,PAK              ,9683
201706   ,MWI              ,327
201608   ,ECU              ,602
201608   ,ATG              ,48
201608   ,LBY              ,2286
201608   ,TON              ,44
201607   ,CHL              ,1103
201704   ,CRB              ,2
201705   ,PER              ,1539
201707   ,BLR              ,712
201510   ,KHM              ,713
201707   ,SAU              ,4059
201607   ,DJI              ,52
201612   ,SWE              ,1125
201612   ,NIC              ,237
201512   ,KEN              ,1819
201601   ,PAK              ,9874
201705   ,LVA              ,303
201805   ,BRA              ,2986
201805   ,GHA              ,1321
201709   ,VAT              ,125
201711   ,CHN              ,15219
201711   ,SLV              ,164
201711   ,IRN              ,5594
201711   ,PAN              ,513
201711   ,SVK              ,294
201801   ,LTU              ,474
201801   ,COM              ,16
201709   ,AIA              ,28
201802   ,KEN              ,1845
201712   ,EST              ,270
201712   ,COD              ,209
201602   ,ALB              ,655
201512   ,ECU              ,412
201502   ,BLR              ,314
201502   ,VEN              ,1442
201509   ,COD              ,228
201503   ,CHL              ,1002
201603   ,LIE              ,4
201506   ,NRU              ,95
201504   ,PAN              ,769
201505   ,LBR              ,533
201502   ,CUB              ,853
201506   ,SWZ              ,77
201509   ,BTN              ,67
201507   ,ZAF              ,886
201604   ,CMR              ,343
201502   ,LBY              ,1095
201506   ,MOZ              ,326
201510   ,PAN              ,236
201503   ,HTI              ,432
201506   ,LUX              ,302
201505   ,PNG              ,127
201711   ,BRN              ,88
201710   ,ESP              ,18097
201511   ,GRD              ,58
201603   ,AND              ,22
201503   ,COK              ,17
201511   ,TMP              ,15
201501   ,AFR              ,39
201501   ,KOR              ,33
201507   ,ROM              ,3
201802   ,SSD              ,270
201802   ,AUT              ,826
201802   ,BTN              ,128
201802   ,GNB              ,40
201510   ,ABW              ,4
201804   ,HKG              ,2
201710   ,PRT              ,860
201710   ,HTI              ,275
201710   ,TUN              ,539
201710   ,LTU              ,418
201504   ,HKG              ,2
202006   ,NIC              ,18
202006   ,QAT              ,27
201712   ,SMR              ,2
201606   ,BLR              ,984
201907   ,LCA              ,77
201907   ,GNB              ,10
201811   ,JOR              ,698
201811   ,ALB              ,791
201811   ,EGY              ,3490
201811   ,BEL              ,1266
201902   ,NIC              ,356
201902   ,LBR              ,339
201909   ,IDN              ,3686
201909   ,QAT              ,358
201909   ,CYP              ,310
201909   ,TZA              ,224
201903   ,UGA              ,872
201607   ,SLB              ,59
201812   ,PHL              ,3189
201812   ,NIC              ,685
201810   ,UGA              ,1073
201811   ,GNQ              ,20
201811   ,NMR              ,15
201806   ,EUR              ,3199
201901   ,BRN              ,26
201806   ,CZE              ,681
201904   ,JAM              ,319
201910   ,HTI              ,308
201911   ,SRB              ,273
201911   ,SUR              ,51
201906   ,MDV              ,363
201906   ,BEN              ,52
202001   ,NOR              ,506
202001   ,BOL              ,576
201912   ,CHE              ,1290
201908   ,BOL              ,350
201808   ,SVK              ,302
201908   ,NMR              ,5
201903   ,DMA              ,14
201808   ,MAR              ,634
201808   ,GNB              ,8
201809   ,MCO              ,47
201809   ,LCA              ,26
201910   ,PNG              ,100
202002   ,MLT              ,234
202001   ,NRU              ,2
201912   ,CZE              ,773
201606   ,BDI              ,273
201606   ,LSO              ,82
201606   ,NMR              ,21
201912   ,MDA              ,122
201912   ,SGP              ,419
201912   ,TJK              ,78
201912   ,PGS              ,1
201912   ,CYM              ,3
201606   ,LAM              ,3
202003   ,WSM              ,27
201903   ,CHN              ,11279
202004   ,CAF              ,9
202005   ,GTM              ,210
201704   ,PAK              ,9304
201704   ,SDN              ,1422
201704   ,ISR              ,9981
201704   ,LUX              ,79
201703   ,ISR              ,13043
201905   ,FRA              ,7655
201905   ,DOM              ,90
201702   ,LBR              ,428
201702   ,MDA              ,556
201702   ,EST              ,416
201702   ,ABW              ,13
201602   ,GRC              ,4643
201602   ,ESP              ,3582
201611   ,IRL              ,2963
201611   ,AFR              ,1837
201611   ,SAS              ,39
201610   ,NIC              ,190
201610   ,CHL              ,741
201610   ,TWN              ,718
201708   ,BLR              ,703
201611   ,SYC              ,46
201610   ,URY              ,310
201703   ,MCO              ,77
201603   ,ALB              ,699
201706   ,LKA              ,1050
201706   ,MOZ              ,171
201606   ,GRC              ,3238
201608   ,SUR              ,8
201508   ,BGD              ,2390
201607   ,ISR              ,11383
201701   ,BLZ              ,196
201602   ,POL              ,2064
201706   ,NMR              ,4
201709   ,POL              ,2278
201510   ,EGY              ,6834
201510   ,YEM              ,2677
201609   ,VEN              ,3042
201509   ,IDN              ,3613
201609   ,GMB              ,121
201509   ,CUB              ,4497
201509   ,SAU              ,6467
201707   ,DOM              ,93
201603   ,CYP              ,1381
201707   ,TGO              ,87
201607   ,PRK              ,552
201707   ,COG              ,94
201607   ,SLE              ,194
201511   ,PRY              ,112
201510   ,LTU              ,366
201607   ,VNM              ,1166
201705   ,COG              ,75
201605   ,EUR              ,3607
201805   ,NZL              ,1376
201804   ,MYS              ,1914
201805   ,MWI              ,470
201709   ,MYS              ,2134
201709   ,CZE              ,617
201709   ,BFA              ,133
201709   ,GIN              ,126
201805   ,SLB              ,29
201709   ,MRT              ,99
201711   ,UGA              ,1177
201710   ,GBR              ,17650
201801   ,IND              ,4278
201801   ,IRL              ,2531
201801   ,AFG              ,7339
201801   ,UZB              ,319
201712   ,BEL              ,1250
201712   ,PER              ,3441
201712   ,JOR              ,1397
201712   ,MOZ              ,157
201505   ,IND              ,4175
201501   ,USA              ,2415
201504   ,IND              ,4201
201505   ,ESP              ,3339
201504   ,TWN              ,513
201505   ,COL              ,2745
201605   ,CRI              ,106
201506   ,SYR              ,6799
201510   ,HTI              ,673
201507   ,SAU              ,4084
201603   ,LBN              ,2393
201506   ,SDN              ,2118
201604   ,LBR              ,564
201508   ,SOM              ,1280
201506   ,TJK              ,556
201603   ,EST              ,220
201503   ,KAZ              ,597
201510   ,CYP              ,466
201502   ,SAU              ,1065
201603   ,SEN              ,407
201501   ,GBR              ,196
201605   ,NAM              ,237
201504   ,HTI              ,313
201502   ,MWI              ,77
201512   ,SEN              ,366
201602   ,DJI              ,79
201506   ,GNB              ,55
201512   ,SEA              ,166
201605   ,SLV              ,146
201507   ,SYC              ,111
201506   ,MCO              ,56
201504   ,ATG              ,50
201612   ,LIE              ,5
201511   ,SLE              ,111
201503   ,STP              ,17
201602   ,KIR              ,11
201802   ,RWA              ,431
201712   ,NRU              ,12
201804   ,GIN              ,152
201804   ,BRN              ,23
201804   ,SEN              ,388
201804   ,BEN              ,74
201710   ,MUS              ,274
201710   ,MAR              ,1036
201710   ,SYC              ,70
201711   ,LCA              ,21
202006   ,KEN              ,148
201712   ,LCA              ,26
201802   ,NRU              ,13
202006   ,URY              ,7
202006   ,WSM              ,10
201807   ,ISR              ,11458
201807   ,SLV              ,99
201807   ,NRU              ,31
201907   ,KHM              ,562
201907   ,KWT              ,326
201907   ,MCO              ,45
201907   ,LSO              ,87
201612   ,KIR              ,1
201811   ,MCO              ,69
201810   ,MEX              ,5064
201902   ,YEM              ,764
201902   ,BLZ              ,117
201902   ,EST              ,385
201903   ,BRA              ,3641
201903   ,SVK              ,474
201903   ,BRN              ,139
201607   ,BLZ              ,175
201606   ,LBN              ,1930
201607   ,HKG              ,1
201701   ,GEO              ,2
201812   ,MKD              ,675
201812   ,TZA              ,175
201810   ,MKD              ,946
201810   ,GMB              ,168
201809   ,ECU              ,586
201906   ,MOZ              ,296
201809   ,SEN              ,228
201901   ,BEL              ,933
201905   ,BLZ              ,91
201905   ,OMN              ,463
201904   ,BWA              ,186
201911   ,DEU              ,6533
201911   ,GBR              ,14664
201911   ,NGA              ,6634
201911   ,AUS              ,6230
201910   ,TUR              ,15200
201911   ,KHM              ,1249
201911   ,CHE              ,1004
201906   ,AZE              ,696
202001   ,AZE              ,515
202001   ,ARM              ,977
202001   ,WAF              ,15
202002   ,POL              ,1292
202002   ,MRT              ,97
202002   ,ALB              ,316
202003   ,WAF              ,18
201808   ,PAK              ,5765
201812   ,GRD              ,20
201808   ,DNK              ,870
201809   ,SRB              ,637
201908   ,SMR              ,2
201809   ,MRT              ,70
201904   ,DMA              ,11
201910   ,PRY              ,90
202002   ,LSO              ,282
202002   ,MDG              ,44
201912   ,GRD              ,23
201912   ,VCT              ,20
201912   ,NAM              ,238
201912   ,LBR              ,331
201912   ,SAF              ,5
201910   ,WAF              ,3
201910   ,AND              ,7
201806   ,WAF              ,16
201508   ,FSM              ,1
202003   ,JOR              ,476
202003   ,EUR              ,2325
202003   ,NOR              ,711
202003   ,KWT              ,324
201904   ,BRA              ,2783
202004   ,GBR              ,15361
202004   ,FJI              ,284
202004   ,KNA              ,43
201905   ,KEN              ,1831
201704   ,JOR              ,1206
201704   ,BGD              ,2717
201704   ,TUR              ,12570
201704   ,VNM              ,1242
201704   ,COM              ,8
201703   ,FRA              ,11656
201702   ,NLD              ,1717
201702   ,NOR              ,969
201702   ,DOM              ,211
201702   ,ETH              ,457
201701   ,LVA              ,416
201702   ,VNM              ,1068
201702   ,PRY              ,182
201701   ,IRN              ,6557
201702   ,MEA              ,7
201610   ,AUS              ,9044
201611   ,AUT              ,844
201610   ,KOR              ,2871
201610   ,OMN              ,410
201511   ,YEM              ,1806
201708   ,EST              ,334
201708   ,SOM              ,1235
201608   ,IRL              ,2292
201707   ,KOR              ,2559
201610   ,HRV              ,1071
201706   ,VEN              ,4155
201610   ,MDA              ,566
201609   ,AUS              ,9032
201703   ,LBR              ,420
201703   ,SUR              ,14
201603   ,DEU              ,8960
201706   ,CIV              ,233
201606   ,CZE              ,1046
201606   ,DEU              ,12107
201606   ,TUR              ,13876
201705   ,PRT              ,986
201608   ,CUB              ,1926
201508   ,AFR              ,1640
201701   ,KGZ              ,695
201701   ,MOZ              ,308
201602   ,HRV              ,789
201609   ,PRY              ,245
201609   ,MNG              ,81
201509   ,COL              ,4232
201707   ,RWA              ,446
201707   ,GRC              ,2214
201607   ,FJI              ,452
201612   ,GRC              ,3681
201512   ,BGD              ,1786
201609   ,MHL              ,40
201601   ,AZE              ,771
201607   ,BLR              ,794
201708   ,SMR              ,1
201708   ,WAF              ,12
201707   ,GNQ              ,28
201607   ,COG              ,69
201705   ,CYM              ,31
201805   ,DZA              ,510
201805   ,TKM              ,139
201709   ,IND              ,4248
201709   ,AUT              ,542
201709   ,PSE              ,3868
201709   ,MEX              ,4798
201709   ,NZL              ,1371
201709   ,ERI              ,130
201805   ,BEN              ,64
201711   ,NPL              ,452
201711   ,GUY              ,243
201803   ,MDV              ,268
201803   ,LVA              ,564
201802   ,JPN              ,3351
201803   ,IRN              ,4451
201803   ,TZA              ,347
201509   ,MHL              ,11
201711   ,ISL              ,124
201801   ,ARM              ,1016
201712   ,MLI              ,412
201503   ,IND              ,5043
201603   ,ARM              ,1307
201605   ,CYP              ,530
201503   ,FJI              ,415
201505   ,HRV              ,776
201509   ,MRT              ,169
201505   ,NRU              ,38
201507   ,UGA              ,1412
201507   ,AUT              ,1123
201507   ,MMR              ,1024
201507   ,DNK              ,718
201605   ,SVK              ,423
201604   ,MWI              ,461
201506   ,WST              ,102
201603   ,ZMB              ,676
201502   ,KNA              ,17
201604   ,AIA              ,10
201504   ,LAO              ,89
201511   ,GAB              ,50
201502   ,MCO              ,36
201512   ,BRN              ,91
201503   ,GAB              ,65
201504   ,NER              ,133
201503   ,LSO              ,90
201710   ,MEX              ,3173
201605   ,COM              ,24
201501   ,NGA              ,96
201503   ,TKM              ,340
201504   ,WST              ,26
201603   ,SLB              ,59
201508   ,NRU              ,25
201506   ,GEO              ,4
201512   ,MEA              ,1
201503   ,BWA              ,161
201802   ,THA              ,1083
201505   ,AIA              ,4
201804   ,IDN              ,3254
201504   ,BTN              ,59
201502   ,AND              ,5
201503   ,CAF              ,58
201603   ,DJI              ,103
201501   ,YEM              ,13
201505   ,TMP              ,15
201504   ,MDG              ,38
201802   ,SWZ              ,32
201505   ,KNA              ,14
201804   ,SAF              ,40
201512   ,LAM              ,1
202006   ,BHR              ,25
202006   ,COG              ,7
201712   ,DMA              ,6
201807   ,CYP              ,371
201807   ,SWE              ,620
201807   ,SEA              ,136
201907   ,USA              ,134074
201907   ,GRC              ,2122
201811   ,ESP              ,4393
201811   ,CZE              ,985
201811   ,MDA              ,219
201810   ,MAR              ,748
201902   ,CHN              ,9316
201902   ,NGA              ,8750
201902   ,DJI              ,32
201902   ,WSM              ,39
201909   ,SWE              ,1165
201909   ,ERI              ,71
201809   ,HRV              ,672
201903   ,AFG              ,7087
201903   ,BLR              ,608
201903   ,SYC              ,39
201607   ,SWZ              ,58
201806   ,JPN              ,4209
201807   ,BMU              ,54
201806   ,ZAF              ,681
201901   ,GAB              ,229
201901   ,CIV              ,386
201901   ,FSM              ,9
201905   ,KNA              ,49
201905   ,QAT              ,557
201905   ,CPV              ,3
201806   ,BRN              ,41
201806   ,BWA              ,114
201910   ,IND              ,4087
201910   ,DNK              ,659
201911   ,LBN              ,2042
201911   ,BRB              ,118
201501   ,ECU              ,1
201906   ,SEN              ,145
202001   ,MDG              ,25
202003   ,VUT              ,22
201908   ,MMR              ,523
201908   ,JOR              ,541
201908   ,LAO              ,62
201908   ,SAF              ,26
201808   ,PHL              ,3763
201808   ,TJK              ,325
201808   ,TON              ,46
201808   ,COM              ,14
201805   ,MEA              ,5
201909   ,PGS              ,2
202002   ,VUT              ,27
201810   ,TUV              ,4
201912   ,NLD              ,1008
201906   ,SAF              ,3
201606   ,ABW              ,51
202002   ,CRI              ,75
201907   ,KNA              ,27
201606   ,GNQ              ,16
202006   ,TGO              ,6
202003   ,URY              ,197
202004   ,ALB              ,209
202004   ,BLZ              ,102
202004   ,BOL              ,343
202005   ,RUS              ,12621
202005   ,IRQ              ,1396
202005   ,BRN              ,12
202005   ,GMB              ,81
201904   ,CIV              ,199
201904   ,PER              ,1497
201905   ,ZWE              ,949
201604   ,KHM              ,706
201704   ,SVK              ,313
201604   ,IRQ              ,5008
201905   ,EGY              ,2431
201702   ,EUR              ,3083
201702   ,ARG              ,1545
201701   ,USA              ,200987
201702   ,AZE              ,2060
201702   ,SLV              ,90
201702   ,TON              ,58
201702   ,CRI              ,63
201702   ,KIR              ,22
201611   ,BOL              ,481
201611   ,NLD              ,1677
201611   ,NIC              ,458
201611   ,SGP              ,774
201511   ,NZL              ,1738
201610   ,MEX              ,4541
201708   ,AFG              ,9173
201708   ,UKR              ,7271
201612   ,ARM              ,1336
201612   ,CUB              ,4029
201511   ,IDN              ,3932
201610   ,BHR              ,742
201704   ,MHL              ,10
201610   ,DZA              ,746
201610   ,GUY              ,335
201703   ,NER              ,150
201603   ,YEM              ,2136
201706   ,THA              ,1195
201606   ,COL              ,4492
201608   ,GUY              ,297
201608   ,TJK              ,413
201508   ,PRK              ,1036
201508   ,IND              ,5802
201701   ,COG              ,70
201705   ,MYS              ,1903
201609   ,KEN              ,2388
201609   ,KGZ              ,498
201509   ,DEU              ,10795
201707   ,SLB              ,41
201607   ,NGA              ,10121
201705   ,CZE              ,1510
201612   ,SVK              ,296
201612   ,TWN              ,1803
201612   ,HND              ,234
201601   ,AUS              ,6690
201601   ,DEU              ,12210
201603   ,SVK              ,593
201508   ,PRT              ,463
201705   ,BTN              ,78
201605   ,COL              ,2981
201509   ,ZMB              ,631
201805   ,TCD              ,84
201805   ,ZMB              ,388
201804   ,KOR              ,4196
201804   ,FJI              ,427
201805   ,GNB              ,73
201711   ,JPN              ,5892
201803   ,SDN              ,1036
201803   ,SWZ              ,52
201803   ,MWI              ,363
201802   ,PAN              ,392
201801   ,ALB              ,1262
201712   ,PHL              ,3612
201801   ,NMR              ,13
201712   ,SYR              ,6212
201801   ,SWZ              ,26
201712   ,HND              ,812
201712   ,AUS              ,6568
201712   ,SEA              ,107
201605   ,IND              ,6093
201507   ,AGO              ,350
201605   ,DNK              ,1204
201507   ,AUS              ,9374
201503   ,UKR              ,13441
201601   ,ETH              ,713
201503   ,EGY              ,8331
201510   ,JAM              ,587
