MonthYear,EventRootCode,Count,SumAvgTone          ,AvgAvgTone
201803   ,05           ,173  ,-193.38706133726109 ,-1.1178442851864803
201707   ,04           ,145  ,-241.14330042086365 ,-1.6630572442818183
201707   ,17           ,54   ,-189.19569580302885 ,-3.5036239963523861
201711   ,09           ,68   ,-248.62113342670784 ,-3.6561931386280571
201802   ,12           ,35   ,-132.44166556811797 ,-3.784047587660512
201709   ,18           ,7    ,-39.552329442123224 ,-5.6503327774461747
201505   ,14           ,23   ,-2.160132299962342  ,-0.093918795650536707
201610   ,16           ,9    ,-3.5939947158832126 ,-0.39933274620924664
201804   ,02           ,83   ,-165.52092569727668 ,-1.9942280204491167
201705   ,02           ,52   ,-59.89572740312915  ,-1.1518409115986374
201809   ,17           ,50   ,-159.15934187717107 ,-3.18318683754342
201509   ,17           ,33   ,-87.8365380092721   ,-2.6617132730082451
201502   ,07           ,109  ,-106.49416878309226 ,-0.97701072278066314
201504   ,17           ,42   ,-133.53247369381685 ,-3.1793446117575441
201804   ,09           ,15   ,-31.030510348724036 ,-2.0687006899149356
201811   ,10           ,5    ,-15.02691976647862  ,-3.0053839532957238
201606   ,18           ,9    ,-83.716516248434928 ,-9.301835138714992
202003   ,12           ,13   ,-20.8243306202199   ,-1.6018715861707618
201909   ,16           ,8    ,-41.372501963402904 ,-5.1715627454253621
201901   ,15           ,2    ,-2.78745644599302   ,-1.39372822299651
201703   ,02           ,213  ,-444.44522015451753 ,-2.0865972777207391
201712   ,11           ,149  ,-464.14417821221696 ,-3.115061598739711
201609   ,11           ,80   ,-250.73824244201876 ,-3.1342280305252341
201804   ,06           ,9    ,-8.35323555123211   ,-0.92813728347023439
202001   ,02           ,66   ,-98.519334861300862 ,-1.492717194868195
201602   ,04           ,173  ,-117.06989494991045 ,-0.67670459508618752
201811   ,09           ,31   ,-44.854984684985581 ,-1.4469349898382444
201508   ,08           ,31   ,-32.407593388157544 ,-1.0454062383276626
201606   ,08           ,9    ,0.975543920660261   ,0.10839376896225117
201605   ,16           ,16   ,-10.090268382415159 ,-0.63064177390094756
201705   ,16           ,2    ,-3.25301416415669   ,-1.6265070820783449
201803   ,02           ,107  ,-187.08721384608086 ,-1.7484786340755214
201708   ,13           ,9    ,-19.09266813733063  ,-2.1214075708145144
201708   ,09           ,10   ,-13.2023706680164   ,-1.3202370668016399
201508   ,02           ,301  ,-9.2438298784184383 ,-0.030710398267170907
201609   ,12           ,30   ,-47.579528153730251 ,-1.5859842717910086
201801   ,14           ,19   ,-102.3750223195466  ,-5.3881590694498209
201906   ,09           ,12   ,-7.58825777052974   ,-0.632354814210812
201812   ,09           ,8    ,-17.0789437476757   ,-2.1348679684594627
201710   ,09           ,48   ,-33.666944654578089 ,-0.70139468030371033
201907   ,03           ,39   ,33.745126052475733  ,0.86525964237117281
201704   ,12           ,41   ,-171.82551438699835 ,-4.1908662045609351
201807   ,03           ,66   ,-115.135067119376   ,-1.7444707139299402
201806   ,10           ,1    ,-3.4965034965035    ,-3.4965034965035
201903   ,07           ,3    ,6.3830532212885     ,2.1276844070961669
201909   ,03           ,99   ,-83.03258645564344  ,-0.83871299450144909
201507   ,13           ,3    ,-7.1770334928229493 ,-2.39234449760765
201711   ,15           ,3    ,2.44155844155844    ,0.81385281385281338
201704   ,01           ,66   ,-145.5815710267957  ,-2.2057813791938745
201802   ,10           ,49   ,-310.17137832826091 ,-6.3300281291481824
201801   ,07           ,25   ,-32.451353495292039 ,-1.2980541398116816
201610   ,03           ,44   ,-11.124150457077924 ,-0.25282160129722553
201710   ,07           ,19   ,-26.468977280940663 ,-1.3931040674179294
201712   ,19           ,49   ,-178.66078506223514 ,-3.6461384706578595
201708   ,06           ,5    ,-1.2764659078205902 ,-0.25529318156411795
201508   ,07           ,32   ,-79.045086313654792 ,-2.4701589473017118
201609   ,08           ,16   ,-36.2550290761678   ,-2.2659393172604876
201510   ,03           ,41   ,16.29105503943768   ,0.39734280583994347
201906   ,19           ,17   ,-47.712528936866775 ,-2.8066193492274576
201504   ,02           ,90   ,-168.24129561861673 ,-1.8693477290957425
201604   ,13           ,7    ,-15.480223242490149 ,-2.2114604632128785
201509   ,11           ,38   ,-163.264902867602   ,-4.2964448123053165
201606   ,16           ,3    ,-20.9553158705701   ,-6.9851052901900328
201603   ,09           ,4    ,5.43369364934791    ,1.3584234123369776
201912   ,14           ,8    ,-26.97947512490969  ,-3.3724343906137109
201711   ,05           ,276  ,-385.55903968826743 ,-1.3969530423487948
201711   ,01           ,327  ,-575.29508989005626 ,-1.7593122014986429
201712   ,12           ,37   ,-76.672910883644761 ,-2.0722408346931021
201504   ,19           ,85   ,-321.53058923202508 ,-3.7827128144944111
201609   ,01           ,91   ,-179.8463579745783  ,-1.9763336041162449
201509   ,07           ,92   ,210.993198368575    ,2.2934043300932059
201902   ,07           ,18   ,19.605931477873682  ,1.0892184154374265
201703   ,14           ,88   ,-353.85332459396892 ,-4.021060506749647
201503   ,07           ,103  ,-88.991417175805267 ,-0.86399434151267274
201505   ,12           ,59   ,-28.495147771474777 ,-0.48296860629618277
201811   ,13           ,20   ,-36.0805875262548   ,-1.8040293763127402
201505   ,11           ,79   ,-233.81599085280376 ,-2.9596960867443514
201606   ,19           ,109  ,-291.34708636847819 ,-2.6729090492520933
201806   ,16           ,2    ,-2.83023190905266   ,-1.41511595452633
201603   ,14           ,3    ,-3.3661168170971996 ,-1.1220389390323997
201802   ,06           ,37   ,-130.5160871814814  ,-3.5274618157157134
201802   ,17           ,146  ,-678.37294398015342 ,-4.6463900272613241
