MonthYear,EventRootCode,SumNumMentions,AvgNumMentions
201810   ,16           ,44            ,5.5
201611   ,11           ,392           ,4.454545454545455
201706   ,06           ,57            ,4.3846153846153841
201507   ,01           ,386           ,3.2436974789915984
201612   ,06           ,83            ,5.9285714285714288
201810   ,01           ,571           ,3.9109589041095889
201810   ,19           ,140           ,4.2424242424242422
201910   ,16           ,24            ,4.8000000000000007
201902   ,18           ,592           ,2.666666666666667
202003   ,11           ,72            ,5.9999999999999991
201902   ,07           ,72            ,4.0
201702   ,10           ,8             ,2.6666666666666665
201703   ,13           ,109           ,5.1904761904761907
201709   ,05           ,386           ,4.195652173913043
201504   ,10           ,71            ,3.9444444444444446
201506   ,08           ,196           ,6.7586206896551726
201801   ,17           ,419           ,6.2537313432835822
201510   ,16           ,47            ,5.2222222222222223
201601   ,13           ,8             ,2.666666666666667
201509   ,13           ,52            ,5.1999999999999993
201602   ,15           ,20            ,10.0
201807   ,02           ,395           ,4.6470588235294112
201807   ,18           ,18            ,2.5714285714285716
201601   ,15           ,10            ,10.0
201901   ,14           ,52            ,5.7777777777777786
201811   ,17           ,113           ,3.7666666666666666
201611   ,17           ,173           ,4.8055555555555545
201610   ,08           ,86            ,3.9090909090909092
201706   ,02           ,304           ,5.333333333333333
201706   ,08           ,72            ,2.6666666666666665
201805   ,03           ,669           ,4.9555555555555557
201506   ,02           ,260           ,4.814814814814814
201709   ,12           ,18            ,9.0
201509   ,18           ,70            ,4.375
201604   ,16           ,14            ,2.8
202002   ,08           ,132           ,4.3999999999999995
201903   ,13           ,10            ,10.0
201810   ,13           ,75            ,4.9999999999999991
201909   ,05           ,1721          ,4.861581920903955
201902   ,16           ,47            ,2.9375
202003   ,19           ,42            ,3.8181818181818179
202005   ,14           ,40            ,13.333333333333334
201704   ,17           ,248           ,5.9047619047619042
201702   ,07           ,122           ,7.1764705882352935
201701   ,15           ,102           ,3.4000000000000004
201712   ,12           ,92            ,4.1818181818181817
201804   ,17           ,274           ,4.64406779661017
201710   ,02           ,346           ,4.4935064935064934
201710   ,07           ,100           ,4.545454545454545
201710   ,10           ,17            ,3.4000000000000004
201906   ,17           ,81            ,2.8928571428571432
201811   ,02           ,472           ,4.0
201807   ,08           ,111           ,4.1111111111111116
202002   ,04           ,803           ,4.0761421319796955
202002   ,14           ,22            ,5.5
201812   ,14           ,34            ,5.666666666666667
201910   ,08           ,74            ,2.8461538461538458
201910   ,18           ,37            ,3.083333333333333
201807   ,14           ,40            ,8.0
201912   ,06           ,66            ,5.5
201703   ,03           ,433           ,5.4124999999999988
201702   ,06           ,80            ,2.666666666666667
201712   ,08           ,115           ,4.4230769230769234
201705   ,11           ,262           ,4.5172413793103443
201705   ,19           ,383           ,4.5058823529411764
201505   ,09           ,49            ,4.8999999999999995
201802   ,10           ,40            ,5.7142857142857144
201502   ,09           ,43            ,3.9090909090909092
201807   ,04           ,1426          ,4.0396600566572243
201907   ,10           ,12            ,3.0
202002   ,11           ,181           ,5.3235294117647065
201903   ,08           ,81            ,3.24
201502   ,07           ,24            ,4.8
201809   ,04           ,3078          ,4.0446780551905386
201806   ,10           ,16            ,5.3333333333333339
202005   ,05           ,155           ,4.4285714285714288
201704   ,11           ,183           ,4.1590909090909092
201603   ,17           ,191           ,5.3055555555555545
201708   ,11           ,242           ,4.6538461538461542
201712   ,05           ,393           ,4.4659090909090917
201608   ,18           ,24            ,2.1818181818181817
201505   ,04           ,1169          ,4.5664062499999991
201612   ,03           ,445           ,4.1588785046728978
201612   ,02           ,296           ,4.169014084507042
201505   ,19           ,148           ,3.0833333333333348
201801   ,11           ,167           ,4.3947368421052628
201510   ,06           ,160           ,5.5172413793103452
201906   ,04           ,2783          ,3.8228021978021975
201811   ,19           ,185           ,5.1388888888888893
201904   ,16           ,4             ,1.0
201909   ,09           ,48            ,6.8571428571428568
201712   ,14           ,2             ,2.0
201702   ,05           ,560           ,4.4799999999999995
201608   ,14           ,28            ,5.6
201708   ,08           ,59            ,3.2777777777777777
201708   ,14           ,8             ,2.0
201709   ,11           ,259           ,5.1799999999999988
201603   ,02           ,219           ,5.2142857142857135
201602   ,11           ,285           ,6.1956521739130421
201601   ,05           ,262           ,4.6785714285714288
201601   ,02           ,142           ,3.7368421052631575
201509   ,02           ,185           ,4.30232558139535
201608   ,15           ,10            ,3.3333333333333335
201901   ,12           ,20            ,3.333333333333333
201909   ,04           ,2463          ,4.0710743801652889
201806   ,15           ,42            ,4.2
201911   ,12           ,34            ,4.8571428571428577
201707   ,13           ,67            ,2.7916666666666665
201608   ,04           ,1851          ,3.665346534653465
201712   ,01           ,521           ,4.4529914529914523
201711   ,18           ,53            ,4.8181818181818175
201705   ,04           ,1359          ,4.0567164179104482
201502   ,18           ,20            ,5.0
201509   ,14           ,13            ,4.333333333333333
201907   ,08           ,75            ,4.1666666666666661
201907   ,07           ,155           ,4.5588235294117654
201812   ,04           ,2385          ,4.4915254237288122
201904   ,05           ,342           ,3.8863636363636362
201811   ,15           ,92            ,3.833333333333333
201809   ,16           ,14            ,7.0
201801   ,14           ,2             ,2.0
201703   ,12           ,154           ,3.7560975609756095
201609   ,04           ,1685          ,4.5417789757412388
201805   ,05           ,478           ,4.5961538461538467
201705   ,01           ,769           ,5.6131386861313866
201701   ,14           ,56            ,5.0909090909090908
201502   ,06           ,16            ,2.6666666666666665
201801   ,16           ,27            ,5.4
201603   ,16           ,10            ,2.5
201605   ,15           ,28            ,4.0
201601   ,16           ,14            ,2.0
201811   ,05           ,925           ,4.6019900497512456
202002   ,17           ,80            ,3.0769230769230771
201907   ,02           ,117           ,4.875
201806   ,06           ,110           ,3.4375
201807   ,19           ,139           ,3.7567567567567566
201808   ,01           ,428           ,4.0
202004   ,03           ,116           ,6.1052631578947372
201611   ,18           ,26            ,4.3333333333333339
201701   ,04           ,2028          ,4.427947598253275
201503   ,06           ,169           ,5.2812499999999991
201503   ,11           ,121           ,3.78125
201607   ,12           ,183           ,4.8157894736842106
201607   ,19           ,573           ,4.5839999999999987
201904   ,02           ,193           ,3.2711864406779658
201608   ,09           ,63            ,4.5
201609   ,18           ,48            ,4.8
201609   ,06           ,67            ,4.7857142857142856
201711   ,12           ,63            ,4.5
201511   ,04           ,1309          ,4.0401234567901243
201804   ,18           ,58            ,4.8333333333333339
201810   ,05           ,621           ,4.92857142857143
201505   ,20           ,2             ,1.0
201508   ,13           ,10            ,3.333333333333333
201607   ,02           ,585           ,4.7560975609756078
201907   ,19           ,217           ,4.8222222222222229
201904   ,12           ,50            ,3.8461538461538458
202001   ,07           ,36            ,6.0
202004   ,01           ,245           ,3.10126582278481
201608   ,05           ,290           ,4.2647058823529411
201706   ,19           ,259           ,4.17741935483871
201610   ,11           ,95            ,3.1666666666666665
201709   ,18           ,113           ,4.5200000000000005
201612   ,12           ,379           ,4.4588235294117657
201509   ,03           ,411           ,4.617977528089888
201507   ,10           ,11            ,3.6666666666666665
201802   ,13           ,208           ,8.32
201906   ,19           ,166           ,4.882352941176471
201811   ,04           ,1545          ,4.087301587301587
201505   ,14           ,6             ,3.0
201812   ,03           ,395           ,4.2934782608695663
201910   ,05           ,475           ,3.8617886178861789
201912   ,16           ,35            ,3.5
202003   ,17           ,129           ,6.7894736842105265
201504   ,05           ,386           ,4.150537634408602
201710   ,20           ,30            ,10.0
201601   ,19           ,342           ,3.9310344827586214
201505   ,18           ,94            ,5.2222222222222223
201811   ,01           ,980           ,6.0493827160493829
201907   ,11           ,143           ,3.6666666666666665
201911   ,09           ,61            ,5.083333333333333
201901   ,19           ,203           ,8.12
201904   ,13           ,22            ,4.4
201905   ,13           ,36            ,3.0000000000000004
201912   ,07           ,68            ,3.2380952380952381
201806   ,19           ,137           ,4.7241379310344822
201910   ,09           ,64            ,10.666666666666666
201809   ,03           ,1334          ,5.4227642276422774
201907   ,09           ,10            ,5.0
201708   ,06           ,121           ,3.5588235294117645
201709   ,04           ,2201          ,4.2572533849129588
201611   ,10           ,5             ,2.5
201810   ,08           ,96            ,4.0
201810   ,03           ,475           ,4.5673076923076925
201802   ,12           ,187           ,5.0540540540540535
202002   ,05           ,328           ,3.5268817204301075
201812   ,16           ,42            ,7.0
201806   ,12           ,129           ,6.45
202002   ,15           ,15            ,5.0
201611   ,14           ,80            ,6.1538461538461533
201703   ,04           ,1773          ,4.020408163265305
201803   ,14           ,58            ,5.2727272727272725
201705   ,17           ,100           ,4.7619047619047619
201505   ,17           ,345           ,5.3906250000000009
201603   ,08           ,112           ,3.8620689655172415
201712   ,06           ,161           ,4.4722222222222223
201508   ,10           ,20            ,4.0
201810   ,04           ,1459          ,4.368263473053891
201810   ,06           ,336           ,5.7931034482758639
201607   ,14           ,52            ,5.7777777777777777
201807   ,03           ,333           ,4.0609756097560972
202002   ,19           ,177           ,4.7837837837837833
201904   ,19           ,189           ,5.25
201912   ,19           ,155           ,4.6969696969696972
201911   ,14           ,24            ,3.4285714285714288
202002   ,06           ,33            ,8.25
201909   ,12           ,47            ,2.9375
201909   ,03           ,1003          ,4.4977578475336326
201809   ,15           ,239           ,5.195652173913043
202003   ,14           ,37            ,4.625
202004   ,02           ,96            ,3.8400000000000007
201707   ,08           ,139           ,3.0217391304347827
201610   ,02           ,261           ,4.078125
201609   ,14           ,12            ,6.0
201712   ,11           ,201           ,4.9024390243902438
201803   ,11           ,300           ,5.0
201709   ,19           ,225           ,4.5918367346938771
201511   ,01           ,1224          ,4.7441860465116257
201703   ,06           ,42            ,3.0
201510   ,02           ,593           ,6.3085106382978724
201802   ,11           ,585           ,4.8749999999999991
201506   ,16           ,22            ,4.4
201607   ,15           ,240           ,5.7142857142857144
201904   ,01           ,464           ,3.741935483870968
201904   ,09           ,65            ,5.9090909090909092
202002   ,18           ,28            ,4.666666666666667
201808   ,14           ,24            ,4.8000000000000007
201609   ,03           ,340           ,5.8620689655172411
201805   ,07           ,196           ,5.1578947368421053
201602   ,04           ,1459          ,3.8906666666666667
201510   ,17           ,508           ,4.0317460317460316
201804   ,01           ,537           ,5.1142857142857139
201504   ,14           ,101           ,5.6111111111111107
201707   ,15           ,24            ,3.0
201802   ,16           ,245           ,4.7115384615384626
201607   ,11           ,632           ,4.2993197278911559
201811   ,09           ,28            ,2.3333333333333335
201811   ,20           ,3             ,3.0
202005   ,15           ,8             ,1.9999999999999998
201608   ,02           ,217           ,4.8222222222222229
201704   ,19           ,173           ,5.0882352941176476
201609   ,11           ,273           ,4.7068965517241379
201805   ,02           ,733           ,4.7908496732026142
201701   ,08           ,132           ,4.5517241379310347
201801   ,13           ,49            ,3.2666666666666666
201710   ,08           ,40            ,2.8571428571428568
201503   ,08           ,108           ,4.4999999999999982
201602   ,07           ,59            ,3.2777777777777777
201705   ,12           ,35            ,4.375
201512   ,09           ,17            ,3.4
201908   ,14           ,44            ,7.3333333333333339
201904   ,17           ,257           ,5.7111111111111095
202001   ,10           ,10            ,10.0
201812   ,06           ,43            ,3.9090909090909092
201809   ,10           ,21            ,3.0
201904   ,15           ,59            ,3.4705882352941178
201707   ,04           ,3763          ,3.9157127991675353
201608   ,12           ,40            ,3.333333333333333
201610   ,09           ,97            ,4.0416666666666661
201609   ,02           ,200           ,5.1282051282051277
201612   ,04           ,1605          ,4.9690402476780191
201612   ,05           ,854           ,5.1445783132530121
201712   ,13           ,20            ,2.5
201802   ,05           ,271           ,3.6133333333333333
201710   ,05           ,259           ,4.5438596491228065
201710   ,09           ,46            ,5.75
201805   ,12           ,259           ,6.6410256410256414
201502   ,19           ,36            ,5.1428571428571423
201811   ,13           ,18            ,6.0
201807   ,05           ,562           ,4.2255639097744355
201907   ,04           ,1329          ,3.7226890756302526
201805   ,15           ,38            ,12.666666666666666
201812   ,19           ,164           ,4.3157894736842106
201912   ,04           ,1087          ,4.0864661654135341
201810   ,12           ,35            ,4.3750000000000009
201904   ,11           ,137           ,3.9142857142857146
201702   ,15           ,30            ,3.75
201611   ,16           ,2             ,2.0
201608   ,01           ,441           ,3.9026548672566377
201604   ,05           ,188           ,4.2727272727272725
201703   ,10           ,353           ,4.104651162790697
201708   ,12           ,159           ,4.8181818181818175
201709   ,01           ,369           ,3.049586776859504
201612   ,07           ,55            ,4.5833333333333339
201507   ,02           ,237           ,4.4716981132075464
201508   ,17           ,193           ,6.6551724137931032
201506   ,13           ,16            ,3.2
201604   ,14           ,20            ,10.0
201803   ,09           ,22            ,4.4
201506   ,11           ,139           ,4.0882352941176476
201908   ,15           ,90            ,5.625
201808   ,03           ,497           ,4.7333333333333334
201811   ,08           ,160           ,5.0
201903   ,09           ,10            ,10.0
201907   ,15           ,18            ,6.0
201702   ,08           ,70            ,2.916666666666667
201703   ,11           ,430           ,3.9449541284403669
201701   ,06           ,277           ,3.5063291139240502
201801   ,19           ,173           ,4.6756756756756754
201803   ,07           ,99            ,4.95
201705   ,02           ,538           ,5.4897959183673475
201705   ,08           ,85            ,3.541666666666667
201709   ,16           ,2             ,2.0
201605   ,01           ,789           ,4.0050761421319789
201510   ,13           ,13            ,2.6
201702   ,14           ,15            ,7.5
201906   ,11           ,108           ,4.1538461538461542
201606   ,13           ,40            ,5.7142857142857144
202002   ,07           ,44            ,3.6666666666666665
201904   ,14           ,20            ,4.0
202002   ,12           ,30            ,5.0
201909   ,14           ,10            ,10.0
202005   ,06           ,55            ,3.9285714285714288
201605   ,19           ,454           ,4.5858585858585856
201501   ,17           ,60            ,6.0
201805   ,14           ,124           ,5.3913043478260869
201601   ,10           ,9             ,3.0
201906   ,09           ,34            ,2.8333333333333335
201907   ,17           ,145           ,4.264705882352942
201901   ,11           ,212           ,5.1707317073170733
201911   ,08           ,69            ,2.875
201902   ,17           ,221           ,2.9078947368421053
201809   ,19           ,127           ,3.5277777777777777
201904   ,07           ,79            ,4.6470588235294112
201902   ,12           ,62            ,4.7692307692307692
202004   ,17           ,42            ,4.2
201702   ,11           ,238           ,5.8048780487804876
201702   ,19           ,261           ,5.2200000000000006
201607   ,04           ,7025          ,5.334092634776006
201608   ,07           ,70            ,3.3333333333333335
201507   ,07           ,93            ,3.0000000000000009
201511   ,11           ,375           ,7.2115384615384608
201507   ,08           ,84            ,3.0
201602   ,09           ,85            ,3.2692307692307696
201605   ,06           ,136           ,3.3170731707317076
201512   ,18           ,65            ,3.4210526315789469
201505   ,05           ,207           ,4.7045454545454541
201510   ,05           ,440           ,4.6808510638297873
201601   ,11           ,39            ,3.2499999999999996
201505   ,13           ,11            ,2.2
201604   ,17           ,194           ,5.878787878787878
201906   ,01           ,583           ,3.7857142857142856
201603   ,13           ,28            ,7.0
201606   ,04           ,2541          ,5.1333333333333337
201806   ,17           ,259           ,3.1975308641975313
201908   ,09           ,47            ,3.3571428571428572
202001   ,18           ,53            ,3.3125
201903   ,12           ,69            ,3.8333333333333335
201812   ,09           ,37            ,4.625
201808   ,11           ,174           ,3.3461538461538458
201706   ,15           ,41            ,3.416666666666667
201805   ,01           ,1131          ,4.3003802281368824
201804   ,04           ,1452          ,4.6538461538461542
201610   ,14           ,112           ,7.4666666666666668
201710   ,17           ,231           ,5.3720930232558146
201504   ,12           ,35            ,2.1874999999999996
201504   ,20           ,40            ,5.0
201604   ,15           ,32            ,6.4
201810   ,11           ,98            ,5.1578947368421053
201908   ,07           ,114           ,4.0714285714285721
201607   ,08           ,358           ,6.6296296296296289
201811   ,07           ,160           ,5.9259259259259256
201806   ,07           ,74            ,5.2857142857142865
202004   ,08           ,16            ,2.6666666666666665
201707   ,05           ,1436          ,3.9559228650137737
201610   ,15           ,48            ,6.0
201705   ,03           ,326           ,4.5277777777777777
201604   ,07           ,86            ,4.3
201804   ,15           ,45            ,6.4285714285714288
201712   ,19           ,170           ,5.0
201604   ,09           ,21            ,3.5
201811   ,03           ,787           ,5.5034965034965024
201512   ,16           ,20            ,10.0
202001   ,11           ,131           ,3.9696969696969697
201808   ,08           ,109           ,5.7368421052631575
201902   ,15           ,90            ,5.2941176470588234
201504   ,15           ,5             ,5.0
201511   ,13           ,10            ,10.0
201811   ,14           ,10            ,10.0
201703   ,19           ,128           ,4.9230769230769225
201506   ,17           ,215           ,5.3750000000000009
201502   ,03           ,88            ,3.5199999999999996
201802   ,08           ,333           ,7.5681818181818183
201508   ,07           ,233           ,7.5161290322580632
201509   ,08           ,65            ,4.0625
201508   ,15           ,21            ,5.25
201807   ,12           ,101           ,4.5909090909090908
201907   ,14           ,77            ,5.1333333333333337
201911   ,05           ,435           ,4.8876404494382024
201905   ,18           ,28            ,3.5
201910   ,19           ,178           ,3.7872340425531914
201802   ,07           ,25            ,3.125
201809   ,09           ,76            ,5.8461538461538458
202004   ,12           ,2             ,2.0
201611   ,02           ,332           ,4.3684210526315788
201707   ,10           ,54            ,3.8571428571428568
201609   ,16           ,11            ,5.5
201701   ,02           ,257           ,4.2833333333333341
201711   ,08           ,85            ,2.93103448275862
201502   ,01           ,247           ,4.0491803278688518
201506   ,19           ,460           ,7.1874999999999991
201802   ,04           ,1260          ,4.4680851063829783
201511   ,18           ,160           ,4.5714285714285712
201506   ,14           ,20            ,10.0
201810   ,07           ,95            ,3.958333333333333
201812   ,05           ,558           ,5.5799999999999992
202001   ,08           ,155           ,7.045454545454545
201902   ,04           ,3352          ,3.8751445086705187
201902   ,08           ,63            ,3.31578947368421
201905   ,10           ,23            ,3.8333333333333335
202004   ,14           ,13            ,6.5
201905   ,01           ,544           ,4.25
201702   ,09           ,97            ,4.6190476190476186
201703   ,18           ,79            ,5.2666666666666666
201708   ,01           ,721           ,4.317365269461078
201609   ,17           ,331           ,5.6101694915254239
201708   ,10           ,8             ,2.6666666666666665
201601   ,01           ,342           ,3.7173913043478266
201703   ,20           ,12            ,2.4
201605   ,11           ,355           ,5.1449275362318838
201604   ,19           ,436           ,4.844444444444445
201511   ,19           ,382           ,3.9381443298969061
201504   ,13           ,42            ,3.5
201605   ,18           ,107           ,4.115384615384615
201503   ,09           ,82            ,7.4545454545454541
201803   ,13           ,6             ,2.0
201502   ,12           ,78            ,7.8
201912   ,15           ,5             ,1.6666666666666665
201909   ,11           ,140           ,5.1851851851851851
201806   ,14           ,14            ,4.666666666666667
202004   ,05           ,244           ,4.6923076923076925
201511   ,05           ,503           ,4.6146788990825671
201708   ,19           ,170           ,4.4736842105263159
201503   ,05           ,240           ,3.9344262295081966
201511   ,17           ,392           ,5.0256410256410247
201508   ,11           ,95            ,4.1304347826086953
201605   ,05           ,804           ,5.0566037735849054
201507   ,17           ,288           ,7.3846153846153841
201801   ,12           ,144           ,5.1428571428571423
201605   ,07           ,102           ,3.9230769230769234
201911   ,07           ,33            ,2.3571428571428572
202004   ,16           ,4             ,1.0
202005   ,12           ,2             ,2.0
201610   ,17           ,219           ,4.5625000000000009
201702   ,12           ,175           ,3.645833333333333
201801   ,04           ,1481          ,4.6572327044025155
201801   ,02           ,607           ,4.3985507246376816
201505   ,02           ,282           ,4.8620689655172438
201504   ,02           ,450           ,7.0312500000000036
201802   ,18           ,22            ,3.1428571428571428
201504   ,08           ,180           ,4.7368421052631593
201604   ,06           ,183           ,5.38235294117647
201605   ,17           ,397           ,4.09278350515464
201803   ,15           ,26            ,3.7142857142857144
201908   ,12           ,124           ,4.2758620689655178
201807   ,01           ,426           ,3.1791044776119404
201901   ,05           ,277           ,3.8472222222222223
201901   ,18           ,444           ,2.7924528301886795
201606   ,16           ,15            ,3.75
201903   ,03           ,297           ,4.183098591549296
201909   ,17           ,57            ,2.714285714285714
201909   ,10           ,113           ,9.4166666666666661
201707   ,02           ,401           ,3.9702970297029707
201608   ,17           ,174           ,4.833333333333333
201609   ,05           ,765           ,7.4999999999999991
201804   ,07           ,48            ,2.6666666666666665
201705   ,06           ,48            ,4.3636363636363642
201504   ,09           ,50            ,4.1666666666666679
201612   ,16           ,15            ,5.0
201906   ,06           ,198           ,5.3513513513513509
201906   ,13           ,82            ,13.666666666666666
201904   ,06           ,36            ,2.7692307692307692
201511   ,03           ,309           ,4.611940298507462
201608   ,03           ,195           ,4.6428571428571432
201706   ,05           ,458           ,3.8813559322033893
201701   ,07           ,118           ,3.4705882352941178
201602   ,05           ,462           ,4.7142857142857144
201610   ,10           ,10            ,5.0
201503   ,01           ,458           ,4.0175438596491224
201502   ,11           ,55            ,3.9285714285714284
201601   ,09           ,28            ,5.6
201605   ,20           ,30            ,5.0
201901   ,03           ,295           ,4.6825396825396819
201903   ,07           ,64            ,4.5714285714285712
201902   ,03           ,750           ,4.03225806451613
201901   ,13           ,46            ,7.666666666666667
201706   ,03           ,305           ,4.5522388059701493
201805   ,17           ,203           ,3.5614035087719302
201804   ,12           ,16            ,3.2
201603   ,19           ,453           ,5.0333333333333332
201705   ,16           ,5             ,1.6666666666666667
201910   ,11           ,146           ,5.2142857142857135
201809   ,01           ,773           ,3.168032786885246
201808   ,12           ,38            ,3.8
201604   ,04           ,1743          ,4.2616136919315393
201805   ,18           ,32            ,4.5714285714285712
201705   ,09           ,93            ,5.8125
201601   ,04           ,932           ,4.1238938053097325
201804   ,11           ,200           ,3.5714285714285712
201710   ,18           ,73            ,4.8666666666666663
201810   ,17           ,55            ,4.2307692307692308
201908   ,02           ,438           ,4.515463917525774
201607   ,13           ,97            ,4.4090909090909092
201811   ,18           ,37            ,2.1764705882352944
202003   ,06           ,2             ,2.0
201704   ,01           ,544           ,4.0597014925373136
201611   ,15           ,56            ,4.0
201610   ,18           ,34            ,3.4000000000000004
201706   ,07           ,91            ,3.3703703703703702
201801   ,03           ,380           ,4.8717948717948723
201803   ,12           ,168           ,4.0000000000000009
201507   ,05           ,331           ,4.7285714285714286
201512   ,12           ,115           ,6.3888888888888893
201802   ,03           ,236           ,3.6875000000000004
201504   ,01           ,606           ,4.15068493150685
201801   ,10           ,36            ,3.2727272727272725
201806   ,05           ,319           ,4.3698630136986294
201907   ,03           ,439           ,4.8241758241758248
201907   ,05           ,440           ,4.731182795698925
201812   ,07           ,66            ,4.125
201806   ,01           ,341           ,4.1585365853658542
201903   ,01           ,368           ,3.6078431372549016
201806   ,08           ,124           ,3.6470588235294117
201501   ,04           ,10            ,5.0
202002   ,02           ,165           ,4.9999999999999991
201903   ,16           ,32            ,4.5714285714285721
202004   ,15           ,16            ,2.0
202005   ,03           ,99            ,3.8076923076923075
201704   ,09           ,93            ,6.2
