MonthYear,EventRootCode,f0_,f1_                   ,f2_
201509   ,09           ,2  ,-0.83440034144258979  ,-0.41720017072129512
201507   ,02           ,18 ,11.460470209740151    ,0.6366927894300084
201807   ,13           ,5  ,-17.802340900368954   ,-3.5604681800737912
201809   ,06           ,4  ,-7.07081210356658     ,-1.7677030258916451
201907   ,04           ,92 ,-124.52505491229385   ,-1.3535332055684117
201805   ,18           ,3  ,-16.121560920831019   ,-5.373853640277007
201907   ,09           ,2  ,-3.16101415870926     ,-1.58050707935463
201611   ,16           ,8  ,-38.086420642049895   ,-4.7608025802562359
201610   ,14           ,4  ,-20.902703853523533   ,-5.2256759633808825
201503   ,01           ,26 ,-66.6442539081783     ,-2.5632405349299354
201709   ,13           ,11 ,-14.960898803017329   ,-1.3600817093652116
201809   ,04           ,80 ,-107.77968723050371   ,-1.3472460903812964
201605   ,05           ,27 ,-21.892032216421505   ,-0.81081600801561149
201512   ,12           ,7  ,-3.9202766009237      ,-0.5600395144176713
201907   ,05           ,29 ,45.790172025067648    ,1.5789714491402638
201503   ,19           ,4  ,-6.7158333455645005   ,-1.6789583363911251
201912   ,01           ,26 ,-30.110098378177668   ,-1.1580807068529873
201809   ,18           ,2  ,-7.86324786324786     ,-3.93162393162393
202003   ,04           ,66 ,-16.080681229693386   ,-0.24364668529838451
202004   ,12           ,2  ,-3.91107451626184     ,-1.95553725813092
201708   ,01           ,51 ,-135.8072764361643    ,-2.6628877732581238
201610   ,06           ,4  ,-1.19402985074627     ,-0.29850746268656753
201611   ,18           ,1  ,-2.16802168021681     ,-2.16802168021681
201701   ,18           ,7  ,-54.750863294044422   ,-7.8215518991492035
201511   ,05           ,87 ,-185.74573992885411   ,-2.135008504929357
201701   ,17           ,5  ,-10.752179141048353   ,-2.1504358282096709
201712   ,17           ,2  ,-11.84856728968661    ,-5.9242836448433049
201502   ,18           ,1  ,-8.07453416149068     ,-8.07453416149068
201503   ,08           ,10 ,-17.677179821495546   ,-1.7677179821495539
201810   ,19           ,12 ,-17.383897902287231   ,-1.4486581585239358
201505   ,17           ,7  ,-26.455652532711575   ,-3.7793789332445105
201909   ,04           ,63 ,-26.336279638904102   ,-0.41803618474450965
201909   ,11           ,7  ,-4.9989369671937194   ,-0.71413385245624517
201812   ,10           ,1  ,-1.98347107438017     ,-1.98347107438017
202005   ,10           ,4  ,-22.023332118118859   ,-5.5058330295297147
201702   ,19           ,11 ,-11.727309119048279   ,-1.0661190108225709
201705   ,08           ,19 ,-63.378107045562629   ,-3.3356898445032956
201803   ,14           ,1  ,-7.69230769230769     ,-7.69230769230769
201601   ,04           ,41 ,-5.4070441276337959   ,-0.1318791250642391
201809   ,03           ,34 ,-6.9751295119421775   ,-0.20515086799829929
201709   ,16           ,3  ,-6.61226875788745     ,-2.2040895859624836
201607   ,11           ,30 ,-153.84864388171576   ,-5.1282881293905245
201806   ,03           ,14 ,19.429326509838592    ,1.3878090364170421
201912   ,02           ,14 ,-11.657734589025459   ,-0.83269532778753308
201711   ,13           ,5  ,-33.474490824763038   ,-6.6948981649526074
201704   ,12           ,7  ,-18.050660557723081   ,-2.57866579396044
201708   ,09           ,3  ,-18.2034912718204     ,-6.0678304239401335
201708   ,13           ,4  ,-8.96376941636258     ,-2.2409423540906448
201609   ,12           ,5  ,-4.6743896122930213   ,-0.9348779224586039
201803   ,02           ,17 ,-5.8069992154272683   ,-0.34158818914278077
201710   ,09           ,6  ,-5.267014427793125    ,-0.87783573796552083
201801   ,14           ,4  ,-26.681016330541439   ,-6.67025408263536
201507   ,13           ,10 ,-8.67886201119273     ,-0.86788620111927284
201508   ,02           ,15 ,-11.077092932589721   ,-0.73847286217264807
201807   ,03           ,18 ,-39.04545782158673    ,-2.1691921011992639
201909   ,03           ,17 ,-0.89452576616068025  ,-0.052619162715334122
201903   ,07           ,4  ,5.33269748653501      ,1.3331743716337525
201907   ,03           ,15 ,24.107640321850727    ,1.6071760214567155
201906   ,09           ,5  ,-42.642819674017026   ,-8.5285639348034046
201806   ,10           ,4  ,16.311692320025671    ,4.0779230800064177
201812   ,09           ,6  ,8.53820260848351      ,1.4230337680805851
201707   ,04           ,126,-123.84454517332219   ,-0.98289321566128729
201610   ,16           ,89 ,-160.90676411031993   ,-1.8079411697788761
201705   ,02           ,42 ,6.7203307236661729    ,0.16000787437300423
201707   ,17           ,5  ,-1.69187505116314     ,-0.33837501023262795
201803   ,05           ,37 ,-44.506164082689168   ,-1.2028692995321397
201504   ,17           ,33 ,-217.60009975548485   ,-6.5939424168328751
201509   ,17           ,4  ,-20.9184629803186     ,-5.2296157450796494
201804   ,02           ,6  ,-11.677788505882859   ,-1.94629808431381
201802   ,12           ,3  ,-5.26315789473684     ,-1.75438596491228
201809   ,17           ,8  ,-4.9484158211779583   ,-0.61855197764724479
201711   ,09           ,6  ,-5.1901165394131805   ,-0.86501942323553038
201606   ,18           ,3  ,-14.852452608950571   ,-4.9508175363168565
202003   ,12           ,1  ,-0.83682008368201     ,-0.83682008368201
201909   ,16           ,5  ,-22.037944261426109   ,-4.4075888522852225
201804   ,09           ,1  ,3.40909090909091      ,3.40909090909091
202004   ,02           ,6  ,-5.1682352000526706   ,-0.86137253334211172
201704   ,18           ,3  ,-16.668375034811529   ,-5.556125011603843
201706   ,09           ,3  ,-4.00190360820282     ,-1.33396786940094
201701   ,06           ,15 ,-70.24950085936068    ,-4.6833000572907126
201804   ,04           ,110,-103.36402472611266   ,-0.93967295205556967
201702   ,14           ,4  ,-11.94198030062182    ,-2.985495075155455
201504   ,07           ,10 ,-5.70385592087676     ,-0.57038559208767592
201511   ,12           ,8  ,-35.286603534468419   ,-4.4108254418085524
201812   ,01           ,83 ,-145.63522410308573   ,-1.7546412542540448
201605   ,08           ,14 ,-44.802818606085751   ,-3.2002013290061249
201506   ,06           ,10 ,-9.09808123735935     ,-0.909808123735935
201807   ,08           ,4  ,-9.31798629204229     ,-2.3294965730105726
201605   ,18           ,5  ,-34.122592865647      ,-6.8245185731293994
201903   ,13           ,3  ,1.69532086403428      ,0.56510695467809291
201910   ,19           ,8  ,-2.0670846316179303   ,-0.25838557895224129
201907   ,08           ,4  ,-3.87049235729838     ,-0.967623089324595
201711   ,17           ,6  ,-19.212648814107311   ,-3.2021081356845515
201710   ,02           ,16 ,-18.053273821071429   ,-1.1283296138169643
202002   ,05           ,87 ,58.551951875207934    ,0.67301094109434412
202002   ,16           ,25 ,-43.078652708648626   ,-1.7231461083459449
201606   ,05           ,48 ,46.069622826955907    ,0.95978380889491477
202001   ,10           ,2  ,-0.88757396449704     ,-0.44378698224852
202003   ,05           ,27 ,-47.302430950566865   ,-1.7519418870580326
201703   ,04           ,104,-187.01059365296936   ,-1.7981787851247053
201706   ,02           ,22 ,-62.375227446281336   ,-2.8352376111946063
201506   ,04           ,67 ,33.375759627653785    ,0.49814566608438487
201712   ,04           ,79 ,-8.9495923525944576   ,-0.11328597914676534
201510   ,08           ,16 ,-41.6226405004363     ,-2.6014150312772686
201602   ,01           ,18 ,-28.320590262113917   ,-1.5733661256729958
201911   ,17           ,38 ,-115.6402488116299    ,-3.043164442411312
201904   ,06           ,4  ,-2.7498613422074181   ,-0.68746533555185441
202003   ,08           ,6  ,-13.0645128872673     ,-2.17741881454455
201611   ,17           ,4  ,-16.74489414206657    ,-4.1862235355166426
201707   ,06           ,5  ,0.25047980291993888   ,0.050095960583988131
201706   ,10           ,6  ,-28.41837804160598    ,-4.736396340267663
201608   ,16           ,1  ,0.371747211895911     ,0.371747211895911
201711   ,04           ,132,-25.641035781296619   ,-0.19425027107042905
201805   ,09           ,3  ,5.1582785515795306    ,1.7194261838598437
201805   ,06           ,10 ,-4.36754259060862     ,-0.43675425906086207
201601   ,14           ,2  ,-2.90556900726392     ,-1.45278450363196
201901   ,10           ,4  ,-6.08880665063944     ,-1.52220166265986
201904   ,02           ,11 ,-16.0592403801283     ,-1.4599309436480272
201606   ,07           ,6  ,-4.09069076550961     ,-0.68178179425160168
201608   ,01           ,41 ,-106.76674036459166   ,-2.6040668381607719
201507   ,03           ,22 ,24.538586483235278    ,1.1153902946925129
201612   ,16           ,2  ,-3.43642611683848     ,-1.71821305841924
201903   ,08           ,2  ,-0.9967282964315598   ,-0.49836414821578012
202001   ,11           ,7  ,-17.415740027695563   ,-2.487962861099366
201908   ,14           ,1  ,4.30463576158941      ,4.30463576158941
201606   ,02           ,28 ,-25.397542016188396   ,-0.90705507200672852
201605   ,09           ,2  ,-2.41587575496118     ,-1.20793787748059
202003   ,02           ,2  ,4.01529636711282      ,2.00764818355641
201910   ,09           ,2  ,5.5363321799308       ,2.7681660899654
201703   ,18           ,3  ,-6.45062982527428     ,-2.1502099417580931
201612   ,01           ,31 ,-88.0402723645447     ,-2.8400087859530552
201902   ,05           ,28 ,-24.323067842238693   ,-0.86868099436566759
201806   ,04           ,50 ,-2.092043714166941    ,-0.041840874283338741
201811   ,03           ,40 ,17.718756309313591    ,0.44296890773283976
201607   ,02           ,17 ,-30.1313056671019     ,-1.7724297451236413
201911   ,11           ,44 ,-117.3437362436579    ,-2.6669030964467706
201707   ,16           ,2  ,0.37659970052973007   ,0.188299850264865
201709   ,07           ,4  ,-14.06713780918728    ,-3.51678445229682
201905   ,17           ,3  ,-17.013276333334392   ,-5.6710921111114647
201704   ,17           ,2  ,-8.44378157486763     ,-4.2218907874338152
201707   ,05           ,21 ,-29.898682763045041   ,-1.42374679824024
201801   ,11           ,11 ,-10.065008847688739   ,-0.91500080433534
201905   ,11           ,13 ,6.70338115164717      ,0.51564470397285955
201808   ,10           ,2  ,-0.37066454858354     ,-0.18533227429177
201908   ,16           ,3  ,-0.21421616358325002  ,-0.071405387861083414
202003   ,13           ,2  ,-9.30833872010342     ,-4.65416936005171
202001   ,06           ,2  ,-0.56818181818182     ,-0.28409090909091
201807   ,14           ,3  ,-7.03399765533414     ,-2.34466588511138
201703   ,12           ,20 ,-83.32725580511665    ,-4.1663627902558318
201706   ,05           ,34 ,-53.467284790116452   ,-1.5725671997093071
201612   ,19           ,22 ,-126.98871397906875   ,-5.7722142717758524
201701   ,11           ,30 ,-93.732257200955019   ,-3.1244085733651672
201608   ,09           ,3  ,-8.6818239435807989   ,-2.8939413145269324
201507   ,08           ,9  ,-1.5368601495338661   ,-0.17076223883709621
201801   ,18           ,4  ,-43.230565461029059   ,-10.807641365257265
201811   ,04           ,139,-188.0924952040312    ,-1.3531834187340379
201607   ,13           ,24 ,-109.38747457568837   ,-4.5578114406536816
201909   ,08           ,7  ,-21.402717706188998   ,-3.0575311008841428
201906   ,05           ,32 ,-25.617830266830023   ,-0.8005571958384381
201606   ,01           ,29 ,-65.833211238485674   ,-2.2701107323615752
201512   ,16           ,1  ,-6.13107822410148     ,-6.13107822410148
201705   ,03           ,73 ,133.25864372283633    ,1.8254608729155666
201507   ,01           ,25 ,-8.7370916039373618   ,-0.34948366415749438
201504   ,01           ,46 ,-59.226967510034818   ,-1.2875427719572781
201805   ,16           ,4  ,-21.194202233822541   ,-5.2985505584556352
201802   ,02           ,3  ,2.1618948721752402    ,0.72063162405841341
201506   ,05           ,19 ,-11.67787854934868    ,-0.6146251868078253
201903   ,01           ,30 ,-35.446935772457572   ,-1.1815645257485856
201510   ,01           ,34 ,-73.583287895582245   ,-2.1642143498700661
201512   ,05           ,36 ,-73.004201351277672   ,-2.0278944819799358
201812   ,05           ,65 ,-49.38668269580316    ,-0.75979511839697156
201810   ,01           ,39 ,-72.8125817291342     ,-1.8669892751060051
201811   ,14           ,3  ,-5.25196055594378     ,-1.7506535186479268
201506   ,17           ,3  ,3.03561937276046      ,1.0118731242534866
201806   ,13           ,1  ,-3.2258064516129      ,-3.2258064516129
201701   ,19           ,1  ,-4.53074433656958     ,-4.53074433656958
201804   ,07           ,2  ,2.9385184557598403    ,1.4692592278799201
201610   ,19           ,8  ,-29.85505462703205    ,-3.7318818283790067
201609   ,19           ,4  ,-10.827155546650641   ,-2.70678888666266
201604   ,12           ,5  ,-13.17933535901358    ,-2.635867071802716
201801   ,04           ,64 ,-71.4766021872745     ,-1.116821909176164
201802   ,04           ,89 ,-105.487719472068     ,-1.185255274967056
201508   ,04           ,64 ,-80.9984939706005     ,-1.2656014682906329
201902   ,06           ,44 ,-182.53140991043202   ,-4.148441134328
201808   ,11           ,5  ,2.9795889716162405    ,0.59591779432324843
201607   ,06           ,9  ,-4.7646932626573      ,-0.52941036251747775
201902   ,02           ,18 ,-47.399095211872044   ,-2.6332830673262246
202001   ,03           ,23 ,-25.930046974757751   ,-1.1273933467285979
201911   ,14           ,2  ,-11.746361746361741   ,-5.87318087318087
201807   ,11           ,1  ,-4.9469964664311      ,-4.9469964664311
201705   ,13           ,2  ,2.57199122340787      ,1.2859956117039351
202004   ,04           ,18 ,-47.82068284992549    ,-2.6567046027736385
201707   ,19           ,6  ,-21.993124153052719   ,-3.6655206921754537
201707   ,08           ,20 ,-35.477968238462509   ,-1.7738984119231256
201703   ,11           ,91 ,-298.13906443767877   ,-3.2762534553591083
201803   ,17           ,16 ,-191.62466921980928   ,-11.976541826238082
201507   ,19           ,8  ,-3.16341566018485     ,-0.39542695752310625
201809   ,09           ,2  ,-6.5247745197931994   ,-3.2623872598966
201801   ,08           ,8  ,-54.5998832045496     ,-6.8249854005687
201901   ,02           ,19 ,-29.71582936144403    ,-1.5639910190233703
201904   ,07           ,10 ,-31.218811612034674   ,-3.1218811612034667
201509   ,06           ,3  ,1.8348623853211201    ,0.61162079510704
201805   ,07           ,2  ,2.2756245263387602    ,1.13781226316938
201909   ,05           ,29 ,-75.914786578315855   ,-2.6177512613212368
201601   ,16           ,2  ,3.82414000504453      ,1.912070002522265
201601   ,13           ,2  ,-3.43891402714934     ,-1.71945701357467
201902   ,14           ,8  ,-28.164390808141111   ,-3.5205488510176384
201905   ,05           ,28 ,4.0241241746910426    ,0.14371872052467993
201803   ,06           ,1  ,-0.76687116564417     ,-0.76687116564417
201611   ,08           ,2  ,-5.49639427567911     ,-2.7481971378395551
201708   ,04           ,114,-135.22571419734018   ,-1.1861904754152643
201612   ,12           ,25 ,-51.081017950947427   ,-2.0432407180378966
201703   ,19           ,19 ,-61.255581641840095   ,-3.2239779811494791
201803   ,18           ,7  ,-20.6521570946412     ,-2.9503081563773144
201803   ,01           ,25 ,-16.549020165361746   ,-0.66196080661446977
201502   ,04           ,44 ,-122.91199285695345   ,-2.7934543831125782
201505   ,03           ,28 ,-2.2003548825965136   ,-0.078584102949875459
201806   ,12           ,4  ,5.76271580918929      ,1.4406789522973225
201809   ,12           ,8  ,-13.119532561810761   ,-1.6399415702263451
201901   ,11           ,44 ,-178.56578546992102   ,-4.0583133061345693
201906   ,01           ,11 ,-4.793719216635       ,-0.43579265605772721
201909   ,07           ,4  ,-4.4276837500225188   ,-1.1069209375056297
201606   ,17           ,10 ,-50.156484228171188   ,-5.0156484228171188
201905   ,07           ,3  ,6.14436886679623      ,2.0481229555987435
201810   ,08           ,5  ,-22.244025191514091   ,-4.4488050383028188
201611   ,11           ,19 ,-56.40880306097948    ,-2.9688843716304989
201706   ,12           ,13 ,-26.880486262533051   ,-2.0677297125025422
201505   ,04           ,91 ,46.758418160392019    ,0.51382877099331881
201801   ,05           ,18 ,-5.6691679097082286   ,-0.31495377276156822
201710   ,03           ,33 ,-7.3829291719907708   ,-0.22372512642396267
201805   ,11           ,17 ,-7.75848897683499     ,-0.45638170451970517
201612   ,17           ,13 ,-61.128934079225388   ,-4.7022256984019535
201902   ,03           ,21 ,13.903318933499222    ,0.66206280635710568
201504   ,08           ,11 ,-59.114482709915237   ,-5.3740438827195671
201907   ,12           ,2  ,-1.19453924914676     ,-0.59726962457338
201912   ,03           ,26 ,20.54483010654597     ,0.79018577332869122
202001   ,01           ,81 ,-298.11018761238518   ,-3.6803726865726567
201805   ,17           ,13 ,-17.3270275952316     ,-1.332848276556277
201912   ,08           ,9  ,-11.4561055587284     ,-1.272900617636489
201704   ,08           ,15 ,-99.230604049137909   ,-6.6153736032758585
201704   ,02           ,16 ,-11.332799469918019   ,-0.7082999668698764
201708   ,11           ,108,-416.3275720548495    ,-3.8548849264337917
201704   ,11           ,12 ,-39.6685086194415     ,-3.3057090516201253
201706   ,08           ,16 ,-14.083749461923391   ,-0.880234341370212
201705   ,18           ,1  ,-0.68027210884354     ,-0.68027210884354
201710   ,01           ,46 ,-117.15810224319064   ,-2.5469152661563186
201801   ,17           ,7  ,-10.935926132882431   ,-1.562275161840347
201711   ,06           ,5  ,4.58448872062362      ,0.91689774412472391
201810   ,10           ,6  ,-3.91066681819682     ,-0.65177780303280419
201510   ,07           ,2  ,4.5922636837161628    ,2.2961318418580814
201901   ,12           ,3  ,-17.564512076947928   ,-5.8548373589826435
201512   ,06           ,5  ,-2.24510952434794     ,-0.449021904869588
201604   ,08           ,2  ,0.513259195893932     ,0.256629597946966
201906   ,18           ,3  ,-15.900877569878929   ,-5.3002925232929767
201512   ,15           ,1  ,3.06010928961749      ,3.06010928961749
202001   ,16           ,13 ,-25.11764461800211    ,-1.9321265090770854
201804   ,16           ,2  ,-7.28476821192052     ,-3.64238410596026
202003   ,18           ,1  ,-2.89156626506024     ,-2.89156626506024
201707   ,02           ,9  ,-13.167131811976759   ,-1.4630146457751956
201608   ,13           ,4  ,-41.4507772020728     ,-10.3626943005182
201705   ,04           ,131,45.417137913629851    ,0.34669570926434973
201612   ,03           ,8  ,-6.1982192908570806   ,-0.77477741135713507
201609   ,07           ,9  ,-18.594517521988      ,-2.0660575024431109
201510   ,04           ,116,-114.45798836805513   ,-0.98670679627633784
201605   ,04           ,92 ,-70.600066424623265   ,-0.76739202635460069
201507   ,11           ,4  ,-7.26852058080717     ,-1.8171301452017925
201610   ,09           ,1  ,-2.97029702970297     ,-2.97029702970297
201510   ,19           ,13 ,-52.397205884231809   ,-4.0305542987870613
201603   ,01           ,17 ,-1.5468901170897493   ,-0.090993536299397049
201708   ,10           ,2  ,-4.34782608695652     ,-2.17391304347826
201607   ,19           ,31 ,-140.48979944481559   ,-4.5319290143488891
201911   ,18           ,15 ,-74.300793777279054   ,-4.9533862518186043
201606   ,04           ,123,-167.42500684716353   ,-1.361178917456614
201611   ,13           ,9  ,-1.4262234322195819   ,-0.15846927024662022
201605   ,12           ,3  ,-6.2893081761006311   ,-2.09643605870021
201702   ,01           ,9  ,-27.983996934291127   ,-3.1093329926990148
201510   ,05           ,27 ,2.2148662505561565    ,0.08203208335393164
201602   ,11           ,3  ,-7.7779052426293394   ,-2.5926350808764465
201504   ,12           ,3  ,-1.9179679467037882   ,-0.63932264890126267
201806   ,05           ,24 ,34.725688025640281    ,1.4469036677350118
201808   ,06           ,9  ,-10.7828463058393     ,-1.1980940339821444
202003   ,11           ,6  ,-16.750015859129981   ,-2.7916693098549965
201506   ,08           ,3  ,-20.15037593984956    ,-6.7167919799498526
201904   ,17           ,10 ,-87.423974679228849   ,-8.7423974679228849
201502   ,14           ,2  ,4.11899313501144      ,2.05949656750572
201805   ,12           ,7  ,-34.584569379728329   ,-4.9406527685326189
201712   ,14           ,3  ,-0.59595959595960046  ,-0.19865319865319986
202002   ,10           ,4  ,-1.154884561173652    ,-0.288721140293413
201910   ,07           ,1  ,1.73965569314407      ,1.73965569314407
201704   ,04           ,81 ,-128.23424472020832   ,-1.583138823706276
201807   ,02           ,18 ,-43.742280995165089   ,-2.4301267219536165
201512   ,14           ,9  ,27.309568342685282    ,3.0343964825205862
201511   ,17           ,16 ,-106.98572387889931   ,-6.6866077424312049
201809   ,08           ,4  ,3.4864297077291595    ,0.87160742693228976
201905   ,14           ,1  ,-5.53447185325743     ,-5.53447185325743
201808   ,13           ,1  ,-5.53359683794467     ,-5.53359683794467
201808   ,09           ,3  ,8.66425992779784      ,2.88808664259928
201912   ,11           ,1  ,1.48698884758364      ,1.48698884758364
201704   ,03           ,10 ,-9.0213828369463016   ,-0.90213828369463023
201604   ,05           ,25 ,-12.095500310582514   ,-0.48382001242330064
201511   ,11           ,89 ,-576.37411448927423   ,-6.4761136459469029
201801   ,03           ,14 ,-11.257271712746366   ,-0.80409083662474046
201904   ,01           ,56 ,-79.799864546755927   ,-1.42499758119207
201503   ,15           ,1  ,-2.19653179190752     ,-2.19653179190752
201602   ,17           ,4  ,-14.998693445765621   ,-3.7496733614414053
201812   ,03           ,116,-48.75380854351004    ,-0.42029145296129339
201811   ,12           ,4  ,-3.43952545633604     ,-0.85988136408401006
201902   ,04           ,81 ,-95.027984616530446   ,-1.173184995265808
201810   ,11           ,9  ,-36.646806856659751   ,-4.07186742851775
201812   ,11           ,17 ,-26.13137335674741    ,-1.5371396092204359
201607   ,04           ,265,-770.64713046736483   ,-2.9081023791221319
201607   ,03           ,20 ,-44.430095140515505   ,-2.2215047570257753
201602   ,16           ,4  ,-2.4488496411889304   ,-0.61221241029723228
201906   ,02           ,9  ,4.6942567610810588    ,0.52158408456456218
201906   ,12           ,5  ,1.6671900843749192    ,0.3334380168749842
202002   ,09           ,3  ,0.46801872074883      ,0.15600624024961
201609   ,16           ,2  ,-4.4943820224719      ,-2.24719101123595
202004   ,08           ,7  ,-26.271981318089161   ,-3.7531401882984512
201803   ,10           ,1  ,-1.12781954887218     ,-1.12781954887218
201811   ,08           ,13 ,-19.693904610185236   ,-1.5149157392450181
201504   ,06           ,2  ,-6.60919540229885     ,-3.304597701149425
201710   ,20           ,2  ,-2.44088482074752     ,-1.22044241037376
201910   ,08           ,1  ,0.0                   ,0.0
201910   ,18           ,1  ,-5.35714285714286     ,-5.35714285714286
202002   ,03           ,52 ,-5.7561784619056349   ,-0.11069573965203161
202002   ,13           ,2  ,0.34651283900171981   ,0.17325641950086013
201508   ,12           ,3  ,-10.392228739002931   ,-3.46407624633431
201710   ,10           ,2  ,-2.5445292620865      ,-1.27226463104325
201704   ,01           ,23 ,-55.150697889390884   ,-2.3978564299735168
201609   ,08           ,4  ,0.7964943939244904    ,0.1991235984811226
201610   ,03           ,59 ,-43.381067852763294   ,-0.73527233648751311
201801   ,07           ,61 ,-89.032126888647213   ,-1.4595430637483153
201509   ,11           ,1  ,-1.27388535031847     ,-1.27388535031847
201504   ,02           ,35 ,-88.472833112952458   ,-2.5277952317986414
