MonthYear,EventRootCode,Count,SumAvgToneNumSources,AvgAvgToneNumSources
201911   ,13           ,14   ,-37.9032459414698   ,-2.7073747101049856
201806   ,02           ,37   ,-61.887373499786605 ,-1.6726317162104487
201605   ,10           ,6    ,-21.224030541428121 ,-3.5373384235713532
201705   ,19           ,25   ,-115.70663423054674 ,-4.6282653692218689
201509   ,14           ,5    ,-15.903884847546831 ,-3.1807769695093659
201901   ,08           ,14   ,-8.244460723574063  ,-0.58889005168386133
201507   ,14           ,4    ,-10.745573384094049 ,-2.6863933460235123
201906   ,14           ,2    ,-2.52100840336134   ,-1.26050420168067
201810   ,16           ,5    ,-0.82785741895367   ,-0.165571483790734
201607   ,12           ,34   ,-110.34940297204903 ,-3.245570675648501
201609   ,10           ,10   ,-30.988546078154339 ,-3.0988546078154342
201912   ,15           ,2    ,-10.811737859138951 ,-5.4058689295694755
202005   ,19           ,42   ,-155.68845400766745 ,-3.7068679525635111
201611   ,16           ,8    ,-39.803102097789846 ,-4.9753877622237308
201907   ,05           ,83   ,-81.519758055159031 ,-0.98216575970071129
201709   ,13           ,31   ,-185.70413949047929 ,-5.9904561125961058
201610   ,14           ,26   ,-82.589287023345619 ,-3.1765110393594473
201503   ,01           ,47   ,-123.00563163794014 ,-2.6171410986795776
201912   ,01           ,55   ,-143.94178331050529 ,-2.6171233329182781
201605   ,05           ,88   ,-14.193679706403614 ,-0.16129181484549546
201503   ,19           ,61   ,-318.1902989494676  ,-5.2162344090076624
201809   ,04           ,154  ,-179.6102718043162  ,-1.1663004662617937
201809   ,18           ,4    ,-22.037745177655268 ,-5.5094362944138169
201512   ,12           ,6    ,-17.746524485406702 ,-2.9577540809011165
201510   ,16           ,4    ,-12.195028566809761 ,-3.04875714170244
201909   ,09           ,5    ,-0.83245408438250978,-0.16649081687650191
202003   ,01           ,34   ,-103.43512842326604 ,-3.0422096595078245
201802   ,06           ,56   ,-191.89795479116822 ,-3.4267491926994333
201802   ,17           ,37   ,-134.50886726913205 ,-3.6353747910576235
201806   ,18           ,3    ,-9.42831064427707   ,-3.1427702147590235
201705   ,12           ,17   ,-52.103158993826256 ,-3.0648917055191918
201502   ,08           ,5    ,-18.042279978091731 ,-3.6084559956183462
201511   ,08           ,26   ,-67.462238534166929 ,-2.5947014820833432
201605   ,17           ,30   ,-119.97195389121315 ,-3.9990651297071054
201908   ,05           ,157  ,-665.24838420445576 ,-4.2372508548054517
201708   ,18           ,4    ,0.83333333333332    ,0.20833333333333
201602   ,02           ,53   ,-89.563592352416848 ,-1.6898791009889977
201512   ,09           ,6    ,-9.2032178655662413 ,-1.53386964426104
202002   ,01           ,62   ,-267.1277036363656  ,-4.3085113489736386
201901   ,06           ,12   ,12.340879366563634  ,1.0284066138803027
202004   ,10           ,5    ,-17.441438964921829 ,-3.4882877929843659
201708   ,12           ,21   ,-96.944744279588065 ,-4.616416394266099
201509   ,03           ,40   ,-82.421785904477872 ,-2.0605446476119469
201506   ,01           ,21   ,-53.276153161490434 ,-2.5369596743566869
201712   ,03           ,23   ,5.2426163382322279  ,0.22793984079270557
201903   ,04           ,165  ,-196.47192538197288 ,-1.1907389417089267
201903   ,05           ,47   ,-38.211628293857309 ,-0.81301336795441081
202001   ,17           ,53   ,-419.02745242396531 ,-7.906178347621986
201904   ,11           ,40   ,-136.64504203276528 ,-3.4161260508191322
201904   ,09           ,7    ,-51.460521738653469 ,-7.3515031055219247
201501   ,04           ,5    ,-0.2079218473010398 ,-0.04158436946020827
201702   ,04           ,444  ,-331.47957506766772 ,-0.746575619521774
201702   ,06           ,10   ,-29.846967730945689 ,-2.9846967730945688
201802   ,01           ,183  ,-1080.9572816712064 ,-5.9068703916459349
201812   ,04           ,144  ,-353.26625603012718 ,-2.4532378890981055
201602   ,13           ,21   ,-49.156170835442012 ,-2.3407700397829529
201505   ,01           ,54   ,-101.78783255698805 ,-1.8849598621664452
201810   ,05           ,61   ,-45.637966200623843 ,-0.74816338033809537
201606   ,13           ,9    ,-9.46104486404372   ,-1.0512272071159687
201707   ,13           ,3    ,1.3818239131127399  ,0.46060797103757967
202002   ,19           ,28   ,-129.24918272225457 ,-4.616042240080521
201812   ,02           ,22   ,-96.350806431701955 ,-4.3795821105319064
202003   ,20           ,2    ,-12.44239631336406  ,-6.22119815668203
201611   ,04           ,154  ,-158.0912713384744  ,-1.0265666970030805
201701   ,01           ,73   ,-108.31876115771414 ,-1.4838186459960843
201608   ,07           ,7    ,-13.512003059542231 ,-1.9302861513631757
201505   ,05           ,110  ,-234.46162774109141 ,-2.1314693431008314
201503   ,06           ,19   ,0.719170904716353   ,0.037851100248229068
201711   ,07           ,4    ,8.18167268071237    ,2.0454181701780927
201804   ,10           ,1    ,-4.67571644042233   ,-4.67571644042233
201512   ,03           ,24   ,-43.620981209640163 ,-1.8175408837350067
201510   ,06           ,26   ,-32.762994828993783 ,-1.26011518573053
202003   ,10           ,2    ,-8.85070565154104   ,-4.42535282577052
201704   ,06           ,8    ,2.4884996134971793  ,0.31106245168714741
201909   ,19           ,138  ,-579.51813271691219 ,-4.1994067588182062
202002   ,12           ,29   ,-199.15121595455761 ,-6.86728330877785
201806   ,14           ,5    ,-4.68353588635662   ,-0.936707177271324
201910   ,14           ,1    ,-2.28571428571428   ,-2.28571428571428
202002   ,15           ,1    ,-2.79069767441861   ,-2.79069767441861
201511   ,16           ,3    ,0.0                 ,0.0
202005   ,17           ,15   ,-53.394981952826271 ,-3.5596654635217511
201803   ,03           ,112  ,-121.58860040865638 ,-1.0856125036487174
201601   ,11           ,163  ,-472.30129434848618 ,-2.8975539530582
201711   ,14           ,3    ,-17.87160208212838  ,-5.9572006940427933
201511   ,18           ,1    ,-1.33928571428572   ,-1.33928571428572
201808   ,12           ,22   ,-69.660526347241316 ,-3.1663875612382415
201604   ,01           ,38   ,-80.013824875183587 ,-2.1056269703995678
201908   ,08           ,57   ,-255.67048665429115 ,-4.48544713428581
201908   ,09           ,9    ,-28.598274802191721 ,-3.1775860891324132
201905   ,01           ,51   ,-172.0706470453124  ,-3.3739342557904397
201905   ,02           ,49   ,-182.52097714469832 ,-3.72491790091221
201607   ,10           ,15   ,-98.273239818727333 ,-6.5515493212484879
201704   ,03           ,33   ,41.608772374780649  ,1.2608718901448683
201801   ,03           ,34   ,-40.576923262016507 ,-1.1934389194710739
201604   ,05           ,72   ,-108.5658014972587  ,-1.5078583541285937
201511   ,11           ,44   ,-238.09265219953852 ,-5.4111966408986021
201602   ,17           ,29   ,-191.83027875326943 ,-6.6148371983886012
201906   ,02           ,16   ,-9.00406952273175   ,-0.56275434517073442
201811   ,12           ,4    ,-11.519911335320639 ,-2.87997783383016
201902   ,04           ,197  ,-466.3526900538717  ,-2.3672725383445261
201810   ,11           ,76   ,-400.30992327098295 ,-5.2672358325129345
201904   ,01           ,41   ,-92.695829580653623 ,-2.2608738922110643
201602   ,16           ,8    ,-3.52928617341776   ,-0.44116077167722006
201812   ,11           ,28   ,-122.19425775228358 ,-4.3640806340101275
201812   ,03           ,21   ,4.6065322540004026  ,0.21935867876192416
201906   ,12           ,9    ,-4.6752658854974607 ,-0.5194739872774955
201607   ,04           ,449  ,-1169.4493154961021 ,-2.604564177051452
201607   ,03           ,105  ,-423.45173646853726 ,-4.0328736806527372
202002   ,09           ,4    ,-29.329237071172557 ,-7.3323092677931392
201503   ,15           ,2    ,-2.000798287310861  ,-1.0003991436554305
201602   ,04           ,301  ,-471.27339105145472 ,-1.5656923290746005
201712   ,11           ,36   ,-110.08889153760069 ,-3.0580247649333527
201703   ,02           ,40   ,-52.624367790443458 ,-1.3156091947610862
201609   ,11           ,30   ,-87.012372119675575 ,-2.9004124039891859
201508   ,08           ,19   ,-47.735546796985368 ,-2.5123971998413355
201811   ,09           ,10   ,-42.716002188018152 ,-4.2716002188018152
201804   ,06           ,13   ,-40.694319088856176 ,-3.1303322376043212
201605   ,16           ,5    ,-13.39954084150529  ,-2.6799081683010582
202001   ,02           ,63   ,-170.60132086835324 ,-2.7079574741008448
201606   ,08           ,52   ,-91.352162273653    ,-1.7567723514164038
201705   ,16           ,2    ,-1.78739778739778   ,-0.89369889369889011
201905   ,15           ,2    ,4.04040404040404    ,2.02020202020202
202003   ,07           ,9    ,-30.187497218570787 ,-3.3541663576189764
201801   ,18           ,20   ,-134.85139515675368 ,-6.7425697578376855
201608   ,09           ,40   ,-72.041232649723923 ,-1.8010308162430981
201706   ,05           ,59   ,-21.211339605727055 ,-0.35951423060554311
201811   ,04           ,242  ,-391.65628070944115 ,-1.618414383096864
201612   ,19           ,251  ,-1602.7214780899114 ,-6.3853445342227548
201703   ,12           ,28   ,-200.02827869734094 ,-7.1438670963336088
201909   ,08           ,71   ,-329.69985295921765 ,-4.6436599008340513
201701   ,11           ,20   ,-47.866468904109844 ,-2.3933234452054917
201606   ,01           ,104  ,-120.57445828370804 ,-1.1593697911895
201906   ,05           ,47   ,-59.631395805031147 ,-1.2687531022347058
201904   ,12           ,87   ,-5.4785733813456137 ,-0.062972107831558627
201512   ,16           ,7    ,-32.710701987032841 ,-4.6729574267189768
201607   ,13           ,7    ,-34.737661915427182 ,-4.9625231307753133
201507   ,08           ,7    ,-15.925897387999949 ,-2.2751281982857074
201903   ,14           ,8    ,-15.18405943937856  ,-1.89800742992232
202004   ,01           ,27   ,-65.176103831938775 ,-2.4139297715532875
202005   ,02           ,18   ,-10.284054359038722 ,-0.57133635327992893
201608   ,11           ,89   ,-363.10160662914984 ,-4.0797933329117955
201703   ,05           ,87   ,-102.23345789697706 ,-1.175097217206633
201708   ,17           ,47   ,-259.22636321194392 ,-5.5154545364243379
201706   ,01           ,50   ,-105.35714729632576 ,-2.1071429459265154
201601   ,08           ,19   ,-54.002950698074528 ,-2.8422605630565543
201512   ,04           ,145  ,-311.56527240884657 ,-2.1487260166127347
201511   ,06           ,14   ,7.4311214978522706  ,0.53079439270373363
201605   ,03           ,38   ,-48.233626411432404 ,-1.2693059581955892
201909   ,12           ,20   ,-63.101359157688073 ,-3.1550679578844032
201612   ,14           ,11   ,-15.94907470595253  ,-1.449915882359321
201604   ,18           ,3    ,-10.130261077046869 ,-3.3767536923489563
201605   ,13           ,2    ,0.0                 ,0.0
201506   ,16           ,5    ,-21.021620337372312 ,-4.2043240674744622
202004   ,20           ,1    ,-10.6382978723404   ,-10.6382978723404
201702   ,03           ,82   ,-16.50737400513993  ,-0.20130943908707244
201708   ,02           ,95   ,-426.42431034355593 ,-4.4886769509847992
201709   ,04           ,257  ,-787.15960285020356 ,-3.0628778321019596
201801   ,01           ,112  ,-790.86004421519942 ,-7.0612503947785656
201709   ,12           ,34   ,-171.01051736915736 ,-5.0297210990928631
201912   ,04           ,241  ,-950.952143089603   ,-3.9458595148946154
201809   ,01           ,79   ,-215.04617423091975 ,-2.7221034712774652
201701   ,03           ,47   ,29.068990196976074  ,0.61848915312715069
201712   ,09           ,8    ,-22.764406918419319 ,-2.8455508648024144
201502   ,19           ,8    ,-44.282802094226064 ,-5.535350261778258
202002   ,17           ,12   ,-45.022484385006663 ,-3.7518736987505554
201508   ,18           ,11   ,-16.307615797575728 ,-1.4825105270523389
201805   ,10           ,2    ,-1.4618547281864    ,-0.7309273640932
201609   ,09           ,8    ,-17.481335127726531 ,-2.1851668909658164
201702   ,18           ,2    ,-3.74787052810902   ,-1.87393526405451
201706   ,16           ,1    ,-0.10351966873706   ,-0.10351966873706
201702   ,01           ,110  ,-163.12533783723981 ,-1.48295761670218
201805   ,12           ,15   ,-27.391639932454382 ,-1.8261093288302919
201712   ,13           ,5    ,-23.524210918577555 ,-4.7048421837155123
201712   ,14           ,1    ,-0.38314176245211   ,-0.38314176245211
201806   ,05           ,43   ,-9.63321432507741   ,-0.22402824011807931
201504   ,12           ,23   ,-36.094689136228361 ,-1.5693343102707982
201602   ,11           ,101  ,-319.90068772532055 ,-3.1673335418348576
201510   ,05           ,77   ,-63.637145822195549 ,-0.82645643924929291
201808   ,06           ,22   ,-126.99556445419091 ,-5.7725256570086776
201808   ,20           ,1    ,-5.07246376811594   ,-5.07246376811594
201910   ,07           ,7    ,-15.770366453683922 ,-2.2529094933834171
201506   ,08           ,11   ,-38.389316342529376 ,-3.4899378493208526
201505   ,10           ,2    ,-8.13420304830793   ,-4.0671015241539648
201907   ,15           ,2    ,5.76496674057648    ,2.88248337028824
201904   ,17           ,10   ,-38.902231014978319 ,-3.8902231014978321
201710   ,13           ,3    ,-18.516915814319439 ,-6.1723052714398134
201502   ,12           ,2    ,5.38599640933574    ,2.69299820466787
202003   ,11           ,19   ,-34.357516928114165 ,-1.8082903646375881
201602   ,03           ,104  ,-13.266659491372002 ,-0.12756403357088469
201709   ,06           ,12   ,-29.770989646315158 ,-2.4809158038595962
201508   ,11           ,30   ,-97.095499748091356 ,-3.2365166582697125
201505   ,06           ,27   ,-35.615370681208042 ,-1.3190878030077056
201909   ,13           ,20   ,-55.531041295789485 ,-2.7765520647894744
201510   ,13           ,10   ,-38.004358083122291 ,-3.8004358083122289
