MonthYear,Actor1CountryCode,Events ,sumNumMentions,materialConfCoop    ,verbalConfCoop      ,avgAvgTone           ,avgGoldstein         ,fightCount,expressCount
202001   ,WAF              ,453    ,3383          ,0.033112582781456956,0.14348785871964681 ,-1.5705861716867759  ,0.84591611479028694  ,8         ,4
202001   ,TUV              ,100    ,406           ,0.0                 ,0.09                ,-2.0257955906417666  ,1.8230000000000002   ,0         ,0
202001   ,MMR              ,5889   ,33499         ,0.13092205807437596 ,0.11309220580743759 ,-1.8144373759239951  ,0.8942095432161653   ,241       ,62
202001   ,COM              ,146    ,1120          ,0.089041095890410954,0.10273972602739725 ,-0.970287561722877   ,1.648630136986301    ,3         ,5
202001   ,SHN              ,7      ,45            ,0.2857142857142857  ,0.0                 ,-0.52564397282782449 ,1.4285714285714284   ,0         ,0
202001   ,SDN              ,7594   ,36603         ,0.12246510402949697 ,0.10416117987885172 ,-2.061565946335254   ,1.3005398999209907   ,493       ,104
202001   ,CHN              ,131418 ,658814        ,0.10525955348582386 ,0.099917819476784   ,-2.1460471056343788  ,1.35309546637447     ,3485      ,2806
202001   ,PGS              ,612    ,3364          ,0.26470588235294118 ,0.1454248366013072  ,-3.095504214701172   ,-0.9939542483660132  ,100       ,17
202001   ,PSE              ,28031  ,108190        ,0.13973814705147872 ,0.23463308479897257 ,-2.0484672917659932  ,-0.23324176804252475 ,1870      ,291
202001   ,ESP              ,33169  ,192095        ,0.10802255117730411 ,0.11586119569477524 ,-1.0416387187049532  ,1.1180952093822538   ,1293      ,637
202001   ,MDA              ,1978   ,13622         ,0.11779575328614762 ,0.12790697674418605 ,-1.0176731837261861  ,1.0539433771486353   ,98        ,59
202001   ,MHL              ,233    ,914           ,0.12875536480686695 ,0.11587982832618025 ,-1.666839585635195   ,1.430901287553648    ,14        ,0
202001   ,CIV              ,1586   ,8745          ,0.097099621689785628,0.1116015132408575  ,-1.10159926116953    ,1.3269230769230771   ,46        ,18
202001   ,LAO              ,692    ,2969          ,0.06358381502890173 ,0.0476878612716763  ,0.4017937984413717   ,2.4033236994219647   ,8         ,3
202001   ,IRQ              ,72541  ,313402        ,0.30289077900773353 ,0.16829103541445528 ,-4.51482076059782    ,-1.7925490412318552  ,14830     ,507
202001   ,WSM              ,357    ,1688          ,0.084033613445378158,0.098039215686274508,-1.4936070273931636  ,1.284313725490196    ,15        ,3
202001   ,FRA              ,69916  ,350642        ,0.11020367297900338 ,0.13202986440871903 ,-2.1285321745992     ,1.0473153498483898   ,2803      ,1242
