MonthYear,Actor1CountryCode,Events ,sumNumMentions,materialConfCoop    ,verbalConfCoop      ,avgAvgTone           ,avgGoldstein         ,fightCount,expressCount
202001   ,BTN              ,620    ,2803          ,0.037096774193548385,0.075806451612903225,0.0079163544725497359,2.0511290322580646   ,8         ,7
202001   ,AIA              ,151    ,780           ,0.099337748344370855,0.2251655629139073  ,-2.4005818670063714  ,0.29668874172185433  ,12        ,0
202001   ,EST              ,2594   ,13718         ,0.050115651503469548,0.1218195836545875  ,-0.27203131131991509 ,1.9319583654587511   ,28        ,71
202001   ,OMN              ,6687   ,29598         ,0.059967100343950946,0.050844922984896068,-0.577197616236758   ,1.9928966651712277   ,192       ,56
202001   ,MEA              ,872    ,3448          ,0.037844036697247709,0.12155963302752294 ,-1.5883217269450585  ,1.7997706422018358   ,17        ,1
202001   ,PNG              ,856    ,3800          ,0.16121495327102803 ,0.081775700934579434,-1.506316877087851   ,0.72593457943925221  ,35        ,6
202001   ,BLR              ,8016   ,43659         ,0.065119760479041916,0.12412674650698603 ,-0.952675327085253   ,1.7692989021956091   ,143       ,165
202001   ,PAN              ,2310   ,11762         ,0.12424242424242424 ,0.10995670995670996 ,-1.714188978498562   ,0.96402597402597423  ,103       ,58
202001   ,STP              ,60     ,345           ,0.13333333333333333 ,0.066666666666666666,-0.044549116101980882,0.78333333333333333  ,5         ,2
202001   ,KGZ              ,2402   ,13564         ,0.11615320566194838 ,0.083263946711074108,-1.4485378644252476  ,1.2144879267277267   ,93        ,67
202001   ,CAF              ,700    ,3786          ,0.17571428571428571 ,0.077142857142857138,-3.2687910475669497  ,0.45085714285714273  ,92        ,7
202001   ,DJI              ,1382   ,6153          ,0.090448625180897246,0.11287988422575977 ,-0.29603271944344051 ,1.6243125904486251   ,74        ,7
202001   ,FSM              ,66     ,300           ,0.090909090909090912,0.045454545454545456,0.66106627748577962  ,2.2151515151515153   ,3         ,0
202001   ,UKR              ,76702  ,393224        ,0.16324215796198274 ,0.14474198847487679 ,-3.2040047721299905  ,0.010992034002164183 ,7550      ,3193
202001   ,AUT              ,5862   ,29855         ,0.11685431593312863 ,0.11548959399522347 ,-1.1567422552423867  ,0.98161037188672762  ,255       ,105
202001   ,LSO              ,1071   ,5154          ,0.1876750700280112  ,0.11951447245564893 ,-3.6061134592661634  ,-0.52521008403361324 ,157       ,34
202001   ,ARM              ,7606   ,39162         ,0.12595319484617407 ,0.10767814882987116 ,-1.40099529876037    ,0.62265316855114383  ,529       ,118
202001   ,JOR              ,15183  ,72932         ,0.11736810906935388 ,0.16511888296120661 ,-2.3604221693450893  ,0.50368174932490306  ,697       ,218
202001   ,BRB              ,1195   ,5323          ,0.072803347280334732,0.11380753138075314 ,-0.51750845096680476 ,1.2292887029288706   ,24        ,17
202001   ,KNA              ,1373   ,6611          ,0.019664967225054626,0.050983248361252731,0.985607743496057    ,2.4726147123088134   ,6         ,6
202001   ,TTO              ,1463   ,6435          ,0.15789473684210525 ,0.11825017088174983 ,-1.2770579471506589  ,0.22563226247436766  ,118       ,16
202001   ,UGA              ,6056   ,25742         ,0.13358652575957727 ,0.136889035667107   ,-2.3414194220397833  ,0.68929986789960362  ,289       ,130
202001   ,SEA              ,2353   ,13851         ,0.1270718232044199  ,0.061623459413514665,-0.48064875309690813 ,1.3095622609434765   ,86        ,24
202001   ,CRI              ,1200   ,5088          ,0.063333333333333339,0.089166666666666672,-0.72088383722351523 ,1.7432500000000002   ,33        ,20
202001   ,GNB              ,279    ,941           ,0.010752688172043012,0.18996415770609318 ,-0.22968506045658707 ,1.2057761732851984   ,0         ,3
202001   ,USA              ,819808 ,3472270       ,0.15714045239861041 ,0.12597827784066512 ,-2.2598142001605424  ,0.37086195792185472  ,57716     ,19788
202001   ,AFG              ,18865  ,90915         ,0.22411873840445268 ,0.11200636098595282 ,-3.2740617347353487  ,-0.36437317784256568 ,2956      ,258
202001   ,VUT              ,261    ,1420          ,0.053639846743295021,0.080459770114942528,0.15698831090659149  ,2.74904214559387     ,2         ,4
