MonthYear,EventRootCode,Count,SumAvgTone           ,AvgAvgTone
201702   ,19           ,5    ,-17.7205940461619    ,-3.5441188092323803
201601   ,04           ,60   ,21.376904573367266   ,0.35628174288945452
201705   ,08           ,5    ,-8.9600752807055279  ,-1.7920150561411059
201803   ,14           ,1    ,3.03030303030303     ,3.03030303030303
201903   ,16           ,2    ,-7.64044943820226    ,-3.82022471910113
201809   ,03           ,27   ,-8.37811312506201    ,-0.31030048611340788
201912   ,02           ,5    ,-4.8484720564383945  ,-0.969694411287679
201806   ,03           ,21   ,25.223053633627178   ,1.2010977920774848
201612   ,09           ,6    ,-48.894308456520633  ,-8.149051409420105
201607   ,11           ,2    ,-7.95684423465948    ,-3.97842211732974
201708   ,13           ,3    ,-3.96074815595363    ,-1.3202493853178767
201710   ,09           ,6    ,2.7082420984860205   ,0.45137368308100356
201803   ,02           ,29   ,17.23278780847015    ,0.59423406236104
201609   ,12           ,2    ,-1.0501750291715219  ,-0.525087514585761
201807   ,03           ,18   ,-4.71925138395194    ,-0.26218063244177447
201909   ,03           ,17   ,-17.116962377334069  ,-1.0068801398431808
201711   ,15           ,3    ,2.17391304347826     ,0.72463768115942
201907   ,03           ,23   ,28.422335331851006   ,1.235753710080479
201508   ,02           ,5    ,-15.455586229779758  ,-3.0911172459559522
201507   ,13           ,1    ,-2.92993630573248    ,-2.92993630573248
201806   ,10           ,3    ,-8.83338409990861    ,-2.9444613666362032
201903   ,07           ,6    ,7.84970685649872     ,1.3082844760831198
201812   ,09           ,1    ,7.77777777777778     ,7.77777777777778
201609   ,01           ,2    ,-1.07692718556796    ,-0.53846359278398
201703   ,14           ,4    ,14.70019342359768    ,3.67504835589942
201711   ,05           ,20   ,34.367670131878342   ,1.718383506593917
201509   ,07           ,8    ,5.2711887024263611   ,0.658898587803295
201505   ,12           ,11   ,-27.684350271057816  ,-2.5167591155507107
201902   ,07           ,6    ,16.64651443618186    ,2.7744190726969773
201711   ,01           ,14   ,45.255549742334736   ,3.2325392673096238
201712   ,12           ,4    ,-3.31491712707182    ,-0.828729281767955
201504   ,19           ,1    ,-3.64963503649635    ,-3.64963503649635
201505   ,11           ,11   ,-27.978030777448197  ,-2.5434573434043815
201503   ,07           ,1    ,-0.42194092827004    ,-0.42194092827004
201603   ,14           ,2    ,0.54869684499316     ,0.27434842249658
201606   ,19           ,6    ,2.63719719651212     ,0.43953286608535325
201703   ,08           ,7    ,-17.468515150475238  ,-2.4955021643536059
201803   ,08           ,3    ,-7.54625318332396    ,-2.5154177277746532
201804   ,03           ,5    ,11.350610174139581   ,2.2701220348279163
201908   ,04           ,30   ,2.3418154892485505   ,0.0780605163082851
201910   ,04           ,89   ,39.115447482136673   ,0.43949940991164804
201603   ,08           ,3    ,-1.35135135135135    ,-0.45045045045045
201506   ,02           ,17   ,-15.155172372766859  ,-0.89148072780981524
201904   ,03           ,15   ,10.805033109680199   ,0.72033554064534677
202001   ,18           ,3    ,-28.392766604698259  ,-9.46425553489942
201810   ,07           ,1    ,-1.75953079178886    ,-1.75953079178886
201704   ,09           ,4    ,-1.1792234348785402  ,-0.29480585871963505
201702   ,05           ,16   ,13.413493207382309   ,0.83834332546139456
201703   ,07           ,13   ,-78.653758860996732  ,-6.0502891431535932
201511   ,04           ,37   ,-8.147389104246697   ,-0.22019970552018098
201511   ,03           ,20   ,8.63242611793446     ,0.43162130589672304
201502   ,06           ,9    ,12.884662064616123   ,1.43162911829068
201807   ,06           ,11   ,-9.86758795941337    ,-0.897053450855761
201811   ,07           ,7    ,36.9966589234829     ,5.2852369890689852
201904   ,08           ,11   ,-6.97670855048268    ,-0.63424623186206186
201804   ,11           ,4    ,16.257839168055881   ,4.06445979201397
201609   ,11           ,13   ,-55.754224059580487  ,-4.2887864661215751
201703   ,02           ,24   ,24.577541724105583   ,1.024064238504399
201705   ,16           ,3    ,-3.3313851548802003  ,-1.1104617182934
201508   ,08           ,3    ,5.77922077922079     ,1.92640692640693
201712   ,11           ,5    ,-31.374744746722804  ,-6.2749489493445605
201804   ,06           ,6    ,-7.59330919314014    ,-1.2655515321900235
201602   ,04           ,14   ,9.5730194607654955   ,0.68378710434039247
202001   ,02           ,15   ,-48.256156730914483  ,-3.2170771153942992
201605   ,16           ,1    ,-2.12765957446809    ,-2.12765957446809
201606   ,08           ,1    ,0.0                  ,0.0
201611   ,07           ,3    ,2.0                  ,0.66666666666666674
201704   ,19           ,3    ,-4.77476728723404    ,-1.59158909574468
201709   ,08           ,1    ,8.75179340028694     ,8.75179340028694
201510   ,17           ,2    ,-6.18976354384914    ,-3.09488177192457
201512   ,01           ,10   ,1.7786228599443104   ,0.17786228599443119
201603   ,17           ,4    ,-16.008640118015929  ,-4.0021600295039823
202002   ,06           ,11   ,-41.6403851767316    ,-3.7854895615210546
201508   ,06           ,5    ,-13.812743320752478  ,-2.7625486641504953
201809   ,19           ,2    ,8.95522388059702     ,4.47761194029851
201810   ,06           ,3    ,-8.82352941176469    ,-2.94117647058823
201605   ,15           ,7    ,-3.45414611509197    ,-0.49344944501313859
202001   ,15           ,3    ,2.62938751717535     ,0.87646250572511664
201708   ,12           ,9    ,-19.501525768199471  ,-2.1668361964666079
201509   ,03           ,39   ,-13.068997116078346  ,-0.33510249015585514
201506   ,01           ,10   ,10.076855621654397   ,1.00768556216544
201903   ,04           ,49   ,6.8514935989095989   ,0.13982639997774682
201903   ,05           ,22   ,23.354048733912329   ,1.0615476697232877
201904   ,11           ,2    ,-7.64331210191082    ,-3.82165605095541
